fileName,Ranked1,Ranked2,Ranked3
ant-1.3.csv,0,0,0
ant-1.4.csv,0,0,0
ant-1.5.csv,0,0,0
ant-1.6.csv,0,0,0
ant-1.7.csv,0,0,0
camel-1.0.csv,0,0,0
camel-1.2.csv,0,0,0
camel-1.4.csv,0,0,0
camel-1.6.csv,0,0,0
jedit-3.2.csv,0,0,-3
jedit-4.0.csv,0,0,-3
jedit-4.1.csv,0,0,-3
jedit-4.2.csv,0,0,-3
jedit-4.3.csv,0,0,-3
log4j-1.0.csv,0,0,-5
log4j-1.1.csv,0,0,-5
log4j-1.2.csv,0,0,-5
lucene-2.0.csv,0,0,0
lucene-2.2.csv,0,0,0
lucene-2.4.csv,0,0,0
pbeans-1.0.csv,0,0,-1
pbeans-2.0.csv,0,0,-1
poi-1.5.csv,0,0,0
poi-2.0.csv,0,0,0
poi-2.5.csv,0,0,0
poi-3.0.csv,0,0,0
synapse-1.0.csv,0,0,-1
synapse-1.1.csv,0,0,-1
synapse-1.2.csv,0,0,-1
velocity-1.4.csv,0,0,0
velocity-1.5.csv,0,0,0
velocity-1.6.csv,0,0,0
xalan-2.4.csv,-1,-1,-1
xalan-2.5.csv,-1,-1,-1
xalan-2.6.csv,-1,-1,-1
xalan-2.7.csv,-1,-1,-1
xerces-0.init.csv,0,0,0
xerces-1.2.csv,0,0,0
xerces-1.3.csv,0,0,0
xerces-1.4.csv,0,0,0
