issueKey,type,resolution,status,createdDateEpoch,resolvedDateEpoch
MAHOUT-1002,Task,Fixed,Closed,2012/4/27 22:12,2012/6/22 16:55
MAHOUT-1003,Bug,Fixed,Closed,2012/4/28 1:39,2012/6/22 17:38
MAHOUT-1004,New Feature,Won't Fix,Closed,2012/5/1 18:23,2014/3/3 4:05
MAHOUT-1005,Bug,Fixed,Closed,2012/5/2 7:38,2012/5/6 7:47
MAHOUT-1006,Bug,Fixed,Closed,2012/5/4 2:10,2012/6/5 0:39
MAHOUT-1007,Improvement,Not A Problem,Closed,2012/5/5 3:47,2012/5/15 0:35
MAHOUT-1008,Task,Fixed,Closed,2012/5/8 14:38,2012/5/11 5:24
MAHOUT-1009,Improvement,Fixed,Closed,2012/5/9 1:40,2012/6/4 2:43
MAHOUT-1010,Task,Fixed,Closed,2012/5/9 2:30,2012/5/11 17:15
MAHOUT-1011,Bug,Fixed,Closed,2012/5/11 3:03,2012/5/11 3:44
MAHOUT-1012,Task,Fixed,Closed,2012/5/11 15:22,2012/5/13 5:50
MAHOUT-1013,Improvement,Fixed,Closed,2012/5/11 17:22,2012/5/11 19:13
MAHOUT-1014,Sub-task,Fixed,Closed,2012/5/14 2:31,2012/6/4 22:09
MAHOUT-1015,Bug,Fixed,Closed,2012/5/16 17:58,2012/5/16 18:36
MAHOUT-1016,Bug,Fixed,Closed,2012/5/18 8:02,2012/6/13 21:57
MAHOUT-1017,Bug,Fixed,Closed,2012/5/18 8:06,2012/6/12 23:32
MAHOUT-1018,Bug,Won't Fix,Closed,2012/5/19 2:53,2013/3/11 23:19
MAHOUT-1019,Improvement,Fixed,Closed,2012/5/22 4:18,2013/3/11 19:15
MAHOUT-1020,Bug,Fixed,Closed,2012/5/24 7:15,2012/6/4 1:04
MAHOUT-1021,Improvement,Won't Fix,Closed,2012/5/30 12:57,2014/1/29 7:25
MAHOUT-1022,New Feature,Won't Fix,Closed,2012/5/31 11:32,2014/3/3 4:06
MAHOUT-1023,Bug,Fixed,Closed,2012/6/4 1:32,2012/6/4 1:55
MAHOUT-1024,Bug,Fixed,Closed,2012/6/4 4:35,2012/6/5 12:31
MAHOUT-1025,Task,Fixed,Closed,2012/6/4 22:01,2013/6/2 1:27
MAHOUT-1026,Task,Fixed,Closed,2012/6/5 12:33,2013/6/9 0:27
MAHOUT-1027,Improvement,Fixed,Closed,2012/6/5 19:42,2012/6/5 20:15
MAHOUT-1028,Bug,Fixed,Closed,2012/6/6 3:15,2012/6/9 8:47
MAHOUT-1029,Bug,Fixed,Closed,2012/6/6 17:16,2012/6/22 19:40
MAHOUT-1030,Bug,Fixed,Closed,2012/6/10 0:08,2013/12/8 12:08
MAHOUT-1031,Bug,Fixed,Closed,2012/6/10 7:21,2013/3/11 23:28
MAHOUT-1032,Bug,Not A Problem,Closed,2012/6/15 16:54,2012/6/15 18:53
MAHOUT-1033,Bug,Fixed,Closed,2012/6/19 21:56,2012/6/22 18:47
MAHOUT-1034,Bug,Not A Problem,Closed,2012/6/29 7:52,2012/7/12 8:34
MAHOUT-1035,Improvement,Fixed,Closed,2012/6/29 10:45,2012/6/30 5:51
MAHOUT-1036,Question,Invalid,Closed,2012/7/3 10:56,2012/7/3 18:17
MAHOUT-1037,Question,Duplicate,Closed,2012/7/3 10:57,2012/7/3 18:18
MAHOUT-1038,Bug,Fixed,Closed,2012/7/4 10:58,2012/7/4 15:49
MAHOUT-1039,Bug,Fixed,Closed,2012/7/4 12:55,2012/7/4 15:52
MAHOUT-1040,Improvement,Not A Problem,Closed,2012/7/5 8:40,2012/7/5 16:00
MAHOUT-1041,Improvement,Won't Fix,Closed,2012/7/6 4:45,2013/6/2 1:31
MAHOUT-1042,Improvement,Fixed,Closed,2012/7/10 5:31,2012/7/10 23:20
MAHOUT-1043,Improvement,Fixed,Closed,2012/7/10 8:28,2012/7/10 22:49
MAHOUT-1044,Bug,Fixed,Closed,2012/7/11 22:32,2012/7/12 3:22
MAHOUT-1045,Bug,Fixed,Closed,2012/7/12 4:17,2013/6/2 1:36
MAHOUT-1046,Bug,Fixed,Closed,2012/7/15 4:02,2012/7/15 4:18
MAHOUT-1047,Bug,Fixed,Closed,2012/7/20 8:10,2013/6/2 2:21
MAHOUT-1048,Bug,Invalid,Closed,2012/7/29 22:55,2012/7/30 0:12
MAHOUT-1049,Bug,Not A Problem,Closed,2012/8/3 16:26,2012/8/3 16:47
MAHOUT-1050,Improvement,Won't Fix,Closed,2012/8/5 17:39,2013/4/10 21:31
MAHOUT-1051,Improvement,Fixed,Closed,2012/8/7 19:15,2012/8/10 2:28
MAHOUT-1052,Improvement,Fixed,Closed,2012/8/13 2:59,2013/6/4 11:41
MAHOUT-1053,Improvement,Fixed,Closed,2012/8/13 10:10,2013/6/2 1:41
MAHOUT-1054,Improvement,Fixed,Closed,2012/8/13 10:13,2013/6/2 1:41
MAHOUT-1055,Bug,Won't Fix,Closed,2012/8/13 13:53,2012/10/12 16:57
MAHOUT-1056,New Feature,Fixed,Closed,2012/8/13 17:05,2012/8/13 17:08
MAHOUT-1057,New Feature,Fixed,Closed,2012/8/14 6:06,2012/8/14 7:06
MAHOUT-1058,New Feature,Invalid,Closed,2012/8/14 18:42,2012/8/15 19:15
MAHOUT-1059,Improvement,Fixed,Closed,2012/8/18 4:23,2012/9/4 10:25
