"Dataset","F1","AUC","ER","RI","MCC","AP","RR","Popt","ACC"
"ECLIPSE-2007","11.18","3.05","0.58","2.29","6.37","1.78","200","25","6.17"
"ECLIPSE-2007","17.01","4.35","0.75","2.83","8.39","2.06","346.41","41.45","7.54"
"ECLIPSE-2007","[0.64,21.24]","[0.09,8.05]","[0.1,1.02]","[0.48,5.55]","[0.7,11.48]","[0.54,2.99]","[0,400]","[0.89,72.87]","[1.03,14.83]"
"Metrics-Repo-2010","8.11","3.16","8.46","13.73","12.31","6.21","16.04","111.73","22.22"
"Metrics-Repo-2010","7.83","3.29","10.8","13.41","12.59","8.88","28.3","276.42","38.64"
"Metrics-Repo-2010","[6.28,10.28]","[2.45,4.22]","[6.23,11.85]","[10.72,17.65]","[9.43,16.26]","[4.5,9.25]","[9.8,24.26]","[60.11,223.88]","[15.51,37.46]"
"JIRA-HA-2019","18.43","5.31","1.82","11.43","9.71","7.98","26.18","58.07","21.19"
"JIRA-HA-2019","35.56","16.21","2.4","11.71","11.71","10.76","56.45","89.53","42.63"
"JIRA-HA-2019","[11.23,37.85]","[2.39,17.32]","[1.21,2.77]","[8.46,15.56]","[6.74,13.93]","[5.46,12.37]","[14.53,51.81]","[35.49,93.79]","[13.36,45.17]"
"JIRA-RA-2019","13.19","3.89","2.16","12.18","10.36","9.31","37.75","34.83","20.99"
"JIRA-RA-2019","17.39","6.48","2.55","15.33","12.5","9.56","87.69","56.08","46.44"
"JIRA-RA-2019","[8.89,20.72]","[2.53,7.13]","[1.5,3.16]","[9.15,20.52]","[7.51,15.83]","[6.65,12.67]","[19.47,79.81]","[22.46,61.9]","[12.69,44.41]"
"MA-SZZ-2020","2.85","1.14","0.88","3.65","3.3","2.13","3.25","37.62","9.29"
"MA-SZZ-2020","5.94","4.32","2.18","7.21","6.53","5.06","16.01","144.01","19.37"
"MA-SZZ-2020","[2.27,4.01]","[0.73,2.18]","[0.64,1.27]","[2.83,4.83]","[2.58,4.55]","[1.57,3.02]","[1.46,6.34]","[25.44,79.59]","[7.29,12.88]"
"IND-JLMIV+R-2020","8.67","1.94","0.92","10.81","11.88","7.18","12.48","77.17","8.12"
"IND-JLMIV+R-2020","9.43","5.58","3","24.69","42.11","8.53","31.88","503.58","8.28"
"IND-JLMIV+R-2020","[7.66,9.8]","[1.49,3.06]","[0.7,1.45]","[8.87,15.37]","[8.88,22.36]","[6.33,8.26]","[9.24,16.62]","[43.49,172.36]","[7.27,9.14]"
