"Dataset","F1","AUC","ER","RI","AP","RR","Popt","ACC"
"ECLIPSE-2007","14.95","2.57","0.91","2.54","2.72","91.93","6.92","12.23"
"ECLIPSE-2007","10.64","2.57","0.72","2","1.24","41.9","6.59","15.76"
"ECLIPSE-2007","6.48","0.55","0.08","0.23","1.29","43.74","0.94","2.01"
"ECLIPSE-2007","21.75","4.21","1.33","3.71","3.43","115.21","11.26","21.69"
"Metrics-Repo-2010","55.6","23.03","36.16","42.42","13.45","167.39","306","116.2"
"Metrics-Repo-2010","80.51","26.52","135.94","135.37","14.23","585.44","1535.92","217.95"
"Metrics-Repo-2010","38.46","16.81","16.88","23.19","9.99","64.02","92.23","78.2"
"Metrics-Repo-2010","81.57","30.94","127.48","133.76","17.57","428.12","961.62","214.7"
"JIRA-HA-2019","10.92","4.14","3.47","14.37","12","266.38","132.15","36.31"
"JIRA-HA-2019","9.63","4.56","3.34","11.78","15.69","1000.23","656.26","46.25"
"JIRA-HA-2019","8.36","3.05","2.63","11.21","8.21","39.23","24.61","24.23"
"JIRA-HA-2019","14.23","5.96","4.79","18.55","18.07","781.51","552.56","54.73"
"JIRA-RA-2019","10.82","4.42","3.02","11.85","8.93","183.84","147.76","198.87"
"JIRA-RA-2019","11.34","4.84","3.02","12.04","7.98","555.3","740.04","600.13"
"JIRA-RA-2019","8.07","3.18","2.29","8.93","7.01","66","26.68","79.62"
"JIRA-RA-2019","14.88","6.1","4.25","16.58","11.83","537.8","609.31","503.13"
"MA-SZZ-2020","7.77","1.64","1.62","9.83","4.54","151.28","6.76","30.51"
"MA-SZZ-2020","10.46","2.18","2.35","12.46","6.63","1792.47","8.4","110.72"
"MA-SZZ-2020","6.56","1.38","1.34","8.36","3.73","18.83","5.73","21.55"
"MA-SZZ-2020","9.45","2","2.01","11.71","5.59","760.18","8.03","67.15"
