fileName,F1,AUC,ER,RI,MCC,AP,RR,Popt,ACC
zeppelin-0.5.5(0.5.0).csv,0.38132295719844356,0.5,0,0,0,0.3285335058810228,0.525520166161311,0.5,0.2
zeppelin-0.5.6(0.5.5).csv,0.3806228373702422,0.5,0,0,0,0.32581622712279107,0.5244631797949163,0.5,0.2
"zeppelin-0.5.6(0.5.5,0.5.0).csv",0.3806228373702422,0.5,0,0,0,0.32581622712279107,0.5244631797949163,0.5,0.2
zeppelin-0.6.0(0.5.6).csv,0.4199134199134199,0.5,0,0,0,0.3742953977835706,0.5770958656855185,0.5,0.2
"zeppelin-0.6.0(0.5.6,0.5.5).csv",0.4199134199134199,0.5,0,0,0,0.3742953977835706,0.5770958656855185,0.5,0.2
"zeppelin-0.6.0(0.5.6,0.5.5,0.5.0).csv",0.4199134199134199,0.5,0,0,0,0.3742953977835706,0.5770958656855185,0.5,0.2
zeppelin-0.6.1(0.6.0).csv,0.41379310344827586,0.5,0,0,0,0.36532090367703146,0.5686824999239213,0.5,0.2
"zeppelin-0.6.1(0.6.0,0.5.6).csv",0.41379310344827586,0.5,0,0,0,0.36532090367703146,0.5686824999239213,0.5,0.2
"zeppelin-0.6.1(0.6.0,0.5.6,0.5.5).csv",0.41379310344827586,0.5,0,0,0,0.36532090367703146,0.5686824999239213,0.5,0.2
"zeppelin-0.6.1(0.6.0,0.5.6,0.5.5,0.5.0).csv",0.41379310344827586,0.5,0,0,0,0.36532090367703146,0.5686824999239213,0.5,0.2
zeppelin-0.6.2(0.6.1).csv,0.40869565217391307,0.5,0,0,0,0.3581086412187896,0.5617277064372914,0.5,0.2
"zeppelin-0.6.2(0.6.1,0.6.0).csv",0.40869565217391307,0.5,0,0,0,0.3581086412187896,0.5617277064372914,0.5,0.2
"zeppelin-0.6.2(0.6.1,0.6.0,0.5.6).csv",0.40869565217391307,0.5,0,0,0,0.3581086412187896,0.5617277064372914,0.5,0.2
"zeppelin-0.6.2(0.6.1,0.6.0,0.5.6,0.5.5).csv",0.40869565217391307,0.5,0,0,0,0.3581086412187896,0.5617277064372914,0.5,0.2
"zeppelin-0.6.2(0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",0.40869565217391307,0.5,0,0,0,0.3581086412187896,0.5617277064372914,0.5,0.2
zeppelin-0.7.0(0.6.2).csv,0.32525951557093424,0.5,0,0,0,0.2518437452812468,0.45242232922012826,0.5,0.2
"zeppelin-0.7.0(0.6.2,0.6.1).csv",0.32525951557093424,0.5,0,0,0,0.2518437452812468,0.45242232922012826,0.5,0.2
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0).csv",0.32525951557093424,0.5,0,0,0,0.2518437452812468,0.45242232922012826,0.5,0.2
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0,0.5.6).csv",0.32525951557093424,0.5,0,0,0,0.2518437452812468,0.45242232922012826,0.5,0.2
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0,0.5.6,0.5.5).csv",0.32525951557093424,0.5,0,0,0,0.2518437452812468,0.45242232922012826,0.5,0.2
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",0.32525951557093424,0.5,0,0,0,0.2518437452812468,0.45242232922012826,0.5,0.2
zeppelin-0.7.1(0.7.0).csv,0.3046594982078853,0.5,0,0,0,0.23025034804190542,0.42654791603885983,0.5,0.2
"zeppelin-0.7.1(0.7.0,0.6.2).csv",0.3046594982078853,0.5,0,0,0,0.23025034804190542,0.42654791603885983,0.5,0.2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1).csv",0.3046594982078853,0.5,0,0,0,0.23025034804190542,0.42654791603885983,0.5,0.2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0).csv",0.3046594982078853,0.5,0,0,0,0.23025034804190542,0.42654791603885983,0.5,0.2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",0.3046594982078853,0.5,0,0,0,0.23025034804190542,0.42654791603885983,0.5,0.2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5).csv",0.3046594982078853,0.5,0,0,0,0.23025034804190542,0.42654791603885983,0.5,0.2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",0.3046594982078853,0.5,0,0,0,0.23025034804190542,0.42654791603885983,0.5,0.2
zeppelin-0.7.2(0.7.1).csv,0.28990825688073396,0.5,0,0,0,0.21555056828607724,0.40819497885691863,0.5,0.2
"zeppelin-0.7.2(0.7.1,0.7.0).csv",0.28990825688073396,0.5,0,0,0,0.21555056828607724,0.40819497885691863,0.5,0.2
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2).csv",0.28990825688073396,0.5,0,0,0,0.21555056828607724,0.40819497885691863,0.5,0.2
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1).csv",0.28990825688073396,0.5,0,0,0,0.21555056828607724,0.40819497885691863,0.5,0.2
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0).csv",0.28990825688073396,0.5,0,0,0,0.21555056828607724,0.40819497885691863,0.5,0.2
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",0.28990825688073396,0.5,0,0,0,0.21555056828607724,0.40819497885691863,0.5,0.2
