issueKey,type,resolution,status,createdDateEpoch,resolvedDateEpoch
FLUME-1,Bug,Fixed,Closed,2010/6/29 10:44,2010/8/8 8:49
FLUME-2,Bug,Fixed,Closed,2010/6/30 7:29,2010/8/21 23:56
FLUME-3,Bug,Cannot Reproduce,Closed,2010/6/30 9:33,2010/9/5 23:12
FLUME-4,Bug,Fixed,Closed,2010/6/30 15:34,2010/7/9 13:03
FLUME-5,New Feature,Won't Fix,Resolved,2010/6/30 16:36,2014/11/5 14:37
FLUME-6,Epic,Fixed,Closed,2010/6/30 18:36,2011/4/25 21:36
FLUME-7,Bug,Fixed,Closed,2010/7/2 10:31,2010/7/13 15:30
FLUME-8,Bug,Fixed,Closed,2010/7/2 10:51,2010/7/9 13:05
FLUME-9,Bug,Fixed,Closed,2010/7/2 20:33,2010/7/16 9:34
FLUME-10,New Feature,Duplicate,Closed,2010/7/2 23:58,2010/8/17 8:21
FLUME-11,Bug,Fixed,Resolved,2010/7/3 8:06,2012/3/7 17:53
FLUME-12,Improvement,Fixed,Closed,2010/7/3 8:35,2010/7/7 2:39
FLUME-13,New Feature,Won't Fix,Resolved,2010/7/3 10:30,2014/11/5 14:38
FLUME-14,Bug,Fixed,Closed,2010/7/4 11:49,2010/7/13 15:30
FLUME-15,Improvement,Fixed,Closed,2010/7/6 0:12,2010/10/27 10:24
FLUME-16,Improvement,Won't Fix,Resolved,2010/7/6 0:20,2014/11/5 14:41
FLUME-17,Improvement,Fixed,Resolved,2010/7/6 9:01,2011/1/2 6:45
FLUME-18,New Feature,Invalid,Resolved,2010/7/6 10:39,2011/8/19 10:55
FLUME-19,New Feature,Won't Fix,Closed,2010/7/6 10:41,2014/11/5 14:43
FLUME-20,New Feature,Fixed,Resolved,2010/7/7 0:53,2010/9/24 3:11
FLUME-21,Bug,Won't Fix,Resolved,2010/7/7 3:28,2011/8/6 4:15
FLUME-22,New Feature,Fixed,Closed,2010/7/7 4:31,2010/7/13 10:42
FLUME-23,Improvement,Won't Fix,Resolved,2010/7/7 4:42,2014/11/5 14:47
FLUME-24,Improvement,Fixed,Closed,2010/7/7 7:13,2010/7/16 9:35
FLUME-25,Bug,Fixed,Closed,2010/7/7 10:19,2010/8/5 0:29
FLUME-26,New Feature,Fixed,Closed,2010/7/7 10:36,2010/7/16 9:35
FLUME-27,New Feature,Fixed,Closed,2010/7/7 23:34,2011/4/22 1:55
FLUME-28,Task,Fixed,Closed,2010/7/8 0:20,2010/7/16 9:35
FLUME-29,New Feature,Fixed,Closed,2010/7/9 6:58,2010/8/10 4:56
FLUME-30,Improvement,Fixed,Closed,2010/7/9 7:00,2010/8/7 9:54
FLUME-31,Improvement,Fixed,Closed,2010/7/9 7:07,2011/4/15 8:24
FLUME-32,Improvement,Won't Fix,Resolved,2010/7/9 7:13,2014/11/5 15:03
FLUME-33,New Feature,Won't Fix,Resolved,2010/7/9 7:30,2010/7/27 6:21
FLUME-34,New Feature,Won't Fix,Resolved,2010/7/9 7:37,2014/11/5 15:05
FLUME-35,Improvement,Won't Fix,Resolved,2010/7/9 7:38,2014/11/5 15:06
FLUME-36,Bug,Fixed,Closed,2010/7/9 7:46,2010/7/28 2:14
FLUME-37,Bug,Fixed,Closed,2010/7/9 7:49,2010/8/10 7:16
FLUME-38,Bug,Fixed,Closed,2010/7/9 7:51,2010/7/16 9:36
FLUME-39,New Feature,Won't Fix,Resolved,2010/7/9 8:08,2014/11/5 15:07
FLUME-40,Improvement,Won't Fix,Resolved,2010/7/9 12:51,2014/11/5 15:07
FLUME-41,New Feature,Won't Fix,Resolved,2010/7/9 13:59,2014/11/5 15:08
FLUME-42,Improvement,Fixed,Closed,2010/7/10 8:08,2010/8/8 8:47
FLUME-43,Bug,Fixed,Closed,2010/7/13 5:58,2010/7/16 9:36
FLUME-44,Bug,Fixed,Closed,2010/7/14 2:05,2010/7/23 6:43
FLUME-45,Bug,Fixed,Closed,2010/7/14 2:12,2010/8/22 0:39
FLUME-46,Bug,Cannot Reproduce,Closed,2010/7/14 5:02,2010/7/27 6:30
FLUME-47,Bug,Fixed,Closed,2010/7/14 5:23,2010/7/29 2:08
FLUME-48,Bug,Fixed,Closed,2010/7/14 7:12,2011/5/10 1:58
FLUME-49,Improvement,Won't Fix,Resolved,2010/7/14 7:21,2014/11/5 15:09
FLUME-50,New Feature,Won't Fix,Resolved,2010/7/14 8:47,2011/7/3 7:50
FLUME-51,Improvement,Fixed,Closed,2010/7/14 9:29,2010/8/5 3:02
FLUME-52,Bug,Not A Problem,Resolved,2010/7/15 1:55,2011/8/19 10:57
FLUME-53,Bug,Fixed,Closed,2010/7/15 2:29,2010/8/6 3:35
FLUME-54,Bug,Fixed,Closed,2010/7/15 4:29,2010/8/5 2:57
