fileName,accuracy,precision,recall,F1,AUC,ER,RI,MCC,AP,RR,Popt,ACC
activemq-5.1.0(5.0.0).csv,0.9,0.342391304347826,0.45323741007194196,0.39009287925696606,0.816865022455002,0.7939247441785509,3.8525961839224303,0.340710017120748,0.386590591527939,1.0,0.535776938282432,0.237410071942446
activemq-5.2.0(5.1.0).csv,0.8808823529411759,0.293023255813953,0.409090909090909,0.34146341463414603,0.7604133671206841,0.7423747276688449,2.8816067653277004,0.28262594460618606,0.343637148179129,1.0,0.46546842238249503,0.188311688311688
"activemq-5.2.0(5.1.0,5.0.0).csv",0.8686274509803921,0.25641025641025605,0.38961038961039,0.309278350515464,0.7570116786712758,0.705588235294118,2.3966033966033997,0.24651011393593802,0.324377289613514,1.0,0.453227877970328,0.168831168831169
activemq-5.3.0(5.2.0).csv,0.902830587241234,0.316666666666667,0.535211267605634,0.397905759162304,0.857738566228834,0.810552998465746,4.27852112676056,0.363073641671059,0.38769617311474,1.0,0.596278555209641,0.25352112676056304
"activemq-5.3.0(5.2.0,5.1.0).csv",0.8994507815800591,0.296610169491525,0.49295774647887297,0.37037037037037,0.8576910903623991,0.797742772647716,3.94419909286226,0.331590645392844,0.37944234767657004,1.0,0.585826307697156,0.23943661971831
"activemq-5.3.0(5.2.0,5.1.0,5.0.0).csv",0.8855090832277142,0.261992619926199,0.5,0.3438256658595639,0.8509621775597399,0.7710181664554291,3.3671586715867203,0.305866386992064,0.37392000481866394,1.0,0.57197359975187,0.25352112676056304
activemq-5.8.0(5.3.0).csv,0.833040935672515,0.18275862068965498,0.522167487684729,0.270753512132823,0.811010166127913,0.6752179190113651,2.07898759979616,0.23600935296081302,0.242648107675408,0.1,0.50635187086773,0.21674876847290603
"activemq-5.8.0(5.3.0,5.2.0).csv",0.8327485380116959,0.18244406196213397,0.522167487684729,0.27040816326530603,0.807922352159326,0.6746579499062121,2.07368813749014,0.235652093182775,0.24085209991219397,0.111111111111111,0.503582156464395,0.21182266009852202
"activemq-5.8.0(5.3.0,5.2.0,5.1.0).csv",0.8394736842105259,0.18772563176895302,0.512315270935961,0.27476882430647304,0.810256779332701,0.6838112910481329,2.16266827906315,0.238852168273724,0.24396019662997498,0.111111111111111,0.50365645180681,0.22167487684729104
"activemq-5.8.0(5.3.0,5.2.0,5.1.0,5.0.0).csv",0.8415204678362571,0.187845303867403,0.5024630541871921,0.273458445040214,0.8077363023714841,0.684012727898177,2.16468442968729,0.23623653592247304,0.242178294039442,0.1,0.49958265099276794,0.21182266009852202
camel-2.9.0(1.4.0).csv,0.8511235955056179,0.101113172541744,0.545,0.17057902973395903,0.782929913294798,0.722193588289867,2.5996289424860897,0.186677653828751,0.135342435457922,0.33333333333333304,0.567289216188543,0.28
