"Dataset","F1","AUC","ER","RI","MCC","AP","RR","Popt","ACC"
"ECLIPSE-2007","2.08","0.21","0.2","0.6","0.69","0.61","0","0.04","0.19"
"ECLIPSE-2007","1.78","0.18","0.2","0.57","0.52","0.88","0","0.03","0.27"
"ECLIPSE-2007","[0.03,3.17]","[0.09,0.32]","[0.01,0.33]","[0.02,0.99]","[0.16,1.04]","[0.01,1.15]","[0,0]","[0.02,0.05]","[0,0.35]"
"Metrics-Repo-2010","68.74","7.95","10.55","14.35","12.29","6.84","25.48","19.26","21.88"
"Metrics-Repo-2010","269.25","10.38","20.08","21.18","24.94","8.2","152.56","77.73","87.89"
"Metrics-Repo-2010","[29.32,196.64]","[5.7,11.33]","[6.7,19.21]","[10.18,21.5]","[7.88,22.1]","[5.11,9.23]","[3.73,147.85]","[7.33,67.89]","[8.18,85.79]"
"JIRA-HA-2019","4.2","0.68","1.66","6.06","2.74","4.3","16.72","0.72","0.88"
"JIRA-HA-2019","4.24","0.79","1.69","5.37","2.65","4.91","66.27","1.15","1.3"
"JIRA-HA-2019","[3.13,6]","[0.47,0.98]","[1.24,2.27]","[4.57,7.92]","[2,3.68]","[2.93,6.09]","[4.7,66.19]","[0.47,1.32]","[0.57,1.45]"
"JIRA-RA-2019","2.51","1.18","1.2","3.57","2.13","3.44","11.86","1.92","1.61"
"JIRA-RA-2019","2.64","1.74","2.18","4.21","2.31","5.75","33.65","5.96","3.03"
"JIRA-RA-2019","[1.92,3.58]","[0.82,2.17]","[0.73,2.12]","[2.49,5.1]","[1.53,2.96]","[2.19,6.18]","[5.18,31.07]","[0.81,5.79]","[0.98,2.83]"
"MA-SZZ-2020","4.47","0.61","1.03","3.65","2.96","2.39","3.49","2.27","1.36"
"MA-SZZ-2020","8.58","0.59","1.38","5","3.95","3.93","19.35","4.76","3.21"
"MA-SZZ-2020","[3.59,6.08]","[0.54,0.7]","[0.87,1.28]","[3.05,4.42]","[2.42,3.51]","[1.91,3.11]","[1.48,7.03]","[1.72,3.02]","[1.02,1.98]"
"IND-JLMIV+R-2020","20.79","1.69","2.56","11.15","8.33","5.2","27.17","1.77","1.83"
"IND-JLMIV+R-2020","184.04","2.5","3.95","15.55","15.69","5.72","96.62","1.68","2.36"
"IND-JLMIV+R-2020","[9.63,63.92]","[1.45,2.03]","[2.2,3.15]","[9.68,13.06]","[7.2,11.92]","[4.59,5.9]","[18.58,41.87]","[1.59,1.99]","[1.57,2.15]"
