fileName,Ranked1,Ranked2,Ranked3,Top1_overlap,Top3_overlap
activemq-5.1.0(5.0.0).csv,-1,-6,0,0.0,0.5
activemq-5.2.0(5.1.0).csv,-2,-2,2,0.0,0.5
"activemq-5.2.0(5.1.0,5.0.0).csv",-1,-7,-1,0.0,0.2
activemq-5.3.0(5.2.0).csv,-9,-6,-44,0.0,0.0
"activemq-5.3.0(5.2.0,5.1.0).csv",-35,-6,1,0.0,0.2
"activemq-5.3.0(5.2.0,5.1.0,5.0.0).csv",0,-1,-38,1.0,0.5
activemq-5.8.0(5.3.0).csv,0,-1,1,1.0,1.0
"activemq-5.8.0(5.3.0,5.2.0).csv",0,-4,-17,1.0,0.2
"activemq-5.8.0(5.3.0,5.2.0,5.1.0).csv",0,-9,-1,1.0,0.2
"activemq-5.8.0(5.3.0,5.2.0,5.1.0,5.0.0).csv",0,-1,1,1.0,1.0
camel-2.9.0(1.4.0).csv,-10,-17,0,0.0,0.2
camel-2.10.0(2.9.0).csv,-8,-4,-2,0.0,0.0
"camel-2.10.0(2.9.0,1.4.0).csv",0,-10,-5,1.0,0.2
camel-2.11.0(2.10.0).csv,-43,-44,-7,0.0,0.0
"camel-2.11.0(2.10.0,2.9.0).csv",-8,-1,-3,0.0,0.2
"camel-2.11.0(2.10.0,2.9.0,1.4.0).csv",-6,0,-16,0.0,0.2
derby-10.3.1.4(10.2.1.6).csv,-1,-1,2,0.0,1.0
derby-10.5.1.1(10.3.1.4).csv,-9,0,0,0.0,0.5
"derby-10.5.1.1(10.3.1.4,10.2.1.6).csv",0,0,-1,1.0,0.5
groovy-1.6.BETA1(1.5.7).csv,-22,1,0,0.0,0.5
groovy-1.6.BETA2(1.6.BETA1).csv,-7,-5,-2,0.0,0.0
"groovy-1.6.BETA2(1.6.BETA1,1.5.7).csv",-13,-5,2,0.0,0.2
hbase-0.95.0(0.94.0).csv,0,-1,-34,1.0,0.5
hbase-0.95.2(0.95.0).csv,-1,1,-1,0.0,0.5
"hbase-0.95.2(0.95.0,0.94.0).csv",-15,0,0,0.0,0.5
hive-0.10.0(0.9.0).csv,-33,1,-10,0.0,0.2
hive-0.12.0(0.10.0).csv,0,-2,-10,1.0,0.2
"hive-0.12.0(0.10.0,0.9.0).csv",-30,1,1,0.0,0.5
jruby-1.4.0(1.1.0).csv,-3,-1,2,0.0,0.5
jruby-1.5.0(1.4.0).csv,0,-12,-5,1.0,0.2
"jruby-1.5.0(1.4.0,1.1.0).csv",0,-5,-2,1.0,0.2
jruby-1.7.0.preview1(1.5.0).csv,0,-24,-22,1.0,0.2
"jruby-1.7.0.preview1(1.5.0,1.4.0).csv",-1,1,0,0.0,1.0
"jruby-1.7.0.preview1(1.5.0,1.4.0,1.1.0).csv",0,-13,-2,1.0,0.2
lucene-2.9.0(2.3.0).csv,-1,1,0,0.0,1.0
lucene-3.0.0(2.9.0).csv,0,-17,-23,1.0,0.2
"lucene-3.0.0(2.9.0,2.3.0).csv",0,-6,-10,1.0,0.2
lucene-3.1.0(3.0.0).csv,-24,-15,2,0.0,0.2
"lucene-3.1.0(3.0.0,2.9.0).csv",-6,-9,2,0.0,0.2
"lucene-3.1.0(3.0.0,2.9.0,2.3.0).csv",0,0,-4,1.0,0.5
wicket-1.3.0.beta2(1.3.0.beta1).csv,-12,-19,-13,0.0,0.0
wicket-1.5.3.0(1.3.0.beta2).csv,0,-5,-2,1.0,0.2
"wicket-1.5.3.0(1.3.0.beta2,1.3.0.beta1).csv",-7,-3,0,0.0,0.2
