fileName,Ranked1,Ranked2,Ranked3,Top1_overlap,Top3_overlap
activemq-5.1.0(5.0.0).csv,-62,-16,-40,0.0,0.0
activemq-5.2.0(5.1.0).csv,-42,-40,-37,0.0,0.0
"activemq-5.2.0(5.1.0,5.0.0).csv",0,-11,-41,1.0,0.2
activemq-5.3.0(5.2.0).csv,-63,-53,-41,0.0,0.0
"activemq-5.3.0(5.2.0,5.1.0).csv",-27,-14,-8,0.0,0.0
"activemq-5.3.0(5.2.0,5.1.0,5.0.0).csv",-1,-32,0,0.0,0.5
activemq-5.8.0(5.3.0).csv,-9,-48,-56,0.0,0.0
"activemq-5.8.0(5.3.0,5.2.0).csv",-64,-8,-33,0.0,0.0
"activemq-5.8.0(5.3.0,5.2.0,5.1.0).csv",-49,-11,-32,0.0,0.0
"activemq-5.8.0(5.3.0,5.2.0,5.1.0,5.0.0).csv",-31,-7,1,0.0,0.2
camel-2.9.0(1.4.0).csv,-1,-28,-4,0.0,0.2
camel-2.10.0(2.9.0).csv,-38,-49,-32,0.0,0.0
"camel-2.10.0(2.9.0,1.4.0).csv",0,-10,0,1.0,0.5
camel-2.11.0(2.10.0).csv,-22,-55,-61,0.0,0.0
"camel-2.11.0(2.10.0,2.9.0).csv",-1,-33,-25,0.0,0.2
"camel-2.11.0(2.10.0,2.9.0,1.4.0).csv",-44,-8,-46,0.0,0.0
derby-10.3.1.4(10.2.1.6).csv,-1,-1,2,0.0,1.0
derby-10.5.1.1(10.3.1.4).csv,-10,-13,-4,0.0,0.0
"derby-10.5.1.1(10.3.1.4,10.2.1.6).csv",-1,-30,-3,0.0,0.2
groovy-1.6.BETA1(1.5.7).csv,-20,-40,-43,0.0,0.0
groovy-1.6.BETA2(1.6.BETA1).csv,0,-29,-35,1.0,0.2
"groovy-1.6.BETA2(1.6.BETA1,1.5.7).csv",-6,-39,-3,0.0,0.0
hbase-0.95.0(0.94.0).csv,-17,-44,-6,0.0,0.0
hbase-0.95.2(0.95.0).csv,-43,-32,-1,0.0,0.0
"hbase-0.95.2(0.95.0,0.94.0).csv",-52,-56,-24,0.0,0.0
hive-0.10.0(0.9.0).csv,-1,-7,-2,0.0,0.2
hive-0.12.0(0.10.0).csv,-9,-4,-12,0.0,0.0
"hive-0.12.0(0.10.0,0.9.0).csv",-16,-18,-55,0.0,0.0
jruby-1.4.0(1.1.0).csv,-23,-8,-28,0.0,0.0
jruby-1.5.0(1.4.0).csv,-5,1,-12,0.0,0.2
"jruby-1.5.0(1.4.0,1.1.0).csv",-62,-12,-33,0.0,0.0
jruby-1.7.0.preview1(1.5.0).csv,-34,-12,-33,0.0,0.0
"jruby-1.7.0.preview1(1.5.0,1.4.0).csv",-5,-58,-39,0.0,0.0
"jruby-1.7.0.preview1(1.5.0,1.4.0,1.1.0).csv",-28,-20,2,0.0,0.2
lucene-2.9.0(2.3.0).csv,-4,-46,-13,0.0,0.0
lucene-3.0.0(2.9.0).csv,0,-33,1,1.0,0.5
"lucene-3.0.0(2.9.0,2.3.0).csv",-20,-45,-24,0.0,0.0
lucene-3.1.0(3.0.0).csv,-15,-16,0,0.0,0.2
"lucene-3.1.0(3.0.0,2.9.0).csv",-39,-12,-13,0.0,0.0
"lucene-3.1.0(3.0.0,2.9.0,2.3.0).csv",-27,1,-2,0.0,0.2
wicket-1.3.0.beta2(1.3.0.beta1).csv,0,-1,-11,1.0,0.5
wicket-1.5.3.0(1.3.0.beta2).csv,-10,0,-27,0.0,0.2
"wicket-1.5.3.0(1.3.0.beta2,1.3.0.beta1).csv",-17,-10,-18,0.0,0.0
