Dataset,5,4,3,2,1,0
ECLIPSE-2007,16.0,2.0,0.0,0.0,0.0,0.0
Metrics-Repo-2010,15.0,1.0,2.0,0.0,0.0,0.0
JIRA-HA-2019,16.0,0.0,0.0,1.0,0.0,1.0
JIRA-RA-2019,16.0,0.0,1.0,0.0,1.0,0.0
MA-SZZ-2020,6.0,3.0,1.0,4.0,3.0,1.0
