Dataset,c,20%SLOC,10%,20%,30%
ECLIPSE-2007,1.0,1.0,1.0,1.0,1.0
Metrics-Repo-2010,0.49122807017543857,0.5087719298245614,0.5087719298245614,0.6140350877192983,0.6491228070175439
JIRA-HA-2019,0.6410256410256411,0.6923076923076923,0.7948717948717948,0.717948717948718,0.6666666666666666
JIRA-RA-2019,0.6904761904761905,0.7142857142857143,0.7857142857142857,0.6904761904761905,0.6428571428571429
MA-SZZ-2020,0.15609756097560976,0.5951219512195122,0.4585365853658537,0.22926829268292684,0.06829268292682927
ECLIPSE-2007,1.0,1.0,1.0,1.0,1.0
Metrics-Repo-2010,0.6491228070175439,0.6842105263157895,0.7017543859649122,0.6666666666666666,0.7719298245614035
JIRA-HA-2019,0.717948717948718,0.8717948717948718,0.8461538461538461,0.9743589743589743,0.8717948717948718
JIRA-RA-2019,0.7619047619047619,0.8571428571428571,0.8809523809523809,0.8333333333333334,0.7857142857142857
MA-SZZ-2020,0.45365853658536587,0.6487804878048781,0.5317073170731708,0.3804878048780488,0.23414634146341465
ECLIPSE-2007,1.0,1.0,1.0,1.0,1.0
Metrics-Repo-2010,0.6140350877192983,0.7543859649122807,0.7368421052631579,0.7543859649122807,0.7543859649122807
JIRA-HA-2019,0.6666666666666666,0.7692307692307693,0.8717948717948718,0.8974358974358975,0.8461538461538461
JIRA-RA-2019,0.7142857142857143,0.7619047619047619,0.7857142857142857,0.8809523809523809,0.9047619047619048
MA-SZZ-2020,0.5804878048780487,0.6487804878048781,0.6,0.45365853658536587,0.34146341463414637
ECLIPSE-2007,1.0,1.0,1.0,1.0,1.0
Metrics-Repo-2010,0.7719298245614035,0.7894736842105263,0.8245614035087719,0.8070175438596491,0.8596491228070176
JIRA-HA-2019,1.0,0.9743589743589743,0.9487179487179487,0.9230769230769231,0.8461538461538461
JIRA-RA-2019,0.9285714285714286,0.9523809523809523,0.9285714285714286,0.9761904761904762,0.8809523809523809
MA-SZZ-2020,0.2097560975609756,0.7268292682926829,0.5756097560975609,0.3121951219512195,0.13658536585365855
ECLIPSE-2007,1.0,1.0,1.0,1.0,1.0
Metrics-Repo-2010,0.7543859649122807,0.8421052631578947,0.8421052631578947,0.8771929824561403,0.8421052631578947
JIRA-HA-2019,0.9743589743589743,0.9743589743589743,0.9487179487179487,0.9487179487179487,0.8461538461538461
JIRA-RA-2019,0.9047619047619048,0.9285714285714286,1.0,0.9523809523809523,0.9047619047619048
MA-SZZ-2020,0.2682926829268293,0.7463414634146341,0.6292682926829268,0.375609756097561,0.1902439024390244
ECLIPSE-2007,1.0,1.0,1.0,1.0,1.0
Metrics-Repo-2010,0.8596491228070176,0.8947368421052632,0.9122807017543859,0.8947368421052632,0.8947368421052632
JIRA-HA-2019,1.0,0.9743589743589743,1.0,1.0,0.9743589743589743
JIRA-RA-2019,0.9523809523809523,1.0,1.0,0.9523809523809523,0.9761904761904762
MA-SZZ-2020,0.624390243902439,0.7853658536585366,0.751219512195122,0.6146341463414634,0.4926829268292683
ECLIPSE-2007,1.0,1.0,0.6666666666666666,1.0,1.0
Metrics-Repo-2010,0.5087719298245614,0.2631578947368421,0.3684210526315789,0.5614035087719298,0.5087719298245614
JIRA-HA-2019,0.20512820512820512,0.4358974358974359,0.2564102564102564,0.07692307692307693,0.07692307692307693
JIRA-RA-2019,0.2857142857142857,0.7142857142857143,0.21428571428571427,0.21428571428571427,0.14285714285714285
MA-SZZ-2020,0.3463414634146341,0.11219512195121951,0.12195121951219512,0.22439024390243903,0.14146341463414633
ECLIPSE-2007,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
Metrics-Repo-2010,0.6491228070175439,0.543859649122807,0.5789473684210527,0.5964912280701754,0.631578947368421
JIRA-HA-2019,0.6410256410256411,0.6410256410256411,0.717948717948718,0.6923076923076923,0.6153846153846154
JIRA-RA-2019,0.6666666666666666,0.5714285714285714,0.6904761904761905,0.6666666666666666,0.7380952380952381
MA-SZZ-2020,0.6097560975609756,0.3804878048780488,0.5317073170731708,0.45365853658536587,0.4146341463414634
ECLIPSE-2007,1.0,0.6666666666666666,1.0,1.0,1.0
Metrics-Repo-2010,0.5964912280701754,0.5789473684210527,0.6666666666666666,0.5964912280701754,0.6842105263157895
JIRA-HA-2019,0.7435897435897436,0.6153846153846154,0.6923076923076923,0.6923076923076923,0.6410256410256411
JIRA-RA-2019,0.5476190476190477,0.5714285714285714,0.6190476190476191,0.6190476190476191,0.6190476190476191
MA-SZZ-2020,0.5951219512195122,0.5707317073170731,0.5951219512195122,0.624390243902439,0.5414634146341464
ECLIPSE-2007,1.0,1.0,1.0,1.0,1.0
Metrics-Repo-2010,0.7368421052631579,0.5789473684210527,0.6666666666666666,0.7017543859649122,0.7192982456140351
JIRA-HA-2019,0.5384615384615384,0.9743589743589743,0.48717948717948717,0.41025641025641024,0.3333333333333333
JIRA-RA-2019,0.5714285714285714,0.9047619047619048,0.5476190476190477,0.38095238095238093,0.3333333333333333
MA-SZZ-2020,0.4634146341463415,0.4195121951219512,0.5219512195121951,0.40487804878048783,0.2731707317073171
ECLIPSE-2007,1.0,1.0,1.0,1.0,1.0
Metrics-Repo-2010,0.7719298245614035,0.7719298245614035,0.8245614035087719,0.8421052631578947,0.7894736842105263
JIRA-HA-2019,0.8717948717948718,0.9230769230769231,0.8461538461538461,0.8205128205128205,0.7435897435897436
JIRA-RA-2019,0.9047619047619048,0.7857142857142857,0.8571428571428571,0.7857142857142857,0.7857142857142857
MA-SZZ-2020,0.5756097560975609,0.5804878048780487,0.7024390243902439,0.5853658536585366,0.4195121951219512
ECLIPSE-2007,1.0,1.0,1.0,1.0,1.0
Metrics-Repo-2010,0.7894736842105263,0.7543859649122807,0.8947368421052632,0.8245614035087719,0.7894736842105263
JIRA-HA-2019,0.9487179487179487,0.8717948717948718,0.8974358974358975,0.9487179487179487,0.8974358974358975
JIRA-RA-2019,0.7857142857142857,0.8333333333333334,0.8333333333333334,0.7619047619047619,0.7857142857142857
MA-SZZ-2020,0.7121951219512195,0.7951219512195122,0.7853658536585366,0.7121951219512195,0.6341463414634146
ECLIPSE-2007,1.0,1.0,1.0,1.0,1.0
Metrics-Repo-2010,0.5964912280701754,0.6140350877192983,0.7017543859649122,0.7017543859649122,0.6666666666666666
JIRA-HA-2019,0.6666666666666666,0.7435897435897436,0.8717948717948718,0.7948717948717948,0.7948717948717948
JIRA-RA-2019,0.6666666666666666,0.8095238095238095,0.8095238095238095,0.8571428571428571,0.7142857142857143
MA-SZZ-2020,0.7024390243902439,0.5073170731707317,0.6292682926829268,0.6682926829268293,0.551219512195122
ECLIPSE-2007,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666
Metrics-Repo-2010,0.5789473684210527,0.45614035087719296,0.49122807017543857,0.631578947368421,0.6140350877192983
JIRA-HA-2019,0.5128205128205128,0.5897435897435898,0.717948717948718,0.717948717948718,0.6153846153846154
JIRA-RA-2019,0.6190476190476191,0.6190476190476191,0.6428571428571429,0.5952380952380952,0.6190476190476191
MA-SZZ-2020,0.3951219512195122,0.4097560975609756,0.4634146341463415,0.5560975609756098,0.4146341463414634
ECLIPSE-2007,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Metrics-Repo-2010,0.6666666666666666,0.5614035087719298,0.6842105263157895,0.7192982456140351,0.7017543859649122
JIRA-HA-2019,0.5128205128205128,0.7435897435897436,0.7435897435897436,0.717948717948718,0.6666666666666666
JIRA-RA-2019,0.5952380952380952,0.6666666666666666,0.6190476190476191,0.6666666666666666,0.5714285714285714
MA-SZZ-2020,0.6829268292682927,0.4926829268292683,0.5951219512195122,0.5756097560975609,0.5365853658536586
ECLIPSE-2007,1.0,1.0,1.0,1.0,1.0
Metrics-Repo-2010,0.8245614035087719,0.7894736842105263,0.8771929824561403,0.8947368421052632,0.8245614035087719
JIRA-HA-2019,1.0,1.0,0.9743589743589743,1.0,1.0
JIRA-RA-2019,0.9523809523809523,0.9761904761904762,1.0,0.9761904761904762,1.0
MA-SZZ-2020,0.7170731707317073,0.8292682926829268,0.9024390243902439,0.7853658536585366,0.6731707317073171
ECLIPSE-2007,1.0,1.0,1.0,1.0,1.0
Metrics-Repo-2010,0.8070175438596491,0.7192982456140351,0.8070175438596491,0.8245614035087719,0.8245614035087719
JIRA-HA-2019,0.9487179487179487,0.8974358974358975,0.9743589743589743,0.9487179487179487,0.9230769230769231
JIRA-RA-2019,0.8809523809523809,0.9761904761904762,1.0,0.9523809523809523,0.8571428571428571
MA-SZZ-2020,0.7219512195121951,0.7463414634146341,0.8731707317073171,0.7219512195121951,0.6926829268292682
ECLIPSE-2007,1.0,1.0,1.0,1.0,1.0
Metrics-Repo-2010,0.8596491228070176,0.6491228070175439,0.7719298245614035,0.8245614035087719,0.8245614035087719
JIRA-HA-2019,0.9230769230769231,0.9230769230769231,0.9487179487179487,0.9230769230769231,0.9487179487179487
JIRA-RA-2019,0.8333333333333334,0.7857142857142857,0.9523809523809523,0.7857142857142857,0.8095238095238095
MA-SZZ-2020,0.7121951219512195,0.6634146341463415,0.8,0.7073170731707317,0.6048780487804878
