Dataset,c,20%SLOC,10%,20%,30%
JIRA-HA-2019,0.16806722689075632,0.3663366336633663,0.2537313432835821,0.15384615384615385,0.08181818181818183
JIRA-RA-2019,0.19298245614035087,0.31554977228366954,0.2204861111111111,0.13185643564356436,0.10392307692307692
MA-SZZ-2020,0.01834862385321101,0.24,0.1553398058252427,0.021739130434782608,0.0
ECLIPSE-2007,0.2730627306273063,0.30660377358490565,0.2558139534883721,0.1462140992167102,0.11827956989247312
Metrics-Repo-2010,0.2909090909090909,0.625,0.5925925925925926,0.43333333333333335,0.3409090909090909
JIRA-HA-2019,0.3142857142857143,0.4705882352941176,0.4128440366972477,0.2933333333333333,0.2191780821917808
JIRA-RA-2019,0.2857142857142857,0.4401549225387307,0.3541382667964947,0.22930480729382513,0.17665929882728554
MA-SZZ-2020,0.12345679012345676,0.3829787234042553,0.2830188679245283,0.13114754098360654,0.04918032786885247
ECLIPSE-2007,0.019169329073482427,0.313953488372093,0.011904761904761904,0.01015228426395939,0.00816326530612245
Metrics-Repo-2010,0.09178743961352658,0.13333333333333333,0.13333333333333333,0.11864406779661014,0.08823529411764706
JIRA-HA-2019,0.017857142857142856,0.16129032258064516,0.020833333333333332,0.010309278350515464,0.007692307692307694
JIRA-RA-2019,0.01878969654199012,0.3507317073170732,0.016326802612288416,0.007175925925925926,0.012048192771084338
MA-SZZ-2020,0.07142857142857142,0.06666666666666668,0.054054054054054064,0.03225806451612903,0.020408163265306117
ECLIPSE-2007,0.008583690987124462,0.05442176870748298,0.018828451882845192,0.00535475234270415,0.005235602094240838
Metrics-Repo-2010,0.16666666666666666,0.4,0.2857142857142857,0.1724137931034483,0.2
JIRA-HA-2019,0.13445378151260504,0.18604651162790692,0.109375,0.08791208791208792,0.05
JIRA-RA-2019,0.13269794721407624,0.1727423363711682,0.1233941316415543,0.08391608391608393,0.0619598995359925
MA-SZZ-2020,0.16981132075471694,0.17647058823529413,0.14705882352941174,0.07692307692307693,0.061538461538461535
ECLIPSE-2007,0.22916666666666666,0.3073394495412844,0.2309368191721133,0.1340782122905028,0.10140237324703344
Metrics-Repo-2010,0.12254901960784312,0.3953488372093023,0.2857142857142857,0.18181818181818185,0.16455696202531644
JIRA-HA-2019,0.16666666666666666,0.2,0.12903225806451613,0.07692307692307693,0.06896551724137931
JIRA-RA-2019,0.1170940170940171,0.12549173878835562,0.11106233538191396,0.0711484593837535,0.051082251082251076
MA-SZZ-2020,0.17647058823529413,0.26666666666666666,0.2,0.14285714285714285,0.08196721311475409
ECLIPSE-2007,0.023887079261672096,0.8491620111731844,0.4499121265377856,0.035897435897435895,0.018907563025210083
Metrics-Repo-2010,0.1153846153846154,0.3333333333333333,0.26666666666666666,0.20253164556962025,0.16049382716049382
JIRA-HA-2019,0.03333333333333333,0.5,0.060240963855421686,0.03333333333333333,0.020408163265306117
JIRA-RA-2019,0.03143199912749482,0.5424382716049383,0.07492997198879552,0.02889932185706834,0.02128623188405797
MA-SZZ-2020,0.06976744186046513,0.1728395061728395,0.13043478260869565,0.07142857142857142,0.0410958904109589
ECLIPSE-2007,0.12846715328467154,0.3023255813953488,0.14754098360655735,0.11473272490221642,0.06979166666666667
Metrics-Repo-2010,0.16666666666666666,0.5,0.3928571428571429,0.2857142857142857,0.2272727272727273
JIRA-HA-2019,0.11194029850746268,0.2352941176470588,0.13953488372093026,0.09375,0.0576923076923077
JIRA-RA-2019,0.10249099639855942,0.19649122807017544,0.12039073618838142,0.08562271062271062,0.055608038474750945
MA-SZZ-2020,0.09302325581395347,0.25,0.2083333333333333,0.10344827586206896,0.0625
ECLIPSE-2007,0.14316239316239315,0.3319148936170213,0.3091286307053942,0.15300546448087432,0.046403712296983764
Metrics-Repo-2010,0.2058823529411765,0.5357142857142857,0.4705882352941176,0.3142857142857143,0.2558139534883721
JIRA-HA-2019,0.14400000000000002,0.3492063492063492,0.2891566265060241,0.18333333333333326,0.13714285714285715
JIRA-RA-2019,0.10961585515047713,0.25962962962962965,0.16666666666666666,0.12807377049180327,0.09615384615384617
MA-SZZ-2020,0.18,0.4117647058823529,0.35294117647058826,0.1941747572815534,0.125
ECLIPSE-2007,0.08710801393728224,0.06666666666666668,0.05544933078393882,0.03712871287128714,0.04263565891472868
Metrics-Repo-2010,0.1891891891891892,0.28125,0.21739130434782608,0.14583333333333334,0.18181818181818185
JIRA-HA-2019,0.11363636363636365,0.16666666666666666,0.12,0.08955223880597014,0.06486486486486487
JIRA-RA-2019,0.1506935687263556,0.1619644723092999,0.12275494672754947,0.08144963144963147,0.05882352941176471
MA-SZZ-2020,0.16666666666666666,0.14814814814814814,0.14285714285714285,0.10084033613445376,0.05426356589147287
ECLIPSE-2007,0.031914893617021274,0.02,0.019083969465648856,0.021897810218978103,0.01183431952662722
Metrics-Repo-2010,0.16666666666666666,0.2692307692307692,0.2,0.15625,0.1176470588235294
JIRA-HA-2019,0.15217391304347827,0.16666666666666666,0.1232876712328767,0.10185185185185183,0.0660377358490566
JIRA-RA-2019,0.16580756013745704,0.16202945990180034,0.10401310401310403,0.0845626855446449,0.05643879173290939
MA-SZZ-2020,0.1388888888888889,0.21428571428571427,0.1111111111111111,0.12244897959183673,0.06
ECLIPSE-2007,0.3617021276595745,0.18125,0.09278350515463918,0.06157965194109773,0.052910052910052914
Metrics-Repo-2010,0.24497991967871485,0.35714285714285715,0.3125,0.2380952380952381,0.19444444444444445
JIRA-HA-2019,0.2380952380952381,0.26,0.13636363636363635,0.10989010989010987,0.07407407407407407
JIRA-RA-2019,0.2272727272727273,0.16999999999999998,0.1451990632318501,0.07720953326713009,0.06405185673478356
MA-SZZ-2020,0.3333333333333333,0.3043478260869565,0.21212121212121213,0.12121212121212124,0.09302325581395347
ECLIPSE-2007,0.11704834605597965,0.27350427350427353,0.2352941176470588,0.12020460358056265,0.08888888888888889
Metrics-Repo-2010,0.20512820512820512,0.43478260869565216,0.3684210526315789,0.2954545454545455,0.2660098522167488
JIRA-HA-2019,0.1780821917808219,0.3684210526315789,0.3076923076923077,0.21,0.17073170731707318
JIRA-RA-2019,0.17370304114490165,0.3813320825515948,0.2853566958698373,0.2208049886621315,0.15450928381962864
MA-SZZ-2020,0.1111111111111111,0.375,0.3235294117647059,0.16666666666666666,0.09523809523809523
ECLIPSE-2007,0.14431239388794567,0.19642857142857145,0.14624505928853754,0.13043478260869565,0.12633832976445394
Metrics-Repo-2010,0.21739130434782608,0.42857142857142855,0.39130434782608703,0.25,0.2272727272727273
JIRA-HA-2019,0.125,0.32,0.23157894736842105,0.16129032258064516,0.125
JIRA-RA-2019,0.12293956043956045,0.3001638001638002,0.21489071038251367,0.13255640698169435,0.09584939709621852
MA-SZZ-2020,0.15217391304347827,0.42857142857142855,0.3076923076923077,0.19047619047619047,0.125
ECLIPSE-2007,0.16607773851590105,0.2959183673469388,0.1840354767184036,0.1306179775280899,0.11277330264672035
Metrics-Repo-2010,0.21739130434782608,0.3870967741935484,0.3,0.30303030303030304,0.25
JIRA-HA-2019,0.13157894736842105,0.34210526315789475,0.2692307692307692,0.16666666666666666,0.13013698630136986
JIRA-RA-2019,0.16594953752488,0.2879310344827586,0.2537136066547831,0.15596986458134654,0.1366633797608776
MA-SZZ-2020,0.15789473684210525,0.45,0.3548387096774194,0.21428571428571427,0.13333333333333333
