Dataset,c,20%SLOC,10%,20%,30%
ECLIPSE-2007,0.10344827586206896,0.11822660098522167,0.10307017543859648,0.05542168674698795,0.05797101449275361
Metrics-Repo-2010,0.08849557522123894,0.25,0.2,0.15384615384615385,0.1111111111111111
JIRA-HA-2019,0.07575757575757576,0.13333333333333333,0.08888888888888889,0.05982905982905984,0.04301075268817205
JIRA-RA-2019,0.13666666666666666,0.15374015748031494,0.10232558139534884,0.07298757028706718,0.04155634856682399
MA-SZZ-2020,0.00625,0.0975609756097561,0.05263157894736842,0.0,0.0
ECLIPSE-2007,0.11194029850746268,0.15384615384615385,0.06597938144329897,0.07598039215686274,0.05938697318007662
Metrics-Repo-2010,0.1935483870967742,0.5,0.42857142857142855,0.32142857142857145,0.21649484536082475
JIRA-HA-2019,0.16666666666666666,0.2777777777777778,0.2363636363636364,0.17525773195876287,0.13793103448275862
JIRA-RA-2019,0.20679611650485438,0.28474903474903474,0.19989952502740227,0.18908751655230532,0.12323797678275289
MA-SZZ-2020,0.08333333333333333,0.15625,0.08928571428571429,0.03289473684210526,0.006289308176100629
ECLIPSE-2007,0.3947368421052632,0.11570247933884298,0.21052631578947367,0.2330827067669173,0.2438095238095238
Metrics-Repo-2010,0.17766497461928935,0.4444444444444444,0.3269230769230769,0.2948717948717949,0.1794871794871795
JIRA-HA-2019,0.1875,0.2333333333333333,0.19642857142857145,0.16494845360824742,0.10714285714285714
JIRA-RA-2019,0.2495285983658077,0.22002200220022003,0.15705128205128205,0.14297385620915032,0.13509640437727985
MA-SZZ-2020,0.11224489795918367,0.1743119266055046,0.12037037037037035,0.037037037037037035,0.017699115044247787
ECLIPSE-2007,0.193359375,0.2825112107623318,0.18976545842217485,0.15584415584415584,0.1148148148148148
Metrics-Repo-2010,0.1619047619047619,0.40963855421686746,0.3333333333333333,0.2903225806451613,0.2
JIRA-HA-2019,0.14634146341463414,0.2641509433962264,0.2340425531914893,0.12953367875647667,0.08695652173913042
JIRA-RA-2019,0.16692456479690523,0.32916666666666666,0.21819105691056911,0.12707966333920534,0.07610058848120398
MA-SZZ-2020,0.00625,0.2195121951219512,0.14285714285714285,0.018292682926829267,0.0
ECLIPSE-2007,0.1945080091533181,0.3023255813953488,0.22794117647058826,0.17769607843137256,0.15148609779482264
Metrics-Repo-2010,0.2125,0.5287356321839081,0.4848484848484849,0.375,0.3
