Dataset,c,20%SLOC,10%,20%,30%
MA-SZZ-2020,0.14835164835164835,0.4166666666666667,0.34999999999999987,0.212406015037594,0.09302325581395347
Metrics-Repo-2010,0.111246133451171,0.19375,0.15192307692307694,0.13873626373626374,0.11594473487677373
JIRA-HA-2019,0.04269911504424779,0.06612021857923497,0.05,0.04371249318057829,0.027526395173454003
JIRA-RA-2019,0.05917366946778712,0.06666666666666668,0.036873406966864905,0.034335396404361916,0.025657894736842105
MA-SZZ-2020,0.06666666666666668,0.17424242424242425,0.125,0.0757142857142857,0.02817460317460317
Metrics-Repo-2010,0.09232954545454547,0.07692307692307693,0.027777777777777776,0.09005376344086022,0.08511066398390343
JIRA-HA-2019,0.2761904761904762,0.291005291005291,0.143296853625171,0.08964076858813702,0.08064516129032258
JIRA-RA-2019,0.051484230055658636,0.07619738751814223,0.05246913580246913,0.038132573057733425,0.012960271317829456
MA-SZZ-2020,0.0,0.0,0.0,0.0,0.0
Metrics-Repo-2010,0.49242424242424243,0.6111111111111112,0.5,0.41523297491039424,0.35112823335167853
JIRA-HA-2019,0.2,0.17857142857142855,0.05934343434343435,0.07019704433497537,0.039031339031339034
JIRA-RA-2019,0.007142857142857142,0.03225806451612903,0.02033320215138397,0.017424242424242425,0.009783434650455926
MA-SZZ-2020,1.0,0.12916666666666665,0.16666666666666666,0.14285714285714285,0.10818713450292397
Metrics-Repo-2010,0.1064030131826742,0.25,0.14835164835164835,0.14119601328903655,0.09545454545454546
JIRA-HA-2019,0.05451072583014987,0.15384615384615385,0.08287733698130414,0.06547725245316682,0.0538630835167381
JIRA-RA-2019,0.051368578927634044,0.14174107142857142,0.10039700717666819,0.05133258258258259,0.03705032744236117
MA-SZZ-2020,0.05277777777777778,0.14285714285714285,0.19785575048732945,0.1111111111111111,0.07692307692307693
Metrics-Repo-2010,0.10802012429712932,0.18333333333333335,0.15587044534412955,0.096875,0.11033434650455926
JIRA-HA-2019,0.05350327153762268,0.1164648910411622,0.08558352402745995,0.058422174840085286,0.047432306255835666
JIRA-RA-2019,0.0416988416988417,0.11829836829836832,0.07879310344827586,0.06607961574848992,0.0328164539923545
MA-SZZ-2020,0.11813953488372092,0.20942982456140347,0.17857142857142858,0.1111111111111111,0.1148235294117647
Metrics-Repo-2010,0.08113890717577352,0.16666666666666666,0.15343915343915343,0.08695652173913042,0.07042253521126761
JIRA-HA-2019,0.04057734204793029,0.1960227272727273,0.09023066485753053,0.07191932624113476,0.050423728813559325
JIRA-RA-2019,0.05971479500891266,0.19090909090909092,0.05265567765567766,0.06794258373205742,0.06743421052631579
MA-SZZ-2020,0.2857142857142857,0.5491935483870968,0.38333333333333325,0.28157894736842104,0.17161144578313253
