Dataset,c,20%SLOC,10%,20%,30%
JIRA-RA-2019,0.19452805094136374,0.3201861874069936,0.25348616404588586,0.1500912124235304,0.10965322068101134
MA-SZZ-2020,0.04962860400975459,0.2541663701358158,0.18947548980289522,0.06558393100124534,0.026277535138736752
ECLIPSE-2007,0.255816099429392,0.3050555954729684,0.2602250449033258,0.13411033494778155,0.1305294153088823
Metrics-Repo-2010,0.28854431878907943,0.6214770942336166,0.5913912943875511,0.4582311174624317,0.359795045969844
JIRA-HA-2019,0.3420561700973648,0.4877135233789824,0.41371244855394435,0.30402980049047545,0.24327809137587605
JIRA-RA-2019,0.2937130033827125,0.4382669432338793,0.3661271353070094,0.266304404372623,0.21355082785005286
MA-SZZ-2020,0.15223550094019037,0.33697755897970083,0.2821881714081011,0.15446560287684374,0.1021123975765696
ECLIPSE-2007,0.01719550809379177,0.32580921742368857,0.022021286758128866,0.011519932370654906,0.011220426222568058
Metrics-Repo-2010,0.1113964932736646,0.20532067701524684,0.19739148237677717,0.1802182899702974,0.14142211419851494
JIRA-HA-2019,0.02889231534670861,0.2777553209909823,0.08111286288250168,0.014063052055761189,0.012209385431872605
JIRA-RA-2019,0.025586510860970118,0.35213907739344036,0.03188468321125839,0.017327459326761,0.01509528692312277
MA-SZZ-2020,0.09143171806829974,0.08352446030973304,0.06223598597420594,0.038566822975554985,0.029310759514926916
ECLIPSE-2007,0.06377032123813241,0.09207998350855494,0.05147136373194076,0.04328095806195103,0.02730757288621934
Metrics-Repo-2010,0.19987784913902873,0.3999073857162787,0.3333238010801113,0.24067086463311144,0.2051511145532159
JIRA-HA-2019,0.16431047306606225,0.2696210605111925,0.16808433536837525,0.11406482721150275,0.07903252890168624
JIRA-RA-2019,0.16821418718109088,0.19952272188766687,0.13279882428396445,0.10119627016470617,0.07877079959820014
MA-SZZ-2020,0.2094945999876866,0.20564632050861464,0.15100509836945014,0.10182742710503272,0.07294930243081302
ECLIPSE-2007,0.2129585705249842,0.24070546247986982,0.24406587945460867,0.21038816411569328,0.16556745123477754
Metrics-Repo-2010,0.211315784849781,0.407759963894926,0.30840526558104653,0.23045246217753426,0.22208505287209307
JIRA-HA-2019,0.20109549945686592,0.2861248239446,0.16062266309674525,0.10282950060821126,0.08551529369051161
JIRA-RA-2019,0.17627254033664666,0.2362726899574606,0.1683849001218624,0.11088114180639658,0.08210908606753999
MA-SZZ-2020,0.24647965204961494,0.3006328359139329,0.22553652835264007,0.17207829760183574,0.1091556617381292
ECLIPSE-2007,0.0292725020624518,0.787135692547228,0.42529903617246306,0.04363741000446156,0.023638673228276508
Metrics-Repo-2010,0.14229831859632308,0.35254779831556,0.28891345565945653,0.2256733439841059,0.17979201631700495
JIRA-HA-2019,0.04695654222262455,0.47882138461833607,0.12917418690164956,0.041133862646422666,0.025969097676806826
JIRA-RA-2019,0.04594200853820959,0.5089198179867066,0.13963394777818364,0.038287180432990654,0.02987660685674605
MA-SZZ-2020,0.08479725199895986,0.19757567628641198,0.14560078635565996,0.08087746486220024,0.04626380917413578
ECLIPSE-2007,0.11748456762767585,0.3110555676302253,0.13824879160931045,0.11029677556282798,0.08596080534287509
Metrics-Repo-2010,0.19929139319261827,0.47458972528846993,0.39753945404202473,0.30674661364905087,0.2301039592208961
JIRA-HA-2019,0.1477131020607477,0.3114903611151635,0.14103419831708527,0.10277425405152474,0.06834429653085443
JIRA-RA-2019,0.12541042124790738,0.22909181895843153,0.1292390646282692,0.09273984764095485,0.06736262743945483
MA-SZZ-2020,0.10554312658845134,0.25699986127374935,0.2080823629870107,0.11688077240002691,0.06574566798050346
ECLIPSE-2007,0.17033666224842695,0.35386117654345955,0.24782554323104622,0.1304192308355312,0.06578588701796521
Metrics-Repo-2010,0.23000065678301704,0.53812308619492,0.46354822092864456,0.34473017181148446,0.2751899045775424
JIRA-HA-2019,0.18902221963639151,0.3573916421196894,0.2757262093308048,0.21745311849673227,0.1653542012721925
JIRA-RA-2019,0.1468241920537422,0.2898894918453192,0.18054058567566147,0.13261259333692466,0.11529014045399724
MA-SZZ-2020,0.24788871733883175,0.4112750921257918,0.35329386317605993,0.2203864350032849,0.15129984755406828
ECLIPSE-2007,0.102356476050403,0.08164794007490637,0.07606017119321258,0.044396477216136515,0.04559270499372242
Metrics-Repo-2010,0.22453346293360082,0.3489967885731064,0.30612004286051886,0.2336401841001071,0.20646615271364097
JIRA-HA-2019,0.14819444897077277,0.1486902265478611,0.13032788379225796,0.0962056166180516,0.07664910858549875
JIRA-RA-2019,0.19081639104677844,0.203890535679442,0.15785346283389687,0.1212142370247394,0.0907149296824523
MA-SZZ-2020,0.23414776224229747,0.21016409560398305,0.20591309811036881,0.15122905634080375,0.11007007771885675
ECLIPSE-2007,0.07648643441013213,0.07882512836001208,0.06090343962727327,0.05112600046688728,0.044379494750696045
Metrics-Repo-2010,0.22243772551894492,0.3233018302429534,0.25362655080337343,0.21813881530068038,0.17055585068898269
JIRA-HA-2019,0.1640499231196165,0.1674863039910906,0.1304479940803847,0.10115540580745451,0.07191996193305358
JIRA-RA-2019,0.1960043293518097,0.18271032316386032,0.14335507055193505,0.09634102038962848,0.07065495852289001
MA-SZZ-2020,0.1635719940325432,0.23300739459887485,0.1397927431192295,0.11530814442551,0.06484568660101156
ECLIPSE-2007,0.3557870676279557,0.19532471993236103,0.17140402552773684,0.13497576380869206,0.11838997997190087
Metrics-Repo-2010,0.32496620872083887,0.38164513531679295,0.330324917368836,0.26314108099466,0.2082977496472354
JIRA-HA-2019,0.2380141122812213,0.26347700823199216,0.16789931046298717,0.1271041592901326,0.09264887365687546
JIRA-RA-2019,0.23365850806514946,0.2533355470483271,0.158453632561358,0.1260925149608591,0.10098946448449278
MA-SZZ-2020,0.3803047605395638,0.35088154477124384,0.23167026701007445,0.15363939713043454,0.11772088586500298
ECLIPSE-2007,0.14582858233561707,0.2855181976228868,0.23248480160018645,0.1449480027969516,0.11082564165805009
Metrics-Repo-2010,0.2114408502479005,0.47020759967200215,0.4264447892202281,0.3162348733307662,0.28290975820728
JIRA-HA-2019,0.20391651208009862,0.3798013332295797,0.3114644710455337,0.23315071138775395,0.17857822165159254
JIRA-RA-2019,0.22249211239796332,0.42961103502514514,0.33731335794503775,0.23886945218223918,0.17386613019639466
MA-SZZ-2020,0.15141422582805614,0.4027428631965131,0.3752593730654049,0.20937062816657975,0.13554446605384837
ECLIPSE-2007,0.14076658359130043,0.21600974084696278,0.15703788735833094,0.13572227967417153,0.13418159832317886
Metrics-Repo-2010,0.21609333074222745,0.44911724924026475,0.38443043508055896,0.31021210375181285,0.26360995548055804
JIRA-HA-2019,0.15670157049446384,0.3230075026539021,0.24248299175809235,0.17534807540840908,0.13856937515686857
JIRA-RA-2019,0.14687528212309559,0.34246975198640295,0.23149408179515052,0.15358944942870015,0.11219074508485896
MA-SZZ-2020,0.1591240426757168,0.4335246577584893,0.31532638328376617,0.19494024733550988,0.13853217917820615
ECLIPSE-2007,0.1277750417584943,0.2551477202451229,0.16093414443413004,0.13056510945342906,0.11033077417890565
Metrics-Repo-2010,0.23443462433614307,0.40170746846874156,0.34806630731123567,0.32934831798683,0.2766627725726991
JIRA-HA-2019,0.18771298131377187,0.3628370816824615,0.2800473964099151,0.20246371251896125,0.1651567923394042
JIRA-RA-2019,0.191559362471624,0.324200856533095,0.254842881624746,0.19029386225005732,0.16326437986320788
MA-SZZ-2020,0.1936222076996929,0.43288768350096574,0.34588807085261825,0.23240892101885782,0.16086046040419155
