issueKey,type,createdDateEpoch,resolvedDateEpoch
IGNITE-5028,Bug,2017-04-19 19:18:02,2017-04-19 20:10:29
IGNITE-5029,Task,2017-04-19 20:40:40,2017-05-15 20:22:57
IGNITE-5030,Task,2017-04-19 21:21:44,2017-05-30 19:58:43
IGNITE-5031,Improvement,2017-04-19 21:42:56,2017-04-21 22:09:46
IGNITE-5032,Bug,2017-04-19 22:42:03,
IGNITE-5033,Task,2017-04-19 23:07:35,2017-04-20 02:44:19
IGNITE-5034,Bug,2017-04-20 15:29:30,
IGNITE-5035,Bug,2017-04-20 15:52:35,
IGNITE-5036,Bug,2017-04-20 16:30:41,2017-04-25 22:35:15
IGNITE-5037,Improvement,2017-04-20 16:36:17,
IGNITE-5038,Improvement,2017-04-20 18:33:50,
IGNITE-5039,Task,2017-04-20 20:12:27,2017-04-21 22:47:03
IGNITE-5040,Bug,2017-04-20 20:15:19,2017-04-27 21:54:54
IGNITE-5041,Bug,2017-04-20 20:46:40,2017-04-27 00:15:25
IGNITE-5042,Improvement,2017-04-20 22:02:26,
IGNITE-5043,Improvement,2017-04-20 22:26:38,2017-04-21 00:40:35
IGNITE-5044,Bug,2017-04-20 22:59:50,2017-04-28 22:53:46
IGNITE-5045,Bug,2017-04-21 00:43:10,
IGNITE-5046,Bug,2017-04-21 01:14:24,
IGNITE-5047,Task,2017-04-21 02:45:22,
IGNITE-5048,Bug,2017-04-21 14:54:31,2018-05-29 23:07:18
IGNITE-5049,Bug,2017-04-21 15:23:19,
IGNITE-5050,New Feature,2017-04-21 16:08:20,2017-05-17 00:36:50
IGNITE-5051,Task,2017-04-21 16:18:34,2017-05-22 20:23:16
IGNITE-5052,Task,2017-04-21 20:35:14,2017-05-25 18:49:48
IGNITE-5053,Task,2017-04-21 20:38:35,2017-05-29 17:30:59
IGNITE-5054,Task,2017-04-21 20:42:55,2017-06-08 22:04:11
IGNITE-5055,Task,2017-04-21 21:44:04,2017-05-22 23:38:42
IGNITE-5056,Improvement,2017-04-21 22:35:55,
IGNITE-5057,Bug,2017-04-21 23:45:46,2017-04-24 20:38:26
IGNITE-5058,Task,2017-04-23 01:20:07,2017-04-24 17:32:25
IGNITE-5059,New Feature,2017-04-23 19:35:14,2018-04-27 18:18:11
IGNITE-5060,Bug,2017-04-24 14:35:15,
IGNITE-5061,Improvement,2017-04-24 15:32:15,2017-09-06 22:17:30
IGNITE-5062,Sub-task,2017-04-24 17:02:32,2017-04-25 19:55:18
IGNITE-5063,Bug,2017-04-24 17:13:01,2017-04-24 17:21:22
IGNITE-5064,Task,2017-04-24 17:40:17,2017-04-25 17:23:01
IGNITE-5065,New Feature,2017-04-24 18:37:15,2018-11-21 00:14:26
IGNITE-5066,Bug,2017-04-24 18:50:45,2017-04-24 19:10:41
IGNITE-5067,Bug,2017-04-24 21:56:02,2017-07-21 23:01:14
IGNITE-5068,Improvement,2017-04-24 22:01:22,2017-07-10 16:08:32
IGNITE-5069,Bug,2017-04-24 23:29:11,2017-04-25 16:22:17
IGNITE-5070,Sub-task,2017-04-25 05:48:54,2017-04-29 05:35:55
IGNITE-5071,Test,2017-04-25 07:37:01,2017-05-04 23:50:41
IGNITE-5072,Improvement,2017-04-25 16:07:46,2017-04-28 00:56:00
IGNITE-5073,Bug,2017-04-25 16:10:19,
IGNITE-5074,Task,2017-04-25 16:17:04,
IGNITE-5075,Task,2017-04-25 16:21:07,2017-06-06 18:14:50
IGNITE-5076,Improvement,2017-04-25 17:18:08,2017-06-29 21:57:58
IGNITE-5077,New Feature,2017-04-25 18:28:05,2017-05-02 17:51:13
IGNITE-5078,Bug,2017-04-25 19:24:33,
IGNITE-5079,Improvement,2017-04-25 21:53:19,2017-05-17 22:08:40
IGNITE-5080,Bug,2017-04-25 22:23:40,2017-05-02 19:12:50
IGNITE-5081,Bug,2017-04-25 22:26:02,2017-05-02 19:13:06
IGNITE-5082,Task,2017-04-26 04:40:38,2017-05-12 15:06:48
IGNITE-5083,Task,2017-04-26 11:01:39,2017-04-26 18:23:50
IGNITE-5084,Bug,2017-04-26 16:42:26,2019-04-19 17:49:39
IGNITE-5086,Task,2017-04-26 17:37:37,2017-05-15 16:34:47
IGNITE-5087,Bug,2017-04-26 18:17:07,2017-07-10 20:43:34
IGNITE-5088,Bug,2017-04-26 19:18:29,2017-04-26 22:25:42
IGNITE-5089,Improvement,2017-04-26 19:39:03,
IGNITE-5090,Improvement,2017-04-26 20:45:33,2017-04-27 21:17:57
IGNITE-5091,Sub-task,2017-04-26 21:27:30,2017-04-29 05:16:42
IGNITE-5092,Bug,2017-04-26 21:46:05,2017-04-26 22:18:59
IGNITE-5093,Improvement,2017-04-26 22:23:03,2017-07-24 17:35:47
IGNITE-5094,Bug,2017-04-27 00:56:05,2017-04-27 17:38:50
IGNITE-5095,Task,2017-04-27 12:08:47,2017-04-27 16:40:11
IGNITE-5096,Bug,2017-04-27 14:42:55,2017-04-27 14:57:55
IGNITE-5097,Task,2017-04-27 16:08:53,
IGNITE-5098,Bug,2017-04-27 16:54:55,2017-04-27 17:06:37
IGNITE-5099,Bug,2017-04-27 17:18:16,
IGNITE-5100,Bug,2017-04-27 17:23:10,2017-06-19 19:38:21
IGNITE-5101,Task,2017-04-27 17:36:22,2019-02-14 21:42:30
IGNITE-5102,Bug,2017-04-27 21:41:17,2018-08-22 23:31:57
