fileName,accuracy,precision,recall,F1,AUC,ER,RI,AP,RR,Popt,ACC,IL/Ins
"flume-1.8.0(1.7.0,1.6.0).csv",0.946983546617916,0.3947368421052629,0.7142857142857142,0.508474576271186,0.95966865833786,0.902742230347349,9.28195488721805,0.39729676044677104,0.5,0.798716488552742,0.4761904761904761,0.06311992786293959
"shiro-1.2.5(1.2.4,1.2.3,1.2.2,1.2.1).csv",0.993119266055046,1.0,0.8125,0.8965517241379308,0.999776785714286,0.963302752293578,26.25,0.993055555555556,1.0,0.9690460020731312,1.0,0.06286942504030091
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2).csv",0.9872340425531908,1.0,0.6842105263157889,0.8125,0.970066518847007,0.959574468085106,23.7368421052632,0.954300385109114,1.0,0.935636291803941,0.947368421052632,0.0627214741318214
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3).csv",0.993617021276596,1.0,0.842105263157895,0.914285714285714,0.97065001750496,0.959574468085106,23.7368421052632,0.957931671283472,1.0,0.945665377742559,0.947368421052632,0.06194314806957998
"shiro-1.2.4(1.2.3,1.2.2,1.2.1).csv",0.990804597701149,1.0,0.75,0.857142857142857,0.999776252983294,0.963218390804598,26.1875,0.993055555555556,1.0,0.9693071813480252,1.0,0.06164874551971326
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",0.989339019189765,1.0,0.736842105263158,0.848484848484848,0.9398245614035092,0.959488272921109,23.6842105263158,0.8962145949543001,1.0,0.905133974508486,0.8947368421052628,0.06142506142506143
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1).csv",0.98936170212766,1.0,0.736842105263158,0.848484848484848,0.969424670323258,0.959574468085106,23.7368421052632,0.94623870281765,1.0,0.9333157742967492,0.947368421052632,0.061168594035301276
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0,0.5.6).csv",0.8115577889447241,0.7285714285714291,0.476635514018692,0.576271186440678,0.842695185791823,0.630998127894374,1.71001335113485,0.6882509128570479,1.0,0.6902220720348671,0.214953271028037,0.06109022556390977
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",0.9809663250366032,0.961538461538462,0.819672131147541,0.8849557522123891,0.992449001106953,0.907115666178624,9.76607818411097,0.949385466901366,1.0,0.892241533333744,0.672131147540984,0.061056482963640524
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",0.993119266055046,1.0,0.8125,0.8965517241379308,0.999479166666667,0.963302752293578,26.25,0.986225328947368,1.0,0.9683118306469872,1.0,0.06093189964157706
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1).csv",0.9956140350877192,1.0,0.9508196721311468,0.9747899159663872,0.999750019735284,0.910818713450292,10.2131147540984,0.9977298857378892,1.0,0.8954308238610141,0.672131147540984,0.06090998043052837
"maven-3.0.2(3.0.1,3.0.0).csv",0.985645933014354,0.976744186046512,0.84,0.9032258064516128,0.98,0.918356497303866,11.2483720930233,0.9344646874227572,1.0,0.8628615428262241,0.8,0.0608564988730278
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4).csv",0.993617021276596,1.0,0.842105263157895,0.914285714285714,0.970299918310188,0.959574468085106,23.7368421052632,0.957098337950138,1.0,0.943660468780866,0.947368421052632,0.060814383923849816
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0.9872068230277192,1.0,0.6842105263157889,0.8125,0.961929824561404,0.959488272921109,23.6842105263158,0.9052555227527228,1.0,0.9244355417747108,0.8947368421052628,0.060489414352488315
"maven-3.0.5(3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",0.996860282574568,0.962264150943396,1.0,0.9807692307692312,0.999414441544536,0.91679748822606,11.018867924528301,0.9923281856533208,1.0,0.8993930821081559,0.647058823529412,0.06040086673889491
"shiro-1.2.5(1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",0.993119266055046,1.0,0.8125,0.8965517241379308,0.999627976190476,0.963302752293578,26.25,0.989149305555556,1.0,0.969507690841286,1.0,0.060240963855421686
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0).csv",0.992690058479532,0.9827586206896552,0.934426229508197,0.9579831932773109,0.999447412046417,0.909254129475736,10.0197851893725,0.995177181291517,1.0,0.8916115354081149,0.60655737704918,0.06018518518518518
"mahout-0.10.0(0.9,0.8,0.7).csv",0.900626678603402,0.7050359712230221,0.583333333333333,0.638436482084691,0.9298321541472232,0.786673487658268,3.68764988009592,0.7540161213479829,1.0,0.8012044253823399,0.529761904761905,0.06006174571989896
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2).csv",0.994152046783626,0.983050847457627,0.9508196721311468,0.966666666666667,0.9997763334473592,0.909281105061504,10.023061961656,0.997956027755076,1.0,0.9045944083056908,0.7213114754098359,0.059923998830751245
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0.993119266055046,1.0,0.8125,0.8965517241379308,0.999330357142857,0.963302752293578,26.25,0.98359375,1.0,0.96759110348689,1.0,0.05991800693787449
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",0.98936170212766,1.0,0.736842105263158,0.848484848484848,0.9688995215311,0.959574468085106,23.7368421052632,0.9389016018306642,1.0,0.9319466235562048,0.947368421052632,0.05974926647105895
"maven-3.0.4(3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",0.989010989010989,0.958333333333333,0.901960784313726,0.9292929292929292,0.997724687144482,0.916456214592861,10.969771241830099,0.9597654181827,1.0,0.8932452271225649,0.686274509803922,0.05944868814347393
"shiro-1.2.3(1.2.2,1.2.1).csv",0.997701149425287,1.0,0.9375,0.967741935483871,1.0,0.963218390804598,26.1875,1.0,1.0,0.97637716912053,1.0,0.059203444564047365
