"name_id","AvgWMC","CCMax","CDE","CIE","NTM","SDMC","WMC","AvgSLOC","NA.","NAIMP","NCM","NIM","NLM","NM","NMIMP","NMNpub","Nmpub","NumPara","loc","stms","AID","CLD","DIT","DP","DPA","DPD","NMA","NMI","NMO","NOA","NOC","NOD","NOP","PII","SIX","SP","SPA","SPD","CBO","DAC","DACquote","ICP","IHICP","MPC","MPCNew","NIHICP","RFC","bug"
"java\main\org\apache\jute\XmlOutputArchive.java",1.464285714,5,4.469866887,4.844727999,21,1.051602276,41,6.535714286,3,3,1,27,28,28,28,11,17,40,188,150,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,0,2,41,4,30,0
"java\main\org\apache\jute\compiler\CGenerator.java",3,5,3.732158891,3.87541401,1,2,6,36,4,4,0,2,2,2,2,0,2,4,78,67,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,0,2,115,4,18,0
"java\main\org\apache\jute\compiler\CSharpGenerator.java",1.5,2,3.572469459,3.74095326,1,0.5,3,5.5,2,2,0,2,2,2,2,0,2,4,15,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,1,185,2,28,0
"java\main\org\apache\jute\compiler\CppGenerator.java",3,5,3.732158891,3.931591885,1,2,6,34.5,4,4,0,2,2,2,2,0,2,4,75,64,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,0,2,118,4,15,0
"java\main\org\apache\jute\compiler\JBoolean.java",1,1,2.712116827,2.743572923,6,0,6,3,8,0,0,6,6,36,6,0,6,4,20,13,1,0,1,5,5,0,1,30,5,1,0,0,1,0.397619048,0.138888889,0,0,0,0,0,0,17,17,5,17,0,36,0
"java\main\org\apache\jute\compiler\JBuffer.java",1.083333333,2,3.164304701,3.826073451,11,0.276385399,13,5.75,8,0,0,12,12,41,12,0,12,18,71,57,2,0,2,11,11,0,5,29,7,2,0,0,1,0.535714286,0.341463415,2,2,0,0,0,0,10,10,3,6,0,41,0
"java\main\org\apache\jute\compiler\JByte.java",1,1,1.921928095,1.584962501,2,0,2,3,8,0,0,2,2,36,2,0,2,0,8,5,1,0,1,1,1,0,1,34,1,1,0,0,1,0.092857143,0.027777778,0,0,0,0,0,0,9,9,1,9,0,36,0
"java\main\org\apache\jute\compiler\JCompType.java",1,1,3.21082488,3.855207934,8,0,8,3.875,8,0,0,8,8,36,8,0,8,17,33,24,1,1,1,13,7,6,1,28,7,1,5,5,1,0.483333333,0.194444444,0,0,0,0,0,0,21,21,8,23,0,36,0
"java\main\org\apache\jute\compiler\JDouble.java",1,1,2.419381946,2.355388542,3,0,3,3.333333333,8,0,0,3,3,36,3,0,3,1,12,8,1,0,1,2,2,0,1,33,2,1,0,0,1,0.269047619,0.055555556,0,0,0,0,0,0,9,9,1,9,0,36,0
"java\main\org\apache\jute\compiler\JField.java",1.037037037,2,3.818730578,4.395861644,26,0.188852575,28,3.037037037,2,2,0,27,27,27,27,0,27,9,86,58,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,1,2,2,54,0,22,57,54,51,0
"java\main\org\apache\jute\compiler\JFile.java",2.666666667,5,3.516027641,4.351746126,1,1.699673171,8,11.33333333,3,3,0,3,3,3,3,0,3,5,39,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,2,24,0,8,150,24,76,0
"java\main\org\apache\jute\compiler\JFloat.java",1,1,2.419381946,2.155639062,3,0,3,3,8,0,0,3,3,36,3,0,3,1,11,7,1,0,1,2,2,0,1,33,2,1,0,0,1,0.269047619,0.055555556,0,0,0,0,0,0,9,9,1,9,0,36,0
"java\main\org\apache\jute\compiler\JInt.java",1,1,1.921928095,1.584962501,2,0,2,3,8,0,0,2,2,36,2,0,2,0,8,5,1,0,1,1,1,0,1,34,1,1,0,0,1,0.092857143,0.027777778,0,0,0,0,0,0,9,9,1,9,0,36,0
"java\main\org\apache\jute\compiler\JLong.java",1,1,2.419381946,2.113283334,3,0,3,3,8,0,0,3,3,36,3,0,3,1,11,7,1,0,1,2,2,0,1,33,2,1,0,0,1,0.269047619,0.055555556,0,0,0,0,0,0,9,9,1,9,0,36,0
"java\main\org\apache\jute\compiler\JMap.java",1.133333333,2,3.788074955,4.037130325,13,0.339934634,17,6.733333333,11,3,4,11,15,45,15,4,11,22,106,94,2,0,2,7,7,0,9,30,6,2,0,0,1,0.422222222,0.266666667,4,4,0,0,2,1,50,50,22,64,0,48,0
"java\main\org\apache\jute\compiler\JRecord.java",3.692307692,18,4.475326417,5.293685949,12,4.912849954,96,25.26923077,13,5,3,23,26,54,26,3,23,34,664,633,2,0,2,8,8,0,18,28,8,2,0,0,1,0.576267057,0.296296296,0,0,0,4,5,3,97,18,75,150,79,90,0
"java\main\org\apache\jute\compiler\JString.java",1.25,2,2.744842532,2.763342488,3,0.433012702,5,4,8,0,0,4,4,37,4,0,4,5,18,12,2,0,2,3,3,0,1,33,3,2,0,0,1,0.361111111,0.162162162,0,0,0,0,0,0,8,8,1,2,0,37,0
"java\main\org\apache\jute\compiler\JType.java",1.085714286,2,3.652130569,4.436875049,31,0.368117106,38,3.8,8,8,1,34,35,35,35,0,35,51,143,107,0,2,0,54,0,54,35,0,0,0,7,12,0,0,0,4,0,4,0,8,1,0,0,0,0,0,35,0
"java\main\org\apache\jute\compiler\JVector.java",1.117647059,2,3.702221399,4.164035148,15,0.32218974,19,6.235294118,10,2,5,12,17,43,17,4,13,22,110,96,2,0,2,11,11,0,7,26,10,2,0,0,1,0.453703704,0.465116279,0,0,0,1,1,1,53,51,27,67,2,50,0
"java\main\org\apache\jute\compiler\JavaGenerator.java",1.5,2,3.521640636,4.131300343,1,0.5,3,6,2,2,0,2,2,2,2,0,2,4,16,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,1,183,2,28,0
"java\main\org\apache\zookeeper\ClientCnxn.java",1.791666667,8,7.709615723,6.785828545,16,1.554004683,43,9.625,26,26,1,23,24,24,24,3,21,64,1119,725,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,24,11,11,68,0,41,123,68,68,0
"java\main\org\apache\zookeeper\ClientCnxnSocket.java",0.68,4,5.708196592,6.219267323,22,0.926066952,17,3.68,14,14,0,25,25,25,25,2,23,10,108,79,0,2,0,22,0,22,25,0,0,0,2,3,0,0,0,4,0,4,8,6,5,17,0,7,41,17,42,0
"java\main\org\apache\zookeeper\ClientCnxnSocketNIO.java",2.916666667,16,5.290854661,6.356352885,12,3.684615162,70,11.54166667,19,5,0,24,24,39,24,5,19,19,298,190,1,1,1,12,10,2,14,15,10,1,1,1,1,0.288888889,0.256410256,3,3,0,7,5,4,26,10,20,328,16,117,0
"java\main\org\apache\zookeeper\ClientCnxnSocketNetty.java",2.105263158,8,6.452626945,6.476150229,10,1.832304756,40,9.473684211,23,9,0,19,19,32,19,5,14,11,291,190,1,0,1,12,12,0,7,13,12,1,0,0,1,0.305833333,0.375,1,1,0,10,9,8,16,5,13,55,11,60,0
"java\test\org\apache\zookeeper\ClientCnxnSocketTest.java",3,3,1.584962501,3.792905988,0,0,3,17,0,0,0,1,1,1,1,0,1,2,20,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,4,19,8,11,0
"java\test\org\apache\zookeeper\ClientReconnectTest.java",1,1,4.148394346,4.999801038,1,0,1,18,5,2,0,1,1,2,1,0,1,0,38,26,1,0,1,0,0,0,1,1,0,1,0,0,1,0.083333333,0,0,0,0,7,2,2,14,0,6,22,14,58,0
"java\main\org\apache\zookeeper\CreateMode.java",2.4,8,4.303783771,3.994656777,8,2.8,24,5.9,13,13,2,8,10,10,10,0,10,9,74,45,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,8,2,0,0,0,0,0,10,0
"java\test\org\apache\zookeeper\CustomHostProviderTest.java",1,1,4.328950469,4.368692152,2,0,2,9.5,4,1,0,2,2,3,2,0,2,1,43,25,1,0,1,0,0,0,2,1,0,1,0,0,1,0.111111111,0,0,0,0,6,1,1,21,0,7,97,21,40,0
"java\main\org\apache\zookeeper\Environment.java",1.666666667,2,3.519506239,4.244392818,1,0.471404521,5,18,1,1,3,0,3,3,3,1,2,6,71,46,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,0,3,7,5,10,0
"java\main\org\apache\zookeeper\JLineZNodeCompleter.java",3.75,7,3.569773835,4.635829172,1,2.165063509,15,12.5,1,1,0,4,4,4,4,2,2,12,54,35,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,0,2,6,4,72,0
"java\test\org\apache\zookeeper\JUnit4ZKTestRunner.java",1.5,3,5.234473059,4.646966668,3,0.866025404,6,6,1,1,1,3,4,4,4,2,2,6,64,42,1,0,1,0,0,0,4,0,0,1,0,0,1,0.133333333,0,0,0,0,1,1,1,3,0,1,4,3,5,0
"java\test\org\apache\zookeeper\JaasConfiguration.java",1.25,2,3.75859249,3.92080227,3,0.433012702,5,4.25,1,1,0,4,4,4,4,0,4,7,21,16,1,0,1,0,0,0,4,0,0,1,0,0,1,0.133333333,0,0,0,0,0,1,1,0,0,0,0,0,4,0
"java\main\org\apache\zookeeper\KeeperException.java",5,28,5.76771858,5.517454144,10,9.396047801,70,11.64285714,3,3,5,9,14,14,14,0,14,12,428,230,1,1,1,0,0,0,14,0,0,1,27,27,1,0.155555556,0,0,0,0,28,3,3,32,0,29,58,32,41,0
"java\main\org\apache\zookeeper\Login.java",2.133333333,6,5.269160008,6.353206874,6,1.359738537,32,17.4,16,16,0,15,15,15,15,10,5,8,279,186,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,10,8,5,0,3,7,5,18,0
"java\test\org\apache\zookeeper\MockPacket.java",1,1,3.056564762,3.721611724,3,0,3,4.666666667,13,0,0,3,3,7,3,0,3,11,16,8,1,0,1,0,0,0,3,4,0,1,0,0,1,0.125,0,0,0,0,2,0,0,15,15,3,32,0,11,0
"java\main\org\apache\zookeeper\MultiResponse.java",3.75,9,4.393942708,5.364280836,4,3.34477204,30,13.5,1,1,0,8,8,8,8,0,8,6,116,82,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,1,1,10,0,10,20,10,13,0
"java\test\org\apache\zookeeper\MultiResponseTest.java",1,1,3.022055209,4.967705171,3,0,3,10,3,0,0,3,3,4,3,1,2,1,33,28,1,0,1,0,0,0,3,1,0,1,0,0,1,0.125,0,0,0,0,9,0,0,24,0,13,123,24,18,0
"java\main\org\apache\zookeeper\MultiTransactionRecord.java",3.666666667,9,4.347691161,5.39599469,4,3.366501646,33,11.77777778,1,1,0,9,9,9,9,0,9,7,114,78,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,1,1,13,0,6,11,13,18,0
"java\test\org\apache\zookeeper\MultiTransactionRecordTest.java",1,1,3.026986833,4.72438735,3,0,3,9.333333333,3,0,0,3,3,4,3,1,2,1,32,26,1,0,1,0,0,0,3,1,0,1,0,0,1,0.125,0,0,0,0,8,0,0,37,0,19,120,37,23,0
"java\main\org\apache\zookeeper\Op.java",1,2,5.287402412,4.42757955,11,0.554700196,13,3.307692308,2,2,7,6,13,13,13,1,12,28,224,156,0,2,0,12,0,12,13,0,0,0,4,5,0,0,0,0,0,0,9,1,1,49,0,13,125,49,25,0
"java\main\org\apache\zookeeper\OpResult.java",1,1,4.594502868,1.251629167,2,0,2,3,1,1,0,2,2,2,2,1,1,1,120,87,0,1,0,0,0,0,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"java\test\org\apache\zookeeper\PortAssignment.java",5,8,4.027567157,5.127686027,1,2.943920289,15,23,5,5,2,1,3,3,3,1,2,5,94,61,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,9,0,5,12,9,6,0
"java\test\org\apache\zookeeper\PortAssignmentTest.java",1,1,3.481714573,3.882506922,4,0,4,8.75,4,4,1,3,4,4,4,1,3,5,43,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,1,7,0,3,38,7,8,0
"java\main\org\apache\zookeeper\Quotas.java",1,1,2.558051077,2.521640636,2,0,2,4,4,4,2,0,2,2,2,0,2,2,14,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0
"java\test\org\apache\zookeeper\RemoveWatchesCmdTest.java",1.2,2,5.339512497,5.687308039,8,0.4,12,20.1,16,3,0,10,10,44,10,1,9,1,244,159,2,0,2,2,2,0,8,34,2,2,0,0,1,0.216049383,0.090909091,0,0,0,9,3,3,161,4,69,1304,157,272,0
"java\test\org\apache\zookeeper\RemoveWatchesTest.java",2.3,5,5.996716656,6.209784523,11,1.187434209,69,27.9,17,4,1,29,30,64,30,3,27,23,960,607,2,0,2,2,2,0,28,34,2,2,0,0,1,0.233077905,0.0625,0,0,0,19,3,2,540,8,214,2599,532,294,0
"java\main\org\apache\zookeeper\ServerAdminClient.java",4.125,8,3.586048612,5.309213949,1,1.763341997,33,26.375,1,1,8,0,8,8,8,1,7,26,214,161,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,0
"java\test\org\apache\zookeeper\ServerConfigTest.java",1,1,3.86346519,4.03516122,6,0,6,4.833333333,1,1,0,6,6,6,6,0,6,4,35,25,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,0,7,50,10,11,0
"java\main\org\apache\zookeeper\Shell.java",1.736842105,13,5.610342122,6.004696566,14,2.711420394,33,7.684210526,16,16,7,12,19,19,19,7,12,17,249,169,0,1,0,2,0,2,19,0,0,0,1,1,0,0,0,0,0,0,4,11,6,14,0,7,22,14,25,0
"java\main\org\apache\zookeeper\StatsTrack.java",1.285714286,3,3.48418372,3.748613555,6,0.699854212,9,4.142857143,4,4,0,7,7,7,7,0,7,3,36,25,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,7,0
"java\test\org\apache\zookeeper\TestableZooKeeper.java",1.090909091,2,4.514718017,5.341432382,10,0.287479787,12,5.636363636,8,0,0,11,11,92,11,0,11,10,67,37,2,0,2,6,6,0,5,81,6,2,0,0,1,0.208173691,0.130434783,0,0,0,5,0,0,18,11,10,34,7,243,0
"java\main\org\apache\zookeeper\Transaction.java",1,1,4.358085318,4.549399126,7,0,7,3.714285714,2,2,0,7,7,7,7,1,6,14,30,21,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,2,2,22,0,7,23,22,101,0
"java\test\org\apache\zookeeper\VerGenTest.java",1,1,3.58418372,4.286044925,4,0,4,7,5,2,1,3,4,5,4,0,4,2,35,19,1,0,1,0,0,0,4,1,0,1,0,0,1,0.133333333,0,0,0,0,3,1,1,13,0,5,88,13,11,0
"java\main\org\apache\zookeeper\Version.java",1.625,5,3.754441846,4.275213142,6,1.316956719,13,5.25,0,0,8,0,8,8,8,0,8,1,45,28,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"java\main\org\apache\zookeeper\WatchDeregistration.java",1,1,3.849223912,3.868652272,3,0,3,5.333333333,5,5,0,3,3,3,3,0,3,6,23,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,0,1,37,6,6,0
"java\main\org\apache\zookeeper\WatchedEvent.java",1,1,3.726474118,3.751366452,7,0,7,4,3,3,0,7,7,7,7,0,7,4,34,22,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,3,3,6,0,4,46,6,11,0
"java\test\org\apache\zookeeper\ZKParameterized.java",0,0,4.596726086,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"java\test\org\apache\zookeeper\ZKTestCase.java",1,1,4.301804027,1.584962501,1,0,1,3,3,3,0,1,1,1,1,1,0,0,29,17,0,3,0,0,0,0,1,0,0,0,95,165,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0
"java\main\org\apache\zookeeper\ZKUtil.java",3,6,3.872049488,5.085682936,1,1.788854382,15,14,1,1,5,0,5,5,5,1,4,17,73,55,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,1,1,27,0,10,242,27,81,0
"java\main\org\apache\zookeeper\ZooDefs.java",0,0,5.282172848,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,54,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"java\main\org\apache\zookeeper\ZooKeeper.java",1.913043478,6,6.502034223,6.895972592,44,1.176326022,176,10.7173913,7,7,1,91,92,92,92,25,67,279,1303,846,0,2,0,8,0,8,92,0,0,0,4,5,0,0,0,9,0,9,48,6,5,545,0,184,2034,545,222,0
"java\main\org\apache\zookeeper\ZooKeeperMain.java",4.111111111,18,6.059793746,6.688583466,8,4.712735569,74,17.88888889,10,10,8,10,18,18,18,7,11,34,446,330,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,36,7,6,145,0,63,454,145,131,0
"java\test\org\apache\zookeeper\ZooKeeperTest.java",1.28125,2,4.005585141,5.746334985,23,0.449609205,41,12.59375,13,0,1,31,32,68,32,2,30,9,435,326,2,0,2,0,0,0,32,36,0,2,0,0,1,0.215488215,0,0,0,0,15,0,0,365,25,174,2642,340,299,0
"java\main\org\apache\zookeeper\ZooKeeperTestable.java",1,1,3.46132014,4.269748003,2,0,2,6.5,3,3,0,2,2,2,2,0,2,2,20,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,3,3,9,0,5,11,9,12,0
"java\test\org\apache\zookeeper\ZooKeeperTestableTest.java",2,2,2.584962501,4.829448699,0,0,2,24,13,0,0,1,1,37,1,0,1,1,27,17,2,0,2,0,0,0,1,36,0,2,0,0,1,0.111111111,0,0,0,0,5,0,0,8,1,4,29,7,231,0
"java\main\org\apache\zookeeper\admin\ZooKeeperAdmin.java",1,1,3.692409573,4.405492519,8,0,8,4.125,8,1,0,8,8,87,8,0,8,33,37,18,1,1,1,1,1,0,7,79,1,1,1,1,1,0.15,0.011494253,0,0,0,4,1,1,41,41,8,33,0,230,0
"java\main\org\apache\zookeeper\cli\AclParser.java",5,7,2.947702779,4.834209072,0,2,10,22,0,0,2,0,2,2,2,1,1,2,46,35,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
"java\main\org\apache\zookeeper\cli\AddAuthCommand.java",2,3,3.499227547,4.365548296,1,0.816496581,6,8.333333333,7,2,0,3,3,12,3,0,3,2,31,21,1,0,1,1,1,0,2,9,1,1,0,0,1,0.144444444,0.083333333,1,1,0,3,2,2,11,4,5,13,7,49,0
"java\main\org\apache\zookeeper\cli\CliCommand.java",0.8,1,4.111629289,4.226815061,10,0.4,8,2.9,5,5,0,10,10,10,10,0,10,7,36,27,0,1,0,3,0,3,10,0,0,0,19,19,0,0,0,35,0,35,3,5,3,0,0,0,0,0,10,0
"java\main\org\apache\zookeeper\cli\CliException.java",1,1,2.91850778,2.789341995,7,0,7,3.428571429,2,2,0,7,7,7,7,0,7,11,28,20,1,1,1,0,0,0,7,0,0,1,4,4,1,0.145833333,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"java\main\org\apache\zookeeper\cli\CliParseException.java",1,1,2.405639062,2.25,2,0,2,3,2,0,0,2,2,9,2,0,2,2,8,5,2,0,2,0,0,0,2,7,0,2,0,0,1,0.148148148,0,0,0,0,0,0,0,2,2,1,2,0,9,0
"java\main\org\apache\zookeeper\cli\CliWrapperException.java",7,13,2.503258335,3.203055881,1,6,14,17.5,2,0,1,1,2,9,2,1,1,2,37,29,2,0,2,0,0,0,2,7,0,2,0,0,1,0.148148148,0,0,0,0,12,0,0,12,3,10,20,9,10,0
"java\main\org\apache\zookeeper\cli\CloseCommand.java",1.333333333,2,3.084962501,3.664497779,2,0.471404521,4,4.666666667,5,0,0,3,3,12,3,0,3,2,18,10,1,0,1,1,1,0,2,9,1,1,0,0,1,0.144444444,0.083333333,1,1,0,4,0,0,7,3,3,25,4,59,0
"java\main\org\apache\zookeeper\cli\CommandNotFoundException.java",1,1,1.921928095,1.5,1,0,1,3,2,0,0,1,1,8,1,0,1,1,5,3,2,0,2,0,0,0,1,7,0,2,0,0,1,0.111111111,0,0,0,0,0,0,0,3,3,1,3,0,8,0
"java\main\org\apache\zookeeper\cli\CreateCommand.java",8,20,3.740982102,5.603924025,1,8.524474568,24,26,8,3,0,3,3,13,3,0,3,7,91,64,1,0,1,0,0,0,3,10,0,1,0,0,1,0.125,0,2,2,0,13,3,3,41,4,17,110,37,102,0
"java\main\org\apache\zookeeper\cli\DelQuotaCommand.java",3.8,7,4.099360305,5.619580476,1,2.039607805,19,16.4,8,3,2,3,5,15,5,1,4,10,89,64,1,0,1,0,0,0,5,10,0,1,0,0,1,0.138888889,0,2,2,0,8,3,3,45,4,18,112,41,104,0
"java\main\org\apache\zookeeper\cli\DeleteAllCommand.java",1.8,3,3.653756708,4.804490783,2,0.748331477,9,7.2,7,2,0,5,5,15,5,1,4,4,42,27,1,0,1,0,0,0,5,10,0,1,0,0,1,0.138888889,0,2,2,0,4,2,2,13,4,6,23,9,94,0
"java\main\org\apache\zookeeper\cli\DeleteCommand.java",2.5,3,3.89366069,4.719163649,1,0.866025404,10,11.25,8,3,0,4,4,14,4,1,3,5,55,35,1,0,1,0,0,0,4,10,0,1,0,0,1,0.133333333,0,2,2,0,4,3,3,15,4,7,34,11,87,0
"java\main\org\apache\zookeeper\cli\GetAclCommand.java",3.5,6,3.970175521,5.351112256,1,1.802775638,14,13.25,8,3,1,3,4,14,4,1,3,4,63,42,1,0,1,0,0,0,4,10,0,1,0,0,1,0.133333333,0,2,2,0,7,3,3,17,4,8,45,13,90,0
"java\main\org\apache\zookeeper\cli\GetCommand.java",2.75,4,3.884155095,4.885586875,1,1.089724736,11,12,8,3,0,4,4,14,4,1,3,5,59,40,1,0,1,0,0,0,4,10,0,1,0,0,1,0.133333333,0,2,2,0,4,3,3,18,4,8,29,14,88,0
"java\main\org\apache\zookeeper\cli\GetConfigCommand.java",3,5,3.73366069,4.875186953,1,1.632993162,9,12,8,3,0,3,3,13,3,0,3,3,48,32,1,0,1,0,0,0,3,10,0,1,0,0,1,0.125,0,2,2,0,6,3,3,21,4,9,69,17,91,0
"java\main\org\apache\zookeeper\cli\ListQuotaCommand.java",2.333333333,3,3.499227547,5.15962464,1,0.942809042,7,13,7,2,0,3,3,13,3,0,3,4,45,29,1,0,1,0,0,0,3,10,0,1,0,0,1,0.125,0,2,2,0,7,2,2,24,4,11,43,20,92,0
"java\main\org\apache\zookeeper\cli\Ls2Command.java",2,3,3.499227547,4.977916875,1,0.816496581,6,11,7,2,0,3,3,13,3,0,3,3,39,27,1,0,1,0,0,0,3,10,0,1,0,0,1,0.125,0,2,2,0,5,2,2,18,4,8,29,14,92,0
"java\main\org\apache\zookeeper\cli\LsCommand.java",2.833333333,5,4.205568554,5.502195731,2,1.462494065,17,13.16666667,8,3,0,6,6,16,6,3,3,7,92,63,1,0,1,0,0,0,6,10,0,1,0,0,1,0.142857143,0,2,2,0,7,3,3,25,4,10,36,21,100,0
"java\main\org\apache\zookeeper\cli\MalformedCommandException.java",1,1,1.921928095,1.5,1,0,1,3,2,0,0,1,1,8,1,0,1,1,5,3,2,0,2,0,0,0,1,7,0,2,0,0,1,0.111111111,0,0,0,0,0,0,0,2,2,1,2,0,8,0
"java\main\org\apache\zookeeper\cli\ReconfigCommand.java",5.666666667,12,3.748778905,4.928922267,1,4.642796092,17,26.66666667,11,6,0,3,3,13,3,0,3,5,100,61,1,0,1,0,0,0,3,10,0,1,0,0,1,0.125,0,2,2,0,7,5,3,33,4,13,93,29,100,0
"java\main\org\apache\zookeeper\cli\RemoveWatchesCommand.java",3,5,3.658234151,4.660021618,1,1.632993162,9,11.33333333,8,3,0,3,3,13,3,0,3,3,48,33,1,0,1,0,0,0,3,10,0,1,0,0,1,0.125,0,2,2,0,4,3,3,14,4,6,15,10,89,0
