issueKey,type,resolution,status,createdDateEpoch,resolvedDateEpoch
GEODE-6016,Bug,Fixed,Closed,2018/11/8 9:10,2018/11/10 4:21
GEODE-6017,Task,Unresolved,Open,2018/11/8 13:14,
GEODE-6018,Bug,Fixed,Resolved,2018/11/9 2:06,2018/11/9 2:13
GEODE-6019,Improvement,Fixed,Resolved,2018/11/9 3:46,2018/11/30 6:27
GEODE-6020,Sub-task,Fixed,Closed,2018/11/9 4:27,2018/12/18 8:12
GEODE-6021,Improvement,Unresolved,Open,2018/11/9 5:37,
GEODE-6022,Bug,Unresolved,Open,2018/11/9 16:06,
GEODE-6023,Bug,Fixed,Resolved,2018/11/10 0:49,2018/11/13 3:35
GEODE-6024,Bug,Fixed,Resolved,2018/11/10 2:00,2018/11/10 2:09
GEODE-6025,New Feature,Fixed,Closed,2018/11/10 2:07,2018/11/17 2:54
GEODE-6026,Bug,Fixed,Resolved,2018/11/10 2:16,2019/2/22 8:50
GEODE-6027,Improvement,Won't Fix,Closed,2018/11/10 2:39,2019/3/29 22:59
GEODE-6028,Bug,Unresolved,Open,2018/11/10 3:19,
GEODE-6029,Improvement,Fixed,Closed,2018/11/10 3:22,2018/12/1 8:44
GEODE-6030,Task,Fixed,Closed,2018/11/10 3:23,2018/11/21 1:29
GEODE-6031,Improvement,Fixed,Closed,2018/11/10 3:42,2018/11/13 2:11
GEODE-6032,Bug,Fixed,Resolved,2018/11/10 4:14,2019/4/10 3:10
GEODE-6033,Improvement,Fixed,Closed,2018/11/10 4:48,2019/3/9 5:35
GEODE-6034,Sub-task,Fixed,Closed,2018/11/10 6:56,2018/11/27 0:56
GEODE-6035,Improvement,Fixed,Closed,2018/11/10 7:46,2018/11/29 5:30
GEODE-6036,Bug,Fixed,Closed,2018/11/10 8:23,2018/12/14 6:29
GEODE-6037,Test,Fixed,Closed,2018/11/13 4:47,2018/12/29 3:24
GEODE-6038,Bug,Fixed,Closed,2018/11/13 6:24,2019/5/22 3:39
GEODE-6039,Improvement,Fixed,Closed,2018/11/13 7:42,2018/11/22 4:52
GEODE-6040,Bug,Unresolved,Open,2018/11/13 7:54,
GEODE-6041,Bug,Won't Fix,Resolved,2018/11/13 7:58,2018/11/13 8:34
GEODE-6042,Bug,Fixed,Closed,2018/11/13 22:35,2018/11/14 0:05
GEODE-6043,Bug,Fixed,Resolved,2018/11/14 5:52,2019/3/14 9:03
GEODE-6044,Sub-task,Unresolved,Open,2018/11/14 6:43,
