issueKey,type,createdDateEpoch,resolvedDateEpoch
DRILL-4003,Bug,2015-11-02 11:03:51,
DRILL-4004,Bug,2015-11-02 13:10:39,2019-03-12 17:39:19
DRILL-4005,Bug,2015-11-03 02:42:17,
DRILL-4006,Bug,2015-11-03 02:51:29,2015-11-05 14:01:37
DRILL-4007,Bug,2015-11-03 03:27:43,
DRILL-4008,Bug,2015-11-03 05:56:07,
DRILL-4009,Bug,2015-11-03 06:28:54,
DRILL-4010,Bug,2015-11-03 08:26:00,2015-12-20 03:59:38
DRILL-4011,Task,2015-11-03 16:03:12,
DRILL-4012,Bug,2015-11-03 23:57:25,
DRILL-4013,New Feature,2015-11-04 00:53:58,
DRILL-4014,Sub-task,2015-11-04 00:59:19,
DRILL-4015,Sub-task,2015-11-04 01:00:00,
DRILL-4016,Sub-task,2015-11-04 01:00:29,
DRILL-4017,Sub-task,2015-11-04 01:01:34,
DRILL-4018,Improvement,2015-11-04 01:06:33,
DRILL-4019,Bug,2015-11-04 01:22:30,
DRILL-4020,Bug,2015-11-04 02:11:09,2018-07-02 14:30:44
DRILL-4021,Bug,2015-11-04 06:58:22,
DRILL-4022,Bug,2015-11-04 07:05:02,
DRILL-4023,Bug,2015-11-04 07:10:53,
DRILL-4024,Bug,2015-11-04 07:28:30,2017-03-15 03:56:48
DRILL-4025,Bug,2015-11-04 07:43:42,2015-11-07 14:18:26
DRILL-4026,Bug,2015-11-04 09:06:38,
DRILL-4027,Bug,2015-11-04 09:29:04,
DRILL-4028,Bug,2015-11-04 10:07:54,2015-11-05 14:00:35
DRILL-4029,Bug,2015-11-04 10:16:46,
DRILL-4030,Bug,2015-11-04 23:38:26,
DRILL-4031,Improvement,2015-11-05 02:46:00,2015-11-05 14:00:15
DRILL-4032,Bug,2015-11-05 04:03:53,2016-02-03 09:28:50
DRILL-4033,Bug,2015-11-05 07:34:01,
DRILL-4034,Bug,2015-11-05 10:31:16,
DRILL-4035,Bug,2015-11-05 10:36:50,2016-01-06 04:26:07
DRILL-4036,Bug,2015-11-05 12:09:02,2015-11-05 13:43:33
DRILL-4037,Improvement,2015-11-05 20:29:28,
DRILL-4038,Bug,2015-11-05 21:11:06,2015-11-16 23:54:13
DRILL-4039,Bug,2015-11-05 22:10:18,2017-05-05 21:32:38
DRILL-4040,Bug,2015-11-06 04:48:52,2015-11-06 06:01:32
DRILL-4041,Bug,2015-11-06 07:31:43,
DRILL-4042,Bug,2015-11-06 07:35:03,2015-11-07 07:04:49
DRILL-4043,Bug,2015-11-06 08:05:17,
DRILL-4044,Bug,2015-11-06 09:15:44,2015-12-08 06:00:59
DRILL-4045,Bug,2015-11-06 10:40:42,
DRILL-4046,Bug,2015-11-07 01:37:48,2015-11-07 14:08:59
DRILL-4047,Improvement,2015-11-07 07:39:35,2015-12-03 01:10:49
DRILL-4048,Bug,2015-11-07 09:43:57,2016-02-03 09:28:20
DRILL-4049,Bug,2015-11-07 10:55:37,2015-11-07 14:09:24
DRILL-4050,Task,2015-11-09 06:07:42,2016-03-15 06:38:55
DRILL-4051,Bug,2015-11-09 11:22:56,2015-12-09 16:59:42
DRILL-4052,Improvement,2015-11-09 22:25:23,2016-03-11 02:55:53
DRILL-4053,Improvement,2015-11-10 02:54:34,2015-12-03 01:08:12
DRILL-4054,Bug,2015-11-10 09:37:56,
DRILL-4055,Bug,2015-11-10 16:10:54,2018-12-07 01:15:16
DRILL-4056,Bug,2015-11-10 22:40:06,2015-11-18 14:16:10
DRILL-4057,Bug,2015-11-11 01:54:35,
DRILL-4058,Bug,2015-11-11 02:39:39,
DRILL-4059,Bug,2015-11-11 02:56:26,
DRILL-4060,Bug,2015-11-11 03:40:54,
DRILL-4061,Bug,2015-11-11 03:52:24,2015-11-12 04:00:30
DRILL-4062,Bug,2015-11-11 04:03:02,
DRILL-4063,Bug,2015-11-11 05:54:55,2015-11-18 14:16:46
DRILL-4064,Bug,2015-11-11 06:19:42,
DRILL-4065,Bug,2015-11-11 08:03:30,2015-11-13 10:40:41
DRILL-4066,Sub-task,2015-11-11 09:04:16,
DRILL-4067,Sub-task,2015-11-11 09:04:57,
DRILL-4068,Sub-task,2015-11-11 09:05:16,
DRILL-4069,Bug,2015-11-11 09:05:31,
DRILL-4070,Bug,2015-11-11 09:25:50,2015-11-22 02:36:49
DRILL-4071,Bug,2015-11-11 10:15:03,2015-11-12 15:32:48
