fileName,accuracy,precision,recall,F1,AUC,ER,RI,AP,RR,Popt,ACC
activemq-5.8.0.csv,0.922805987672439,0.347150259067358,0.32843137254902,0.337531486146096,0.825310064706494,0.827519286455892,4.79774966981611,0.31839317306916304,1.0,0.582262961237416,0.24509803921568601
camel-1.4.0.csv,0.840560373582388,0.6394557823129251,0.335714285714286,0.44028103044496497,0.7872114145083791,0.7078903666273969,2.42337220602527,0.535996259610418,1.0,0.528584121300557,0.18214285714285697
camel-2.9.0.csv,0.946655256026244,0.235955056179775,0.45161290322580605,0.30996309963099605,0.832019378470991,0.8875644395541701,7.893983327292499,0.252076455375132,1.0,0.6673146593726329,0.42473118279569894
camel-2.10.0.csv,0.9539295392953929,0.227405247813411,0.458823529411765,0.30409356725146197,0.870352289220214,0.9035276677553101,9.365666266506599,0.24484066416109498,0.25,0.71330990934713,0.44705882352941206
camel-2.11.0.csv,0.964638346727899,0.19285714285714303,0.3970588235294121,0.259615384615385,0.864247588468557,0.919037292171621,11.351365546218501,0.19376857184359397,1.0,0.69639516771812,0.43382352941176505
derby-10.2.1.6.csv,0.7915036333147009,0.6565656565656569,0.615530303030303,0.635386119257087,0.839555096964891,0.550483725330008,1.22461355984083,0.7145367791236609,1.0,0.45696578126303705,0.143939393939394
derby-10.3.1.4.csv,0.8200836820083679,0.6712018140589571,0.597979797979798,0.6324786324786329,0.849358083303037,0.614287077349316,1.59260175450652,0.6808507407927901,1.0,0.47788844677018205,0.14545454545454503
derby-10.5.1.1.csv,0.8629195309340881,0.554054054054054,0.338842975206612,0.42051282051282,0.8132290157063959,0.735070468375529,2.774588638225,0.453021159958519,1.0,0.481015408151463,0.18732782369146
groovy-1.5.7.csv,0.9074829931972791,0.20987654320987698,0.80952380952381,0.33333333333333304,0.910230758970255,0.863865546218487,6.34567901234568,0.52227104271852,1.0,0.6970181908437529,0.42857142857142894
groovy-1.6.BETA1.csv,0.86375,0.293103448275862,0.557377049180328,0.38418079096045205,0.779365114576632,0.7398529411764709,2.8439796495195,0.322273215313875,1.0,0.439927190051971,0.13114754098360698
groovy-1.6.BETA2.csv,0.87369640787949,0.282828282828283,0.424242424242424,0.3393939393939389,0.7552849701532259,0.7295977487171,2.69819406183043,0.296445086909291,1.0,0.407632516696201,0.12121212121212101
hbase-0.94.0.csv,0.746895893027698,0.4382871536523929,0.805555555555556,0.567699836867863,0.8307176761599141,0.5292955241576921,1.1244752308983998,0.587199070446061,1.0,0.559229155781755,0.18055555555555605
hbase-0.95.0.csv,0.727634194831014,0.44618834080717495,0.548209366391185,0.49196538936959205,0.69313674584974,0.46086296292596207,0.8548159952562719,0.483735559971922,0.5,0.3940622438380879,0.236914600550964
hbase-0.95.2.csv,0.7472009428403059,0.46977547495682204,0.6903553299492391,0.559095580678314,0.8030589307766929,0.505775763458005,1.02337304822773,0.5840509873231229,0.5,0.454440218053165,0.215736040609137
hive-0.9.0.csv,0.847244094488189,0.567741935483871,0.409302325581395,0.47567567567567604,0.8242609941584921,0.7018163922691479,2.3536384096023997,0.531856181716725,1.0,0.35165818445630603,0.162790697674419
hive-0.10.0.csv,0.8774474256707759,0.417840375586854,0.6641791044776121,0.512968299711816,0.8925672840616199,0.767442618409367,3.3000140144348697,0.5598773463214929,1.0,0.47805798457787496,0.23134328358209
hive-0.12.0.csv,0.7820773930753558,0.21317157712305,0.602941176470588,0.314980793854033,0.784618600883268,0.610193234315235,1.56537363645632,0.23511408919962698,0.33333333333333304,0.464861138783146,0.200980392156863
jruby-1.1.0.csv,0.8080667593880391,0.366492146596859,0.8045977011494251,0.5035971223021579,0.877609850138222,0.669839062189549,2.02882590118553,0.5489297857114149,1.0,0.529980579257566,0.172413793103448
jruby-1.4.0.csv,0.8384050367261279,0.534031413612565,0.6107784431137719,0.569832402234637,0.8443494690009291,0.671861819229266,2.0474966297771,0.5977030406849929,1.0,0.408781144143848,0.11377245508982001
jruby-1.5.0.csv,0.826126126126126,0.258196721311475,0.84,0.39498432601880895,0.907536231884058,0.7383097383097379,2.8213114754098396,0.4362091381463011,1.0,0.5691285532735911,0.226666666666667
jruby-1.7.0.preview1.csv,0.808290155440414,0.17522658610271902,0.7160493827160491,0.281553398058252,0.858395989974937,0.7006097016258709,2.34012159188393,0.329592763275916,1.0,0.540986586167602,0.19753086419753102
lucene-2.3.0.csv,0.825977301387137,0.6764705882352939,0.494623655913978,0.5714285714285711,0.821712635737188,0.653270464389495,1.88409234661607,0.63871223577796,1.0,0.5664352055145451,0.193548387096774
lucene-2.9.0.csv,0.757530120481928,0.39729729729729707,0.597560975609756,0.477272727272727,0.7831176833025258,0.533747233833292,1.1447593935398799,0.45722913710689395,1.0,0.524178837178139,0.17886178861788601
lucene-3.0.0.csv,0.6381832178598921,0.21654929577464802,0.8310810810810809,0.343575418994413,0.786090825838871,0.473866701715516,0.9006590216977539,0.295654887237465,0.33333333333333304,0.5551076769300259,0.168918918918919
lucene-3.1.0.csv,0.806830907054871,0.17027027027027,0.623762376237624,0.267515923566879,0.7723448012457029,0.667875362164276,2.0109178485416104,0.25313029653443303,1.0,0.581718187134561,0.297029702970297
wicket-1.3.0.beta1.csv,0.762669962917182,0.185589519650655,0.885416666666667,0.30685920577617304,0.8895231055628559,0.680302479459027,2.12795669577875,0.44325640864612603,1.0,0.662090230513386,0.29166666666666696
wicket-1.3.0.beta2.csv,0.774722059684026,0.16923076923076902,0.916666666666667,0.28571428571428603,0.8842673992673991,0.70955901909676,2.44304029304029,0.399546656973655,1.0,0.659741398737619,0.261904761904762
wicket-1.5.3.0.csv,0.890272373540856,0.17279411764705901,0.45192307692307704,0.25,0.808616413999626,0.7658084278499879,3.2700084841629,0.183941844586355,1.0,0.542991659421555,0.23076923076923103
