fileName,accuracy,precision,recall,F1,AUC,ER,RI,MCC,AP,RR,Popt,ACC
nutch-2.2(7).csv,0.8305785123966941,0.28571428571428603,0.7,0.405797101449275,0.841666666666667,0.710743801652893,2.45714285714286,0.37161077925053904,0.45431024591282,1.0,0.7073776661737711,0.4
nutch-2.2(8).csv,0.8264462809917359,0.28,0.7,0.4,0.8495495495495501,0.704840613931523,2.388,0.365769274491669,0.477795323042744,1.0,0.7092639590132959,0.35
systemml-0.11(1).csv,0.828988529718457,0.27835051546391804,0.6923076923076921,0.3970588235294121,0.838186501353357,0.707797474220832,2.42228390166534,0.3629564657836521,0.458493415849868,0.5,0.515731363474901,0.20512820512820495
systemml-0.12(1).csv,0.8479408658922909,0.286549707602339,0.6901408450704231,0.40495867768595,0.856228696379188,0.738357433786609,2.82200807182275,0.377139974596594,0.394121667059552,0.5,0.544554830929318,0.19718309859154895
systemml-0.12(2).csv,0.8268215417106651,0.25654450261780104,0.6901408450704231,0.374045801526718,0.861598816644157,0.707755964054048,2.42179780252194,0.3465538978666081,0.458461151447878,1.0,0.534373138748192,0.211267605633803
systemml-0.13(1).csv,0.8223615464994781,0.23469387755102,0.696969696969697,0.35114503816793896,0.8517668265143008,0.7061469265367321,2.4030612244898,0.331920181130668,0.427142814446932,1.0,0.5641308651545219,0.257575757575758
systemml-0.13(2).csv,0.8411703239289449,0.27127659574468105,0.7727272727272729,0.401574803149606,0.867241437948509,0.7457741717376609,2.93351063829787,0.394763088409796,0.391434354473433,1.0,0.560343555966693,0.196969696969697
systemml-0.13(3).csv,0.836990595611285,0.265625,0.7727272727272729,0.395348837209302,0.863687378838894,0.7403651115618659,2.8515625,0.38880864017957,0.4310406154411871,1.0,0.5608872448696229,0.196969696969697
tika-0.9(1).csv,0.776190476190476,0.365384615384615,0.575757575757576,0.4470588235294121,0.8119328882040749,0.569924812030075,1.32517482517483,0.328258999847295,0.440780042384479,1.0,0.487074911104217,0.121212121212121
tika-0.10(1).csv,0.7215686274509799,0.216216216216216,0.5517241379310339,0.31067961165048497,0.719407995117486,0.474019607843137,0.90121155638397,0.206418255756968,0.21233849064240695,0.5,0.462094837559522,0.137931034482759
tika-0.10(2).csv,0.694117647058824,0.23076923076923106,0.7241379310344829,0.35,0.796765334147086,0.50718954248366,1.02917771883289,0.274621115499702,0.345902740227255,0.5,0.5861428946930811,0.241379310344828
tika-1.0(1).csv,0.7549407114624509,0.22727272727272704,0.576923076923077,0.326086956521739,0.7900711623178579,0.547826086956522,1.21153846153846,0.24359149212929,0.360636602591609,1.0,0.584314448879617,0.192307692307692
tika-1.0(2).csv,0.731225296442688,0.2375,0.7307692307692311,0.358490566037736,0.800237207726195,0.5672976908674849,1.31105769230769,0.30172930353029,0.30257139900368,1.0,0.629909460356339,0.23076923076923106
tika-1.0(3).csv,0.731225296442688,0.191176470588235,0.5,0.276595744680851,0.7792273805489659,0.462450592885375,0.8602941176470591,0.17651811900609304,0.31061672172725896,1.0,0.563241779452959,0.23076923076923106
tika-1.2(1).csv,0.726351351351351,0.178571428571429,0.555555555555556,0.27027027027027,0.7825967231171691,0.489189189189189,0.957671957671958,0.190982786409581,0.353309385657726,1.0,0.600643883942133,0.25925925925925897
tika-1.2(2).csv,0.712837837837838,0.197916666666667,0.703703703703704,0.308943089430894,0.773371884896048,0.539118065433855,1.16975308641975,0.256755975957815,0.33031602337791605,1.0,0.604570080004641,0.222222222222222
tika-1.2(3).csv,0.719594594594595,0.202127659574468,0.703703703703704,0.314049586776859,0.792096929643398,0.548719772403983,1.21591804570528,0.262783618256625,0.344398139785781,1.0,0.631456585155865,0.25925925925925897
tika-1.2(4).csv,0.719594594594595,0.22,0.8148148148148149,0.346456692913386,0.811648079306072,0.585380835380835,1.41185185185185,0.31949703649988104,0.39940742136309104,1.0,0.646179820390269,0.25925925925925897
tika-1.3(1).csv,0.7233333333333329,0.17204301075268802,0.7272727272727271,0.2782608695652169,0.820307390451275,0.57375,1.34604105571847,0.253806973569744,0.24286011404050895,0.33333333333333304,0.6291698934383559,0.272727272727273
tika-1.3(2).csv,0.703333333333333,0.180952380952381,0.8636363636363641,0.299212598425197,0.8487573577501629,0.5947368421052629,1.46753246753247,0.302938174904886,0.32173856582765004,1.0,0.680798853629957,0.363636363636364
tika-1.3(3).csv,0.76,0.21590909090909105,0.8636363636363641,0.34545454545454496,0.887835186396337,0.660350877192982,1.94421487603306,0.352376234073516,0.455114307908206,1.0,0.736355124542657,0.454545454545455
tika-1.3(4).csv,0.766666666666667,0.22093023255814,0.8636363636363641,0.351851851851852,0.88407455853499,0.668070175438596,2.01268498942918,0.358927793422741,0.414067689102831,1.0,0.705979629489965,0.272727272727273
tika-1.3(5).csv,0.746666666666667,0.2,0.818181818181818,0.32142857142857106,0.887671680837148,0.633333333333333,1.72727272727273,0.318098386039558,0.5130808195654639,1.0,0.7175665757345541,0.454545454545455
tika-1.4(1).csv,0.779220779220779,0.23809523809523805,0.833333333333333,0.37037037037037,0.868104460093897,0.672727272727273,2.05555555555556,0.365924344609771,0.28381486116870003,0.14285714285714302,0.6880261827383379,0.33333333333333304
tika-1.4(2).csv,0.779220779220779,0.23170731707317105,0.791666666666667,0.358490566037736,0.8848298122065731,0.663704716336295,1.97357723577236,0.34558372744098204,0.33707857277882003,0.5,0.698074152740288,0.208333333333333
tika-1.4(3).csv,0.8051948051948051,0.25,0.75,0.375,0.8868838028169009,0.688311688311688,2.2083333333333304,0.354585788496488,0.408567682777386,1.0,0.7266217941469059,0.33333333333333304
tika-1.4(4).csv,0.782467532467532,0.22784810126582294,0.75,0.349514563106796,0.88174882629108,0.658008658008658,1.9240506329113896,0.328517683626512,0.3987814225960339,1.0,0.7246223611992009,0.375
tika-1.4(5).csv,0.7597402597402599,0.222222222222222,0.833333333333333,0.350877192982456,0.866930751173709,0.6493506493506489,1.85185185185185,0.345896126746522,0.31058074493729404,0.5,0.7045526432667459,0.33333333333333304
tika-1.4(6).csv,0.7402597402597401,0.208333333333333,0.833333333333333,0.33333333333333304,0.862089201877934,0.6259740259740261,1.67361111111111,0.32739247068904803,0.327016186707954,0.33333333333333304,0.699044369383765,0.33333333333333304
