"name_id","AvgWMC","CCMax","CDE","CIE","NTM","SDMC","WMC","AvgSLOC","NA.","NAIMP","NCM","NIM","NLM","NM","NMIMP","NMNpub","Nmpub","NumPara","loc","stms","AID","CLD","DIT","DP","DPA","DPD","NMA","NMI","NMO","NOA","NOC","NOD","NOP","PII","SIX","SP","SPA","SPD","CBO","DAC","DACquote","ICP","IHICP","NIHICP","bug"
"apache-maven\src\test\java\org\apache\maven\settings\GlobalSettingsTest.java",1,1,1.58496250072116,3.9861879650463,1,0,1,16,0,0,0,1,1,1,1,0,1,0,20,9,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0
"maven-artifact-manager\src\main\java\org\apache\maven\artifact\deployer\DefaultArtifactDeployer.java",5,9,4.16385618977472,4.98673480008461,1,4,10,28,3,3,0,2,2,2,2,0,2,12,64,32,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0,0,0,0,9,0,0,11,0,11,0
"maven-artifact-manager\src\main\java\org\apache\maven\artifact\installer\DefaultArtifactInstaller.java",4.5,8,4.00182282562223,5.08334803818274,1,3.5,9,26,2,2,0,2,2,2,2,0,2,9,58,32,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0,0,0,0,8,0,0,6,0,6,0
"maven-artifact-manager\src\main\java\org\apache\maven\artifact\manager\ChecksumFailedException.java",1,1,2.64643934467102,2.55034070954639,2,0,2,4,0,0,0,2,2,2,2,0,2,3,11,5,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0
"maven-artifact-manager\src\main\java\org\apache\maven\artifact\manager\DefaultWagonManager.java",3.375,26,6.00573917936107,7.25276850740923,16,4.42542370852781,135,21.475,17,17,0,40,40,40,40,11,29,115,881,412,1,0,1,0,0,0,40,0,0,1,0,0,1,0.16260162601626,0,0,0,0,8,13,5,22,0,22,0
"maven-artifact-manager\src\main\java\org\apache\maven\artifact\manager\WagonComponentConfigurator.java",1,1,2.8073549220576,4.00162916738782,1,0,1,9,0,0,0,1,1,1,1,0,1,5,13,4,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0
"maven-artifact-manager\src\main\java\org\apache\maven\artifact\manager\WagonConfigurationException.java",1,1,2.97965869499932,2.75084913219984,4,0,4,5,3,3,0,4,4,4,4,0,4,5,27,16,1,0,1,0,0,0,4,0,0,1,0,0,1,0.133333333333333,0,0,0,0,0,2,1,0,0,0,0
"maven-artifact-manager\src\main\java\org\apache\maven\artifact\repository\DefaultArtifactRepository.java",1.15384615384615,3,4.41927531330019,4.47749762705009,12,0.532938710021193,15,5.23076923076923,5,5,0,13,13,13,13,0,13,17,78,41,1,0,1,0,0,0,13,0,0,1,0,0,1,0.154761904761905,0,0,0,0,4,2,1,8,0,8,0
"maven-artifact-manager\src\main\java\org\apache\maven\artifact\repository\DefaultArtifactRepositoryFactory.java",2.5,7,3.64377639105236,4.63633346576736,3,2.59807621135332,10,13,3,3,0,4,4,4,4,0,4,11,59,30,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,2,23,0,23,0
"maven-artifact-manager\src\main\java\org\apache\maven\artifact\repository\metadata\AbstractRepositoryMetadata.java",1.5,5,4.44253574191026,5.71325025866705,10,1.19023807142381,18,10.4166666666667,1,1,2,10,12,12,12,4,8,13,130,68,0,1,0,0,0,0,12,0,0,0,4,4,0,0,0,0,0,0,3,0,0,6,0,6,0
"maven-artifact-manager\src\main\java\org\apache\maven\artifact\repository\metadata\ArtifactRepositoryMetadata.java",1,1,3.9689185639621,3.6874942621571,10,0,10,4.1,2,1,0,10,10,22,10,0,10,4,46,23,1,0,1,0,0,0,10,12,0,1,0,0,1,0.151515151515152,0,0,0,0,2,0,0,5,5,0,0
"maven-artifact-manager\src\main\java\org\apache\maven\artifact\repository\metadata\DefaultRepositoryMetadataManager.java",5.3,16,4.59730141790751,5.92053691749574,1,3.95094925302768,53,33.4,2,2,1,9,10,10,10,6,4,42,341,140,1,0,1,0,0,0,10,0,0,1,0,0,1,0.151515151515152,0,0,0,0,10,1,1,45,0,45,0
"maven-artifact-manager\src\main\java\org\apache\maven\artifact\repository\metadata\GroupRepositoryMetadata.java",1.27272727272727,4,3.73471893908956,4.74109190956173,10,0.862439361864103,14,5.54545454545455,2,1,0,11,11,23,11,0,11,7,66,36,1,0,1,0,0,0,11,12,0,1,0,0,1,0.152777777777778,0,0,0,0,1,1,1,4,4,0,0
"maven-artifact-manager\src\main\java\org\apache\maven\artifact\repository\metadata\SnapshotArtifactRepositoryMetadata.java",1,1,3.9689185639621,3.63471902761207,10,0,10,4.2,2,1,0,10,10,22,10,0,10,4,47,24,1,0,1,0,0,0,10,12,0,1,0,0,1,0.151515151515152,0,0,0,0,2,0,0,12,12,0,0
"maven-artifact-manager\src\main\java\org\apache\maven\artifact\resolver\DebugResolutionListener.java",1.5,3,4.18992139305918,4.45999595715124,9,0.7319250547114,21,6.35714285714286,3,3,0,14,14,14,14,0,14,22,95,48,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,0,4,0
"maven-artifact-manager\src\main\java\org\apache\maven\artifact\resolver\DefaultArtifactResolver.java",3.53846153846154,26,5.48512654108125,6.40823416308679,9,6.6750440461282,46,21.1538461538462,6,6,0,13,13,13,13,2,11,55,346,168,1,1,1,3,0,3,13,0,0,1,1,1,1,0.154761904761905,0,1,0,1,20,1,1,56,0,56,0
"maven-artifact-manager\src\main\java\org\apache\maven\artifact\resolver\WarningResolutionListener.java",1,1,3.94461339297174,3.84269906155532,12,0,12,3.08333333333333,1,1,0,12,12,12,12,0,12,18,42,15,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
"maven-artifact-manager\src\main\java\org\apache\maven\artifact\transform\AbstractVersionTransformation.java",3.5,7,4.15239127762987,4.68241856836013,1,3.5,7,23.5,2,2,0,2,2,2,2,2,0,5,54,26,1,1,1,3,0,3,2,0,0,1,3,3,1,0.111111111111111,0,0,0,0,8,0,0,4,0,4,0
"maven-artifact-manager\src\main\java\org\apache\maven\artifact\transform\DefaultArtifactTransformationManager.java",2.25,3,3.87314067951313,4.40419327995469,0,0.433012701892219,9,8.75,1,1,0,4,4,4,4,0,4,8,40,22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0
