issueKey,type,createdDateEpoch,resolvedDateEpoch
STORM-1,Improvement,2013/12/7 4:56,2015/10/9 9:24
STORM-2,Improvement,2013/12/11 1:09,2015/10/9 9:23
STORM-3,Improvement,2013/12/11 1:10,2013/12/14 1:23
STORM-4,Improvement,2013/12/11 1:14,2014/2/5 11:01
STORM-5,Improvement,2013/12/11 1:16,2015/10/9 9:23
STORM-6,Dependency upgrade,2013/12/11 6:01,2015/10/9 9:23
STORM-7,Improvement,2013/12/11 12:57,
STORM-8,Bug,2013/12/11 13:00,
STORM-9,Improvement,2013/12/11 13:03,
STORM-10,Bug,2013/12/11 22:23,
STORM-11,Improvement,2013/12/11 22:27,
STORM-12,Improvement,2013/12/12 6:13,2014/4/12 0:15
STORM-13,Documentation,2013/12/12 19:33,2015/10/9 9:22
STORM-14,Improvement,2013/12/12 21:20,2015/1/30 3:03
STORM-15,Improvement,2013/12/12 21:20,
STORM-16,Improvement,2013/12/12 21:22,
STORM-17,Improvement,2013/12/12 21:23,
STORM-18,Improvement,2013/12/12 21:26,
STORM-19,Improvement,2013/12/12 21:28,
STORM-20,Improvement,2013/12/12 21:30,
STORM-21,Improvement,2013/12/12 21:31,
STORM-22,Improvement,2013/12/12 21:32,
STORM-23,Improvement,2013/12/12 21:35,
STORM-24,Improvement,2013/12/12 21:38,
STORM-25,Improvement,2013/12/12 21:39,
STORM-26,Improvement,2013/12/12 21:43,
STORM-27,Improvement,2013/12/12 21:45,
STORM-28,Improvement,2013/12/12 21:46,
STORM-29,Improvement,2013/12/12 21:49,2015/10/9 9:22
STORM-30,Improvement,2013/12/12 21:51,
STORM-31,Improvement,2013/12/12 21:53,
STORM-32,Improvement,2013/12/12 21:55,2015/10/9 9:26
STORM-33,Improvement,2013/12/12 22:00,
STORM-34,Improvement,2013/12/12 22:01,
STORM-35,Improvement,2013/12/12 22:02,2015/2/12 2:35
STORM-36,Improvement,2013/12/12 22:11,
STORM-37,Improvement,2013/12/12 22:13,
STORM-38,Improvement,2013/12/12 22:18,
STORM-39,Improvement,2013/12/12 22:20,
STORM-40,Improvement,2013/12/12 22:50,
STORM-41,Improvement,2013/12/12 22:54,
STORM-42,Improvement,2013/12/12 23:00,
STORM-43,Improvement,2013/12/12 23:02,
STORM-44,Wish,2013/12/12 23:05,
STORM-45,Wish,2013/12/12 23:08,
STORM-46,New Feature,2013/12/12 23:10,
STORM-47,New Feature,2013/12/12 23:13,
STORM-48,Bug,2013/12/12 23:14,
STORM-49,New Feature,2013/12/12 23:22,
STORM-50,Improvement,2013/12/12 23:24,
STORM-51,New Feature,2013/12/14 12:53,
STORM-52,New Feature,2013/12/14 12:54,
STORM-53,New Feature,2013/12/14 12:57,
STORM-54,New Feature,2013/12/14 13:01,2014/6/24 3:44
STORM-55,New Feature,2013/12/14 13:05,
STORM-56,New Feature,2013/12/14 13:08,
STORM-57,New Feature,2013/12/14 13:11,
STORM-58,New Feature,2013/12/14 13:13,
STORM-59,New Feature,2013/12/14 13:17,
STORM-60,Documentation,2013/12/14 13:19,
STORM-61,Documentation,2013/12/14 13:41,
STORM-62,Dependency upgrade,2013/12/14 13:43,
STORM-63,Improvement,2013/12/14 13:44,2014/6/7 0:27
STORM-64,Improvement,2013/12/14 13:46,
STORM-65,Improvement,2013/12/14 13:47,2013/12/14 13:49
STORM-66,Improvement,2013/12/14 13:50,2014/6/13 5:51
STORM-67,New Feature,2013/12/14 14:02,2015/7/18 10:56
STORM-68,New Feature,2013/12/14 14:03,
STORM-69,New Feature,2013/12/14 14:14,2014/6/10 3:50
STORM-70,Dependency upgrade,2013/12/14 14:15,2014/3/13 0:33
STORM-71,Bug,2013/12/14 14:17,2016/2/12 6:58
STORM-72,Improvement,2013/12/14 14:19,2014/1/8 8:55
STORM-73,Bug,2013/12/14 14:21,
STORM-74,Bug,2013/12/14 14:22,
STORM-75,Bug,2013/12/14 14:23,2015/10/9 9:21
STORM-76,Improvement,2013/12/14 14:24,2015/1/30 4:45
STORM-77,Improvement,2013/12/14 14:27,
STORM-78,Improvement,2013/12/14 15:23,
STORM-79,Improvement,2013/12/14 15:24,
STORM-80,Bug,2013/12/14 15:34,
STORM-81,Bug,2013/12/14 15:52,
STORM-82,New Feature,2013/12/14 15:55,
STORM-83,Bug,2013/12/14 15:58,
STORM-84,Improvement,2013/12/14 16:00,
STORM-85,Bug,2013/12/14 16:02,
STORM-86,Bug,2013/12/14 16:04,2014/8/9 2:15
STORM-87,Bug,2013/12/14 16:05,2014/8/8 0:33
STORM-88,Improvement,2013/12/14 16:07,
STORM-89,Improvement,2013/12/14 16:21,
STORM-90,Improvement,2013/12/14 16:22,
STORM-91,Bug,2013/12/14 16:24,
STORM-92,Improvement,2013/12/14 16:30,
STORM-93,Improvement,2013/12/14 17:13,
STORM-94,Improvement,2013/12/14 17:26,
STORM-95,Improvement,2013/12/14 17:28,2015/10/9 9:39
STORM-96,Bug,2013/12/14 17:30,
STORM-97,Improvement,2013/12/14 20:18,
STORM-98,Improvement,2013/12/14 20:42,
STORM-99,Bug,2013/12/14 20:44,2015/1/23 0:12
STORM-100,Improvement,2013/12/14 20:51,
STORM-101,Bug,2013/12/14 20:54,
STORM-102,Improvement,2013/12/14 20:59,
STORM-103,Improvement,2013/12/14 21:08,
STORM-104,Improvement,2013/12/14 21:15,
STORM-105,Improvement,2013/12/14 21:18,
STORM-106,Improvement,2013/12/14 21:20,2015/10/9 9:39
STORM-107,New Feature,2013/12/14 21:27,
STORM-108,Improvement,2013/12/14 21:29,
STORM-109,Bug,2013/12/14 23:44,
STORM-110,New Feature,2013/12/14 23:51,2015/10/9 9:37
STORM-111,Bug,2013/12/15 0:00,
STORM-112,Bug,2013/12/15 0:04,
STORM-113,Bug,2013/12/15 0:07,2014/5/3 3:14
STORM-114,Bug,2013/12/15 0:10,
STORM-115,New Feature,2013/12/15 0:18,
STORM-116,New Feature,2013/12/15 0:28,
STORM-117,Improvement,2013/12/15 3:04,
STORM-118,Documentation,2013/12/15 10:50,2016/7/8 18:45
STORM-119,Bug,2013/12/15 11:08,2015/10/9 9:39
STORM-120,Bug,2013/12/15 11:11,
STORM-121,New Feature,2013/12/15 11:14,
STORM-122,Bug,2013/12/15 11:17,
STORM-123,Wish,2013/12/15 11:19,
STORM-124,Bug,2013/12/15 11:22,
STORM-125,Bug,2013/12/15 11:26,2015/10/9 9:33
STORM-126,New Feature,2013/12/15 12:51,2015/11/25 1:58
STORM-127,Improvement,2013/12/15 12:55,2015/1/30 4:25
STORM-128,Bug,2013/12/15 12:58,
STORM-129,Improvement,2013/12/15 13:00,
STORM-130,Bug,2013/12/15 13:08,2015/2/24 0:50
STORM-131,Bug,2013/12/15 13:12,
STORM-132,Improvement,2013/12/15 13:15,2014/8/26 2:22
STORM-133,Bug,2013/12/15 13:21,
STORM-134,Bug,2013/12/15 13:23,2015/10/9 9:21
STORM-135,New Feature,2013/12/15 13:29,
STORM-136,Bug,2013/12/15 13:56,
STORM-137,New Feature,2013/12/15 14:00,
STORM-138,New Feature,2013/12/15 14:02,2014/5/20 5:53
STORM-139,Bug,2013/12/15 14:04,2015/7/23 7:48
STORM-140,Improvement,2013/12/15 14:05,
STORM-141,New Feature,2013/12/15 14:07,
STORM-142,New Feature,2013/12/15 14:09,
STORM-143,Bug,2013/12/15 14:13,2016/4/28 8:58
STORM-144,Improvement,2013/12/15 14:16,
STORM-145,Improvement,2013/12/15 14:18,
STORM-146,Bug,2013/12/15 14:20,2014/3/13 0:33
STORM-147,Improvement,2013/12/15 14:22,
STORM-148,New Feature,2013/12/15 14:25,
STORM-149,Bug,2013/12/15 14:28,2015/10/9 9:15
STORM-150,Improvement,2013/12/15 14:31,
STORM-151,Improvement,2013/12/15 14:34,
STORM-152,Improvement,2013/12/15 14:41,
STORM-153,Improvement,2013/12/15 14:44,2015/10/9 9:20
STORM-154,New Feature,2013/12/15 14:48,
STORM-155,Bug,2013/12/15 14:52,2014/7/26 5:37
STORM-156,Bug,2013/12/15 14:55,2015/10/9 9:20
STORM-157,Improvement,2013/12/15 14:59,
STORM-158,New Feature,2013/12/15 15:01,
STORM-159,New Feature,2013/12/15 15:03,2014/3/12 22:17
STORM-160,New Feature,2013/12/15 15:04,2015/7/14 5:09
STORM-161,Wish,2013/12/15 15:56,
STORM-162,Wish,2013/12/15 16:03,2015/11/7 1:45
STORM-163,Bug,2013/12/15 16:06,
STORM-164,Improvement,2013/12/15 16:08,
STORM-165,Bug,2013/12/15 16:11,
STORM-166,New Feature,2013/12/15 16:16,2015/8/24 21:52
STORM-167,New Feature,2013/12/15 16:18,
STORM-168,New Feature,2013/12/15 16:20,
STORM-169,Dependency upgrade,2013/12/15 16:22,
STORM-170,Improvement,2013/12/15 16:24,
STORM-171,New Feature,2013/12/15 16:27,2017/3/18 4:02
STORM-172,New Feature,2013/12/15 16:29,
STORM-173,New Feature,2013/12/15 17:05,2014/4/23 0:45
STORM-174,Improvement,2013/12/15 17:18,2018/9/26 23:08
STORM-175,Bug,2013/12/15 17:45,
STORM-176,Bug,2013/12/15 17:52,
STORM-177,Improvement,2013/12/15 18:01,
STORM-178,Improvement,2013/12/17 10:32,
STORM-179,New Feature,2013/12/18 15:08,
STORM-180,Bug,2013/12/20 20:32,2013/12/23 23:59
STORM-181,Bug,2013/12/21 4:50,2014/1/8 8:46
STORM-182,Improvement,2013/12/22 3:01,2015/10/9 9:20
STORM-183,Bug,2013/12/23 9:40,2014/6/25 22:04
STORM-184,Bug,2013/12/23 11:44,2015/10/9 9:25
STORM-185,Question,2013/12/23 22:00,2015/10/9 9:36
STORM-186,Bug,2013/12/24 12:25,2014/3/13 0:37
STORM-187,Bug,2013/12/26 23:08,2014/3/6 3:33
STORM-188,Bug,2014/1/2 13:45,2015/4/4 4:45
STORM-189,Bug,2014/1/2 13:46,2015/10/9 9:30
STORM-190,Bug,2014/1/6 14:17,2015/10/9 9:36
STORM-191,Documentation,2014/1/7 5:13,2014/2/5 11:03
STORM-192,Bug,2014/1/9 23:10,2015/10/9 9:35
STORM-193,Wish,2014/1/10 18:03,
STORM-194,Bug,2014/1/12 9:00,2014/4/23 0:39
STORM-195,Bug,2014/1/15 11:16,2015/10/9 9:19
STORM-196,Bug,2014/1/15 22:49,2014/4/11 22:35
STORM-197,Bug,2014/1/16 23:32,
STORM-198,Bug,2014/1/27 1:18,2014/2/5 11:08
STORM-199,Bug,2014/1/27 10:42,
STORM-200,New Feature,2014/1/28 13:32,2014/7/2 4:43
STORM-201,Bug,2014/1/28 16:09,
STORM-202,Bug,2014/1/28 17:00,
STORM-203,Bug,2014/1/28 18:05,2016/11/4 1:45
STORM-204,Bug,2014/1/29 6:08,
STORM-205,New Feature,2014/1/30 1:19,2014/6/4 8:34
STORM-206,Improvement,2014/1/30 1:32,
STORM-207,Sub-task,2014/1/30 1:46,2014/3/21 5:13
STORM-208,Sub-task,2014/1/30 2:04,2014/4/22 3:45
STORM-209,Sub-task,2014/1/30 2:12,
STORM-210,Sub-task,2014/1/30 4:02,2014/10/2 7:05
STORM-211,Sub-task,2014/1/30 4:08,2014/8/9 3:55
STORM-212,Sub-task,2014/1/30 4:20,
STORM-213,Improvement,2014/2/5 6:57,2014/8/19 22:56
STORM-214,Bug,2014/2/5 23:57,2015/3/23 6:13
STORM-215,Documentation,2014/2/7 0:34,
STORM-216,Umbrella,2014/2/7 23:58,2014/11/14 3:41
STORM-217,Sub-task,2014/2/8 0:05,2014/6/18 4:42
STORM-218,Sub-task,2014/2/8 0:12,2014/6/18 4:43
STORM-219,Sub-task,2014/2/8 0:17,2014/6/18 4:44
STORM-220,Sub-task,2014/2/8 0:19,2014/6/18 4:44
STORM-221,Sub-task,2014/2/8 0:22,2014/6/18 4:45
STORM-222,Sub-task,2014/2/8 0:26,2014/6/18 4:46
STORM-223,Sub-task,2014/2/8 0:30,2014/4/26 5:19
STORM-224,Sub-task,2014/2/8 0:47,2014/6/18 4:46
STORM-225,Sub-task,2014/2/8 0:49,2014/6/18 4:47
STORM-226,Sub-task,2014/2/8 0:53,2014/6/18 4:47
STORM-227,Sub-task,2014/2/8 0:59,2014/6/18 4:50
STORM-228,Sub-task,2014/2/8 1:03,2014/6/18 4:48
STORM-229,Sub-task,2014/2/8 1:05,2014/6/18 4:48
STORM-230,Improvement,2014/2/8 1:08,
STORM-231,Sub-task,2014/2/8 1:11,2014/6/18 4:51
STORM-232,Sub-task,2014/2/8 1:15,2014/5/20 23:25
STORM-233,Sub-task,2014/2/8 2:09,2014/5/21 1:48
STORM-234,Sub-task,2014/2/8 2:11,2014/6/18 4:49
STORM-235,Sub-task,2014/2/8 2:13,2014/5/6 23:13
STORM-236,Documentation,2014/2/10 9:48,2014/2/10 21:59
STORM-237,Bug,2014/2/10 9:54,2014/2/10 22:00
STORM-238,Bug,2014/2/10 22:02,2014/4/26 2:58
STORM-239,Bug,2014/2/11 5:56,2014/7/31 8:37
STORM-240,New Feature,2014/2/13 23:26,2015/11/1 21:25
STORM-241,Improvement,2014/2/15 11:23,2014/3/21 5:08
STORM-242,Bug,2014/2/17 14:21,2015/3/9 8:18
STORM-243,Improvement,2014/2/19 12:11,2015/1/23 5:01
STORM-244,Bug,2014/2/26 2:17,2014/6/7 0:47
STORM-245,New Feature,2014/2/26 3:48,2014/5/20 5:27
STORM-246,Bug,2014/2/26 16:26,2015/10/9 9:32
STORM-247,Task,2014/2/26 22:52,2014/4/7 23:17
STORM-248,Bug,2014/2/27 1:05,2015/1/17 6:34
STORM-249,Bug,2014/2/28 23:35,
STORM-250,Bug,2014/3/5 0:07,
STORM-251,Bug,2014/3/5 0:42,2014/4/23 1:18
STORM-252,Dependency upgrade,2014/3/5 7:10,2014/4/25 23:45
STORM-253,Improvement,2014/3/5 10:34,
STORM-254,Bug,2014/3/6 14:42,2014/7/22 0:24
STORM-255,Bug,2014/3/11 17:28,
STORM-256,Bug,2014/3/11 22:30,
STORM-257,Documentation,2014/3/18 2:10,
STORM-258,Dependency upgrade,2014/3/19 10:19,2015/1/30 3:53
STORM-259,Bug,2014/3/20 21:36,2014/3/21 5:40
STORM-260,Bug,2014/3/22 4:21,2014/6/19 1:43
STORM-261,Bug,2014/3/22 4:23,
STORM-262,Improvement,2014/3/22 7:47,2014/3/25 10:54
STORM-263,Dependency upgrade,2014/3/24 17:32,2014/4/5 2:42
STORM-264,Bug,2014/3/24 22:58,2014/5/20 5:32
STORM-265,Dependency upgrade,2014/3/25 12:14,2014/5/21 0:52
STORM-266,Improvement,2014/3/26 23:48,2014/7/1 4:45
STORM-267,Bug,2014/3/27 2:16,2014/5/21 1:15
STORM-268,Dependency upgrade,2014/3/28 1:10,2014/8/29 23:41
STORM-269,Bug,2014/3/28 7:51,2014/5/22 5:31
STORM-270,Question,2014/3/31 3:05,2014/4/9 22:31
