fileName,(c)TP_difference_percent,(c)mean,(c)sd,(c)LL,(c)UL,(20%SLOC)TP_difference_percent,(20%SLOC)mean,(20%SLOC)sd,(20%SLOC)LL,(20%SLOC)UL,(10%)TP_difference_percent,(10%)mean,(10%)sd,(10%)LL,(10%)UL,(20%)TP_difference_percent,(20%)mean,(20%)sd,(20%)LL,(20%)UL,(30%)TP_difference_percent,(30%)mean,(30%)sd,(30%)LL,(30%)UL,IL/Ins
maven-3.0.2.csv,0.3783783783783784,0.3783783783783784,0.4916723926983715,0.21621621621621626,0.5135135135135135,0.4444444444444444,0.4444444444444444,0.5270462766947299,0.009829176553213873,0.6666666666666666,0.4166666666666667,0.4166666666666667,0.5036101551853348,0.20833333333333331,0.5416666666666666,0.16216216216216214,0.16216216216216214,0.3736838766118223,0.054054054054054064,0.2702702702702703,0.09090909090909093,0.09090909090909093,0.29080336345115265,0.022727272727272728,0.1590909090909091,0.05922464957696679
maven-3.0.1.csv,0.35294117647058826,0.35294117647058826,0.4850712500726659,0.17647058823529413,0.5,0.4444444444444444,0.4444444444444444,0.5270462766947299,0.009829176553213873,0.6666666666666666,0.35,0.35,0.4893604849295928,0.1,0.5,0.2058823529411765,0.2058823529411765,0.4104256301219048,0.08823529411764706,0.3235294117647059,0.0975609756097561,0.0975609756097561,0.3004062290283349,0.024390243902439025,0.17073170731707318,0.05922464957696679
maven-3.0.0.csv,0.35135135135135137,0.35135135135135137,0.483977514182461,0.1891891891891892,0.4864864864864865,0.4444444444444444,0.4444444444444444,0.5270462766947299,0.009829176553213873,0.6666666666666666,0.35,0.35,0.4893604849295928,0.1,0.5,0.2432432432432433,0.2432432432432433,0.43495883620084,0.10810810810810813,0.3783783783783784,0.06818181818181818,0.06818181818181818,0.2549717059293527,0.0,0.13636363636363635,0.05922464957696679
maven-3.0.4.csv,0.2777777777777778,0.2777777777777778,0.4542567625794979,0.1111111111111111,0.4166666666666667,0.4,0.4,0.5163977794943223,0.0,0.6,0.3461538461538461,0.3461538461538461,0.4851645240375839,0.13119298305523988,0.5,0.08333333333333333,0.08333333333333333,0.2803059552906941,0.0,0.16666666666666666,0.11363636363636365,0.11363636363636365,0.3210382206405504,0.022727272727272728,0.20454545454545456,0.05922464957696679
maven-2.2.0.csv,0.18181818181818185,0.18181818181818185,0.4045199174779452,0.0,0.3636363636363637,0.25,0.25,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.31622776601683794,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.05922464957696679
zeppelin-0.7.3.csv,0.3125,0.3125,0.4664368029425214,0.2,0.4,0.9615384615384616,0.9615384615384616,0.196116135138184,0.7692307692307693,1.0,0.53125,0.53125,0.5070073486774164,0.34375,0.6875,0.4909090909090909,0.4909090909090909,0.5045249791095129,0.34545454545454546,0.6,0.3684210526315789,0.3684210526315789,0.4855815829335071,0.25,0.4605263157894737,0.058810383999404074
zeppelin-0.6.1.csv,0.2857142857142857,0.2857142857142857,0.4564354645876385,0.16326530612244894,0.4081632653061225,0.9411764705882352,0.9411764705882352,0.24253562503633302,0.7058823529411765,1.0,0.5263157894736842,0.5263157894736842,0.512989176042577,0.2631578947368421,0.6842105263157895,0.42857142857142855,0.42857142857142855,0.5020964452534339,0.2571428571428571,0.5714285714285714,0.25,0.25,0.4380187953915666,0.11363636363636365,0.3636363636363637,0.058810383999404074
zeppelin-0.6.2.csv,0.2857142857142857,0.2857142857142857,0.4564354645876385,0.16326530612244894,0.4081632653061225,0.9411764705882352,0.9411764705882352,0.24253562503633302,0.7058823529411765,1.0,0.5263157894736842,0.5263157894736842,0.512989176042577,0.2631578947368421,0.6842105263157895,0.42857142857142855,0.42857142857142855,0.5020964452534339,0.2571428571428571,0.5714285714285714,0.25,0.25,0.4380187953915666,0.11363636363636365,0.3636363636363637,0.058810383999404074
zeppelin-0.7.0.csv,0.3333333333333333,0.3333333333333333,0.474341649025257,0.2222222222222222,0.41975308641975306,0.9629629629629628,0.9629629629629628,0.19245008972987526,0.7777777777777778,1.0,0.5151515151515151,0.5151515151515151,0.5075192189225523,0.3123476704910662,0.6666666666666666,0.4736842105263158,0.4736842105263158,0.5037453706946007,0.3333333333333333,0.5964912280701754,0.37662337662337664,0.37662337662337664,0.4877165116767452,0.2727272727272727,0.4805194805194805,0.058810383999404074
zeppelin-0.7.1.csv,0.32098765432098764,0.32098765432098764,0.4697648479246601,0.20987654320987653,0.41975308641975306,0.9629629629629628,0.9629629629629628,0.19245008972987526,0.7777777777777778,1.0,0.5,0.5,0.508000508000762,0.3125,0.65625,0.4912280701754386,0.4912280701754386,0.5043668951391246,0.3333333333333333,0.6140350877192983,0.37662337662337664,0.37662337662337664,0.4877165116767452,0.2727272727272727,0.4805194805194805,0.058810383999404074
zeppelin-0.7.2.csv,0.3125,0.3125,0.4664368029425214,0.2,0.4,0.9615384615384616,0.9615384615384616,0.196116135138184,0.7692307692307693,1.0,0.5161290322580645,0.5161290322580645,0.508000508000762,0.3225806451612903,0.6774193548387096,0.4821428571428572,0.4821428571428572,0.5042031130613726,0.3392857142857143,0.6071428571428571,0.3684210526315789,0.3684210526315789,0.4855815829335071,0.25,0.4605263157894737,0.058810383999404074
zeppelin-0.5.6.csv,0.3947368421052632,0.3947368421052632,0.4953553834402849,0.21052631578947367,0.5263157894736842,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5270462766947299,0.1,0.7,0.6296296296296297,0.6296296296296297,0.4921028776234114,0.3703703703703704,0.7407407407407407,0.3235294117647059,0.3235294117647059,0.474858079933817,0.14705882352941174,0.4705882352941176,0.058810383999404074
zeppelin-0.6.0.csv,0.2708333333333333,0.2708333333333333,0.4490928602896294,0.14583333333333334,0.3958333333333333,1.0,1.0,0.0,1.0,1.0,0.6,0.6,0.5026246899500346,0.3,0.75,0.4117647058823529,0.4117647058823529,0.4995541684356422,0.2058823529411765,0.5588235294117647,0.2272727272727273,0.2272727272727273,0.4239151057857212,0.1044233586429472,0.3409090909090909,0.058810383999404074
