fileName,F1,AUC,ER,RI,MCC,AP,RR,Popt,ACC
poi-2.5(2.0).csv,0.4776119402985074,0.5,0,0,0,0.4748049496451555,0.6600805075927342,0.5,0.2
"poi-3.0(2.5,2.0).csv",0.5493975903614458,0.5,0,0,0,0.6153847968748135,0.7730922510544154,0.5,0.2
poi-3.0(2.5).csv,0.5493975903614458,0.5,0,0,0,0.6153847968748135,0.7730922510544154,0.5,0.2
xalan-2.6(2.5).csv,0.5870020964360587,0.5,0,0,0,0.7147495588946761,0.8390664606544161,0.5,0.2
"xalan-2.7(2.6,2.5).csv",0.6659051970302684,0.5,0,0,0,0.9966160267063182,0.9982896226046909,0.5,0.2
xalan-2.7(2.6).csv,0.6659051970302684,0.5,0,0,0,0.9966160267063182,0.9982896226046909,0.5,0.2
"poi-3.0(2.5,2.0,1.5).csv",0.5493975903614458,0.5,0,0,0,0.6153847968748135,0.7730922510544154,0.5,0.2
"xalan-2.7(2.6,2.5,2.4).csv",0.6659051970302684,0.5,0,0,0,0.9966160267063182,0.9982896226046909,0.5,0.2
"xalan-2.6(2.5,2.4).csv",0.5870020964360587,0.5,0,0,0,0.7147495588946761,0.8390664606544161,0.5,0.2
"poi-2.5(2.0,1.5).csv",0.4776119402985074,0.5,0,0,0,0.4748049496451555,0.6600805075927342,0.5,0.2
xalan-2.5(2.4).csv,0.5154320987654321,0.5,0,0,0,0.5398165017378507,0.7176347526481016,0.5,0.2
xerces-1.4(1.3).csv,0.4497991967871486,0.5,0,0,0,0.4283259008508797,0.6195714163345319,0.5,0.2
log4j-1.2(1.1).csv,0.6540284360189573,0.5,0,0,0,0.9469302760640644,0.9721524830035744,0.5,0.2
"xerces-1.4(1.3,1.2).csv",0.4497991967871486,0.5,0,0,0,0.4283259008508797,0.6195714163345319,0.5,0.2
"log4j-1.2(1.1,1.0).csv",0.6540284360189573,0.5,0,0,0,0.9469302760640644,0.9721524830035744,0.5,0.2
lucene-2.4(2.2).csv,0.5331069609507639,0.5,0,0,0,0.5790458507415798,0.7461200270613875,0.5,0.2
velocity-1.6(1.5).csv,0.4827586206896552,0.5,0,0,0,0.4831004226886618,0.6677045453136605,0.5,0.2
"xerces-1.4(1.3,1.2,0.init).csv",0.4497991967871486,0.5,0,0,0,0.4283259008508797,0.6195714163345319,0.5,0.2
"lucene-2.4(2.2,2.0).csv",0.5331069609507639,0.5,0,0,0,0.5790458507415798,0.7461200270613875,0.5,0.2
lucene-2.2(2.0).csv,0.5671641791044776,0.5,0,0,0,0.6660857129302415,0.8039115232153717,0.5,0.2
xerces-1.3(1.2).csv,0.2691131498470948,0.5,0,0,0,0.2014323531624267,0.3829282257768933,0.5,0.2
log4j-1.1(1.0).csv,0.5217391304347826,0.5,0,0,0,0.5757038064976939,0.7291827857758042,0.5,0.2
"xerces-1.3(1.2,0.init).csv",0.2691131498470948,0.5,0,0,0,0.2014323531624267,0.3829282257768933,0.5,0.2
"velocity-1.6(1.5,1.4).csv",0.4827586206896552,0.5,0,0,0,0.4831004226886618,0.6677045453136605,0.5,0.2
velocity-1.5(1.4).csv,0.6122448979591837,0.5,0,0,0,0.7966049752482571,0.8867537078463527,0.5,0.2
poi-2.0(1.5).csv,0.3472222222222222,0.5,0,0,0,0.2985222593676194,0.4820935669092125,0.5,0.2
xerces-1.2(0.init).csv,0.23243243243243245,0.5,0,0,0,0.16708475356351038,0.33781770637960384,0.5,0.2
camel-1.6(1.4).csv,0.22830188679245286,0.5,0,0,0,0.15447628529352794,0.33211220805587555,0.5,0.2
"camel-1.6(1.4,1.2).csv",0.22830188679245286,0.5,0,0,0,0.15447628529352794,0.33211220805587555,0.5,0.2
camel-1.4(1.2).csv,0.25363825363825365,0.5,0,0,0,0.17704147066051631,0.3631898517892557,0.5,0.2
"camel-1.6(1.4,1.2,1.0).csv",0.22830188679245286,0.5,0,0,0,0.15447628529352794,0.33211220805587555,0.5,0.2
"camel-1.4(1.2,1.0).csv",0.25363825363825365,0.5,0,0,0,0.17704147066051631,0.3631898517892557,0.5,0.2
synapse-1.2(1.1).csv,0.3807106598984771,0.5,0,0,0,0.3218464034332157,0.524298253055251,0.5,0.2
camel-1.2(1.0).csv,0.3819951338199513,0.5,0,0,0,0.31697124914784275,0.5255966007801229,0.5,0.2
"synapse-1.2(1.1,1.0).csv",0.3807106598984771,0.5,0,0,0,0.3218464034332157,0.524298253055251,0.5,0.2
synapse-1.1(1.0).csv,0.3355263157894737,0.5,0,0,0,0.2706536978893128,0.4659625834881667,0.5,0.2
jedit-4.1(4.0).csv,0.3348837209302325,0.5,0,0,0,0.2654923360033998,0.46482980450093,0.5,0.2
"jedit-4.2(4.1,4.0).csv",0.2062780269058296,0.5,0,0,0,0.14337127044598813,0.30562105642836035,0.5,0.2
ant-1.5(1.4).csv,0.17857142857142858,0.5,0,0,0,0.12554755006043586,0.2717943198313489,0.5,0.2
