fileName,Ranked1,Ranked2,Ranked3,Top1_overlap,Top3_overlap
ant-1.4(1.3).csv,-1,-1,-1,0.0,0.5
ant-1.5(1.4).csv,0,-15,-3,1.0,0.2
"ant-1.5(1.4,1.3).csv",0,-10,-6,1.0,0.2
ant-1.6(1.5).csv,-2,1,-1,0.0,0.5
"ant-1.6(1.5,1.4).csv",0,0,0,1.0,1.0
"ant-1.6(1.5,1.4,1.3).csv",0,0,-1,1.0,0.5
ant-1.7(1.6).csv,-2,0,2,0.0,1.0
"ant-1.7(1.6,1.5).csv",-2,0,2,0.0,1.0
"ant-1.7(1.6,1.5,1.4).csv",-1,-1,2,0.0,1.0
"ant-1.7(1.6,1.5,1.4,1.3).csv",-1,1,0,0.0,1.0
camel-1.2(1.0).csv,-1,1,-1,0.0,0.5
camel-1.4(1.2).csv,0,-1,1,1.0,1.0
"camel-1.4(1.2,1.0).csv",0,0,-1,1.0,0.5
camel-1.6(1.4).csv,-1,1,-1,0.0,0.5
"camel-1.6(1.4,1.2).csv",0,-1,1,1.0,1.0
"camel-1.6(1.4,1.2,1.0).csv",-2,0,2,0.0,1.0
jedit-4.0(3.2).csv,0,0,0,1.0,1.0
jedit-4.1(4.0).csv,-12,-13,-6,0.0,0.0
"jedit-4.1(4.0,3.2).csv",0,-2,0,1.0,0.5
jedit-4.2(4.1).csv,-2,1,1,0.0,1.0
"jedit-4.2(4.1,4.0).csv",0,-2,-12,1.0,0.2
"jedit-4.2(4.1,4.0,3.2).csv",-5,1,1,0.0,0.5
jedit-4.3(4.2).csv,0,0,-1,1.0,0.5
"jedit-4.3(4.2,4.1).csv",0,-1,-2,1.0,0.5
"jedit-4.3(4.2,4.1,4.0).csv",0,0,-3,1.0,0.5
"jedit-4.3(4.2,4.1,4.0,3.2).csv",0,0,0,1.0,1.0
log4j-1.1(1.0).csv,0,-3,0,1.0,0.5
log4j-1.2(1.1).csv,-1,1,-1,0.0,0.5
"log4j-1.2(1.1,1.0).csv",-6,-2,-2,0.0,0.0
lucene-2.2(2.0).csv,-1,-4,-16,0.0,0.2
lucene-2.4(2.2).csv,-3,-8,-3,0.0,0.0
"lucene-2.4(2.2,2.0).csv",-10,-11,0,0.0,0.2
pbeans-2.0(1.0).csv,0,0,-6,1.0,0.5
poi-2.0(1.5).csv,-1,-18,2,0.0,0.5
poi-2.5(2.0).csv,-15,-10,1,0.0,0.2
"poi-2.5(2.0,1.5).csv",0,-4,-1,1.0,0.2
poi-3.0(2.5).csv,-1,-3,-3,0.0,0.2
"poi-3.0(2.5,2.0).csv",0,-2,1,1.0,0.5
"poi-3.0(2.5,2.0,1.5).csv",0,-13,0,1.0,0.5
synapse-1.1(1.0).csv,0,-1,-1,1.0,0.5
synapse-1.2(1.1).csv,0,0,0,1.0,1.0
"synapse-1.2(1.1,1.0).csv",0,0,0,1.0,1.0
velocity-1.5(1.4).csv,0,0,0,1.0,1.0
velocity-1.6(1.5).csv,-9,0,-14,0.0,0.2
"velocity-1.6(1.5,1.4).csv",0,-4,-15,1.0,0.2
xalan-2.5(2.4).csv,-1,1,-1,0.0,0.5
xalan-2.6(2.5).csv,0,0,-8,1.0,0.5
"xalan-2.6(2.5,2.4).csv",0,-2,-2,1.0,0.2
xalan-2.7(2.6).csv,-2,-18,1,0.0,0.5
"xalan-2.7(2.6,2.5).csv",-1,-1,2,0.0,1.0
"xalan-2.7(2.6,2.5,2.4).csv",0,-1,-4,1.0,0.5
xerces-1.2(0.init).csv,0,0,-2,1.0,0.5
xerces-1.3(1.2).csv,-7,-2,2,0.0,0.2
"xerces-1.3(1.2,0.init).csv",-2,-6,1,0.0,0.5
xerces-1.4(1.3).csv,-2,0,2,0.0,1.0
"xerces-1.4(1.3,1.2).csv",-3,1,-2,0.0,0.2
"xerces-1.4(1.3,1.2,0.init).csv",-1,-1,-1,0.0,0.5
