issueKey,type,resolution,status,createdDateEpoch,resolvedDateEpoch
ZEPPELIN-3007,Improvement,Fixed,Resolved,2017/10/25 19:23,2017/12/20 8:05
ZEPPELIN-3008,Wish,Unresolved,Open,2017/10/26 2:57,
ZEPPELIN-3009,Improvement,Fixed,Resolved,2017/10/26 12:40,2018/1/16 10:31
ZEPPELIN-3010,Bug,Unresolved,Open,2017/10/26 13:56,
ZEPPELIN-3011,Bug,Unresolved,Open,2017/10/27 4:44,
ZEPPELIN-3012,Bug,Fixed,Resolved,2017/10/27 5:46,2017/11/9 7:06
ZEPPELIN-3013,Improvement,Fixed,Resolved,2017/10/27 17:01,2017/11/1 17:46
ZEPPELIN-3014,Bug,Fixed,Resolved,2017/10/30 10:52,2017/12/13 19:00
ZEPPELIN-3015,Improvement,Unresolved,In Progress,2017/10/30 13:10,
ZEPPELIN-3016,Bug,Unresolved,Open,2017/10/30 16:33,
ZEPPELIN-3017,Bug,Fixed,Resolved,2017/10/31 2:03,2017/11/7 15:23
ZEPPELIN-3018,Bug,Duplicate,Closed,2017/10/31 13:11,2017/11/3 15:11
ZEPPELIN-3019,Bug,Unresolved,Open,2017/10/31 23:13,
ZEPPELIN-3020,New Feature,Unresolved,Open,2017/10/31 23:16,
ZEPPELIN-3021,Bug,Unresolved,Open,2017/10/31 23:21,
ZEPPELIN-3022,Bug,Fixed,Resolved,2017/11/1 13:40,2017/11/6 9:22
ZEPPELIN-3023,Improvement,Fixed,Resolved,2017/11/1 23:31,2017/11/7 18:22
ZEPPELIN-3024,Improvement,Unresolved,Open,2017/11/2 0:17,
ZEPPELIN-3025,Bug,Fixed,Resolved,2017/11/2 16:15,2017/11/6 8:53
ZEPPELIN-3026,Improvement,Unresolved,Open,2017/11/2 18:10,
ZEPPELIN-3027,Bug,Fixed,Closed,2017/11/2 19:47,2017/11/7 18:33
ZEPPELIN-3028,Test,Unresolved,Open,2017/11/3 18:31,
ZEPPELIN-3029,Bug,Fixed,Resolved,2017/11/3 19:01,2017/11/10 13:54
ZEPPELIN-3030,Bug,Unresolved,Open,2017/11/4 15:13,
ZEPPELIN-3031,New Feature,Unresolved,Open,2017/11/5 13:21,
ZEPPELIN-3032,Bug,Unresolved,Open,2017/11/5 13:26,
ZEPPELIN-3033,New Feature,Unresolved,Open,2017/11/5 16:26,
ZEPPELIN-3034,Bug,Fixed,Resolved,2017/11/5 19:32,2017/11/6 15:46
ZEPPELIN-3035,New Feature,Unresolved,Open,2017/11/6 4:11,
ZEPPELIN-3036,Bug,Unresolved,Open,2017/11/6 16:37,
ZEPPELIN-3037,Improvement,Fixed,Resolved,2017/11/6 18:39,2017/11/27 8:04
ZEPPELIN-3038,Bug,Unresolved,Open,2017/11/7 2:02,
ZEPPELIN-3039,Bug,Fixed,Resolved,2017/11/8 10:19,2017/11/10 15:57
ZEPPELIN-3040,New Feature,Fixed,Resolved,2017/11/8 11:02,2017/11/13 15:33
ZEPPELIN-3041,Bug,Unresolved,Open,2017/11/8 17:35,
ZEPPELIN-3042,Improvement,Fixed,Resolved,2017/11/8 22:51,2017/12/1 1:05
ZEPPELIN-3043,Bug,Duplicate,Resolved,2017/11/9 4:36,2017/11/9 9:53
ZEPPELIN-3044,Bug,Unresolved,Open,2017/11/9 20:54,
ZEPPELIN-3045,Improvement,Unresolved,Open,2017/11/10 13:56,
ZEPPELIN-3046,Bug,Fixed,Closed,2017/11/10 18:35,2017/11/21 12:45
ZEPPELIN-3047,Improvement,Unresolved,Open,2017/11/11 3:54,
ZEPPELIN-3048,Improvement,Unresolved,Open,2017/11/13 21:21,
ZEPPELIN-3049,Improvement,Fixed,Resolved,2017/11/14 15:37,2017/11/15 15:08
ZEPPELIN-3050,Improvement,Unresolved,Open,2017/11/15 12:10,
