issueKey,type,createdDateEpoch,resolvedDateEpoch
DRILL-6017,Bug,2017-12-07 18:52:31,2017-12-09 23:41:29
DRILL-6018,Bug,2017-12-07 21:18:11,
DRILL-6019,Bug,2017-12-07 21:34:48,2017-12-09 23:42:44
DRILL-6020,Bug,2017-12-08 00:43:05,2018-01-02 23:00:14
DRILL-6021,Bug,2017-12-09 21:37:35,2018-03-08 10:56:59
DRILL-6022,Sub-task,2017-12-09 22:03:47,
DRILL-6023,Improvement,2017-12-09 22:15:27,
DRILL-6024,Sub-task,2017-12-09 22:23:57,
DRILL-6025,Improvement,2017-12-11 17:44:52,2018-01-13 02:29:52
DRILL-6026,Bug,2017-12-12 05:26:08,2017-12-12 23:32:18
DRILL-6027,New Feature,2017-12-12 11:29:03,2018-05-18 06:05:51
DRILL-6028,Improvement,2017-12-13 00:45:21,2017-12-22 20:49:33
DRILL-6029,Task,2017-12-13 05:25:41,
DRILL-6030,Improvement,2017-12-13 06:00:34,2018-01-13 02:30:08
DRILL-6031,Sub-task,2017-12-14 06:15:14,2017-12-14 06:16:49
DRILL-6032,Improvement,2017-12-14 07:19:21,
DRILL-6033,Bug,2017-12-14 16:41:52,
DRILL-6034,Bug,2017-12-16 04:51:34,
DRILL-6035,Improvement,2017-12-16 05:10:39,
DRILL-6036,Sub-task,2017-12-19 03:26:01,2018-01-09 10:11:17
DRILL-6037,Bug,2017-12-19 04:04:57,
DRILL-6038,Bug,2017-12-19 04:31:26,
DRILL-6039,Bug,2017-12-19 06:44:01,2018-11-30 04:28:16
DRILL-6040,Bug,2017-12-19 07:18:58,2018-03-08 10:57:09
DRILL-6043,Bug,2017-12-19 16:10:29,
DRILL-6044,Bug,2017-12-20 03:25:24,2018-03-12 20:01:58
DRILL-6045,Sub-task,2017-12-20 06:04:49,
DRILL-6046,Improvement,2017-12-20 06:15:34,
DRILL-6047,Sub-task,2017-12-20 06:27:26,2018-01-13 02:24:06
DRILL-6048,Bug,2017-12-20 14:33:20,
DRILL-6049,Improvement,2017-12-21 14:34:41,2018-01-25 09:48:00
DRILL-6050,Improvement,2017-12-22 06:52:10,2019-01-10 06:25:52
DRILL-6051,Task,2017-12-22 09:16:39,2018-10-25 06:37:14
DRILL-6052,Improvement,2017-12-22 19:19:55,
DRILL-6053,Improvement,2017-12-23 00:57:04,2018-03-26 19:55:57
DRILL-6054,Bug,2017-12-23 03:20:11,2018-01-13 02:30:29
DRILL-6055,Task,2017-12-23 03:22:31,
DRILL-6056,Task,2017-12-23 03:31:32,2018-06-05 08:10:04
DRILL-6057,Improvement,2017-12-23 09:45:34,2019-02-28 14:38:53
DRILL-6058,Improvement,2017-12-23 12:43:55,
DRILL-6059,Improvement,2017-12-23 13:17:25,2018-03-22 10:15:13
