issueKey,type,resolution,status,createdDateEpoch,resolvedDateEpoch
SHIRO-1,Bug,Fixed,Closed,2008/11/6 3:23,2008/11/7 15:00
SHIRO-2,Bug,Fixed,Closed,2009/1/30 21:15,2009/1/30 22:27
SHIRO-3,Bug,Fixed,Closed,2009/1/30 6:14,2009/3/2 11:21
SHIRO-4,Bug,Fixed,Closed,2009/6/5 6:40,2009/6/5 8:32
SHIRO-5,Bug,Fixed,Closed,2008/10/17 22:47,2009/3/2 11:11
SHIRO-6,Bug,Cannot Reproduce,Closed,2008/12/1 6:11,2008/12/29 3:56
SHIRO-7,Bug,Fixed,Closed,2008/11/6 0:48,2008/11/6 3:00
SHIRO-8,Bug,Fixed,Closed,2009/2/7 8:39,2009/2/23 14:52
SHIRO-9,Bug,Fixed,Closed,2008/12/6 0:34,2009/1/21 14:04
SHIRO-10,Bug,Won't Fix,Closed,2008/11/24 7:21,2009/9/4 5:33
SHIRO-11,Bug,Won't Fix,Closed,2009/2/2 23:19,2009/6/2 1:36
SHIRO-12,Bug,Fixed,Closed,2008/11/6 2:49,2008/11/14 3:12
SHIRO-13,Bug,Fixed,Closed,2009/1/28 12:05,2009/1/29 12:12
SHIRO-14,Bug,Fixed,Closed,2009/3/12 2:04,2009/6/2 1:40
SHIRO-15,Bug,Fixed,Closed,2009/3/19 21:53,2009/3/19 23:05
SHIRO-16,Bug,Fixed,Closed,2009/2/27 2:24,2009/3/3 0:40
SHIRO-17,Bug,Fixed,Closed,2009/2/4 18:46,2009/3/2 11:20
SHIRO-18,New Feature,Won't Fix,Closed,2008/11/9 3:20,2011/8/31 3:48
SHIRO-19,New Feature,Unresolved,Open,2009/2/13 22:12,
SHIRO-20,New Feature,Unresolved,Open,2008/7/31 3:12,
SHIRO-21,New Feature,Unresolved,Open,2008/7/18 22:22,
SHIRO-22,New Feature,Unresolved,Open,2009/1/14 2:45,
SHIRO-23,New Feature,Fixed,Closed,2008/10/14 1:43,2011/7/18 19:13
SHIRO-24,New Feature,Unresolved,Open,2008/7/18 22:26,
SHIRO-25,New Feature,Fixed,Closed,2008/12/16 4:20,2010/5/14 15:28
SHIRO-26,New Feature,Unresolved,Open,2008/7/18 22:14,
SHIRO-27,New Feature,Duplicate,Closed,2008/7/18 22:23,2010/10/29 2:10
SHIRO-28,New Feature,Unresolved,Open,2008/7/18 22:12,
SHIRO-29,New Feature,Unresolved,Open,2008/7/18 22:28,
SHIRO-30,New Feature,Fixed,Closed,2008/8/19 23:27,2009/9/4 3:30
SHIRO-31,New Feature,Unresolved,Open,2009/1/24 0:02,
SHIRO-32,Task,Unresolved,Open,2008/11/26 12:28,
SHIRO-33,Task,Unresolved,Open,2008/7/18 22:13,
SHIRO-34,Task,Fixed,Closed,2008/12/12 0:56,2010/4/24 4:55
