issueKey,type,createdDateEpoch,resolvedDateEpoch
KAFKA-8014,Improvement,2019-02-28 13:35:40,2019-03-25 22:51:08
KAFKA-8015,Bug,2019-02-28 16:09:41,
KAFKA-8016,Improvement,2019-02-28 20:44:12,2019-03-01 00:46:21
KAFKA-8017,Improvement,2019-03-01 00:47:37,
KAFKA-8018,Bug,2019-03-01 01:39:45,2019-03-07 18:08:30
KAFKA-8019,New Feature,2019-03-01 01:53:03,
KAFKA-8020,Improvement,2019-03-01 11:39:05,
KAFKA-8021,Bug,2019-03-01 13:54:10,
KAFKA-8022,Bug,2019-03-01 15:28:57,2019-03-08 01:43:59
KAFKA-8023,Improvement,2019-03-01 16:09:40,
KAFKA-8024,Bug,2019-03-01 18:05:19,2019-07-17 13:21:34
KAFKA-8025,Bug,2019-03-02 00:18:08,
KAFKA-8026,Bug,2019-03-02 01:08:51,2019-03-26 08:21:58
KAFKA-8027,Bug,2019-03-02 02:45:08,
KAFKA-8028,Task,2019-03-02 05:37:19,
KAFKA-8029,Improvement,2019-03-02 09:07:53,2019-04-27 04:23:13
KAFKA-8030,Bug,2019-03-03 13:31:44,2019-10-21 19:08:49
KAFKA-8031,Bug,2019-03-03 13:33:51,
KAFKA-8032,Bug,2019-03-03 13:35:32,
KAFKA-8033,Bug,2019-03-03 13:55:07,
KAFKA-8034,Sub-task,2019-03-03 23:21:53,2019-05-18 00:00:57
KAFKA-8035,Test,2019-03-04 20:25:31,
KAFKA-8036,Improvement,2019-03-05 00:04:21,2019-03-08 00:22:18
KAFKA-8037,Improvement,2019-03-05 05:38:39,
KAFKA-8038,Bug,2019-03-05 06:08:37,2019-03-07 03:06:57
KAFKA-8039,Bug,2019-03-05 06:10:44,2019-03-07 21:29:44
KAFKA-8040,Improvement,2019-03-05 08:43:25,2019-03-09 01:03:44
KAFKA-8041,Bug,2019-03-05 14:31:12,2019-08-18 05:25:59
KAFKA-8042,Bug,2019-03-06 02:13:40,
KAFKA-8043,Bug,2019-03-06 02:25:33,2019-03-06 02:38:06
KAFKA-8044,Bug,2019-03-06 03:27:37,2019-03-16 16:39:00
KAFKA-8045,Bug,2019-03-06 08:18:25,
KAFKA-8046,Bug,2019-03-06 09:14:32,2019-03-11 13:14:26
KAFKA-8047,Bug,2019-03-06 15:10:18,
KAFKA-8048,Bug,2019-03-06 15:12:12,2019-05-09 03:10:22
KAFKA-8049,Bug,2019-03-06 15:12:45,2019-05-09 03:09:58
KAFKA-8050,Bug,2019-03-06 15:15:06,2019-05-09 03:09:35
KAFKA-8051,Bug,2019-03-06 15:17:26,2019-05-09 03:09:09
KAFKA-8052,Bug,2019-03-06 22:43:02,2019-05-22 04:51:35
KAFKA-8053,Bug,2019-03-07 00:15:06,2019-07-19 04:41:22
KAFKA-8054,Bug,2019-03-07 01:29:27,
KAFKA-8055,Bug,2019-03-07 01:46:11,
KAFKA-8056,Sub-task,2019-03-07 02:40:40,2019-05-07 05:26:41
KAFKA-8057,Bug,2019-03-07 02:46:07,2019-03-07 04:25:50
KAFKA-8058,Bug,2019-03-07 07:58:06,2019-04-08 00:05:49
KAFKA-8059,Bug,2019-03-07 09:18:50,
KAFKA-8060,Improvement,2019-03-07 15:59:02,2019-03-08 11:55:54
KAFKA-8061,Bug,2019-03-07 17:35:10,2019-03-08 07:38:27
KAFKA-8062,Bug,2019-03-07 22:16:07,2019-03-19 22:13:33
KAFKA-8063,Bug,2019-03-08 01:54:20,2019-04-04 04:23:39
KAFKA-8064,Bug,2019-03-08 03:20:31,
KAFKA-8065,Bug,2019-03-08 03:58:00,2019-03-09 11:58:14
KAFKA-8066,Bug,2019-03-08 05:31:36,2019-05-02 04:00:37
KAFKA-8067,Bug,2019-03-08 07:29:10,
KAFKA-8068,Bug,2019-03-08 07:41:45,
KAFKA-8069,Bug,2019-03-08 13:08:09,2019-03-09 01:22:02
KAFKA-8070,Bug,2019-03-08 19:54:39,2019-03-09 01:02:50
KAFKA-8071,New Feature,2019-03-08 20:51:04,
KAFKA-8072,Bug,2019-03-08 23:42:35,2019-03-11 18:19:04
KAFKA-8073,Bug,2019-03-08 23:46:11,
KAFKA-8074,Task,2019-03-09 00:53:32,
KAFKA-8075,Bug,2019-03-09 01:09:22,
KAFKA-8076,Bug,2019-03-09 01:13:33,
KAFKA-8077,Bug,2019-03-09 02:41:33,
KAFKA-8078,Bug,2019-03-09 02:43:29,2019-10-16 03:19:59
KAFKA-8079,Bug,2019-03-09 02:45:39,
KAFKA-8080,Improvement,2019-03-09 05:27:08,
KAFKA-8081,Bug,2019-03-09 11:05:02,2019-10-21 19:03:12
KAFKA-8082,Bug,2019-03-09 15:01:30,
KAFKA-8083,Bug,2019-03-09 15:03:28,
KAFKA-8084,Bug,2019-03-10 02:50:27,
KAFKA-8085,Bug,2019-03-10 02:56:33,
KAFKA-8086,Bug,2019-03-10 02:59:38,2019-09-24 00:25:18
KAFKA-8087,Bug,2019-03-10 03:02:22,
KAFKA-8088,Improvement,2019-03-11 12:33:48,
KAFKA-8089,Bug,2019-03-11 14:33:40,
KAFKA-8090,Sub-task,2019-03-11 18:31:00,2019-04-05 00:35:31
