fileName,Ranked1,Ranked2,Ranked3,IL/Ins
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",0,0,-1,0.06142506142506143
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1).csv",0,0,-2,0.061168594035301276
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0,0.5.6).csv",0,0,0,0.06109022556390977
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",-1,1,0,0.061056482963640524
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",0,0,-1,0.06093189964157706
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1).csv",0,0,0,0.06090998043052837
"maven-3.0.2(3.0.1,3.0.0).csv",-1,1,0,0.0608564988730278
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4).csv",0,0,0,0.060814383923849816
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0,0,0,0.060489414352488315
"maven-3.0.5(3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",-1,1,0,0.06040086673889491
"shiro-1.2.5(1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",0,0,-1,0.060240963855421686
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0).csv",0,0,0,0.06018518518518518
"mahout-0.10.0(0.9,0.8,0.7).csv",0,0,0,0.06006174571989896
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2).csv",0,0,-1,0.059923998830751245
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0,0,0,0.05991800693787449
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",0,0,-1,0.05974926647105895
"maven-3.0.4(3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",-1,1,0,0.05944868814347393
"shiro-1.2.3(1.2.2,1.2.1).csv",0,-2,1,0.059203444564047365
"shiro-1.2.5(1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0,0,0,0.059149722735674676
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0,0,0,0.05907990314769976
"shiro-1.3.1(1.3.0,1.2.6,1.2.5).csv",0,0,0,0.05894736842105263
"shiro-1.2.4(1.2.3,1.2.2,1.2.1,1.2.0).csv",0,0,-1,0.05866523143164693
flume-1.8.0(1.7.0).csv,0,0,-1,0.0586145648312611
"shiro-1.2.4(1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0,0,-1,0.05761500669941939
"mahout-0.11.0(0.10.0,0.9,0.8).csv",-4,-1,1,0.05718270571827057
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",-1,1,0,0.05691750159880622
"maven-3.0.3(3.0.2,3.0.1,3.0.0,2.2.1).csv",-1,1,0,0.05660377358490566
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",-1,1,0,0.056354679802955665
"shiro-1.3.1(1.3.0,1.2.6).csv",0,0,0,0.056308654848800835
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3).csv",0,0,0,0.05614290922347794
"shiro-1.2.3(1.2.2,1.2.1,1.2.0).csv",0,0,0,0.05603448275862069
maven-3.0.1(3.0.0).csv,-1,1,0,0.05572289156626506
"maven-3.0.5(3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",-1,1,0,0.055610972568578554
"shiro-1.2.3(1.2.2,1.2.1,1.2.0,1.1.0).csv",0,0,-1,0.05527354765933446
"mahout-0.9(0.8,0.7).csv",0,0,0,0.05511482254697286
"maven-3.0.4(3.0.3,3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",-1,1,0,0.053769900871132474
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",-1,1,0,0.05303170776933061
"mahout-0.11.0(0.10.0,0.9,0.8,0.7).csv",0,-1,1,0.0528101802757158
shiro-1.2.0(1.1.0).csv,0,-3,-6,0.05249343832020997
"maven-3.1.1(3.1.0,3.0.5,3.0.4).csv",0,0,0,0.05184108527131783
shiro-1.2.2(1.2.1).csv,0,0,0,0.05172413793103448
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8).csv",0,0,0,0.051665963728384647
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",0,0,0,0.051595383570943655
"shiro-1.2.2(1.2.1,1.2.0,1.1.0).csv",-1,1,-1,0.05122324159021407
mahout-0.6(0.5).csv,0,0,0,0.05104831358249772
"shiro-1.2.1(1.2.0,1.1.0).csv",0,0,-4,0.0509478672985782
"mahout-0.10.0(0.9,0.8,0.7,0.6,0.5).csv",0,0,0,0.05078454530116416
"mahout-0.10.0(0.9,0.8,0.7,0.6).csv",0,0,0,0.050724637681159424
"shiro-1.2.2(1.2.1,1.2.0).csv",0,0,-1,0.05070118662351672
"mahout-0.11.0(0.10.0,0.9).csv",0,-1,1,0.05043103448275862
"maven-3.0.3(3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",-1,1,0,0.04981132075471698
shiro-1.2.1(1.2.0).csv,0,-2,1,0.04967602591792657
"mahout-0.10.0(0.9,0.8,0.7,0.6,0.5,0.4).csv",0,0,0,0.04946793212539546
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8,0.7).csv",-3,1,1,0.04921662125340599
"maven-3.0.2(3.0.1,3.0.0,2.2.1).csv",-1,1,0,0.04897218863361548
shiro-1.3.1(1.3.0).csv,0,0,-1,0.0486815415821501
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8).csv",0,0,0,0.048431105047748974
zeppelin-0.6.2(0.6.1).csv,0,0,0,0.04778156996587031
"zeppelin-0.7.0(0.6.2,0.6.1).csv",0,0,0,0.04770017035775128
zeppelin-0.7.0(0.6.2).csv,-1,1,0,0.047619047619047616
"mahout-0.11.0(0.10.0,0.9,0.8,0.7,0.6,0.5).csv",0,0,0,0.04746433112021472
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8,0.7).csv",-6,0,-3,0.046897340577637975
"mahout-0.11.0(0.10.0,0.9,0.8,0.7,0.6).csv",0,0,0,0.04680708793045804
"mahout-0.11.0(0.10.0,0.9,0.8,0.7,0.6,0.5,0.4).csv",0,0,0,0.04675548976067111
"mahout-0.6(0.5,0.4).csv",0,0,-1,0.046610169491525424
"mahout-0.9(0.8,0.7,0.6,0.5).csv",0,0,0,0.046018071023324225
"zeppelin-0.7.0(0.6.2,0.6.1,0.6.0).csv",0,0,0,0.045662100456621
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8,0.7,0.6,0.5).csv",0,0,0,0.045653229723166586
"maven-3.1.1(3.1.0,3.0.5).csv",0,0,0,0.0455531453362256
"mahout-0.9(0.8,0.7,0.6,0.5,0.4).csv",0,0,0,0.0452817144832354
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8,0.7,0.6,0.5,0.4).csv",0,0,0,0.04523372557486775
"mahout-0.12.0(0.11.0,0.10.0,0.9).csv",0,-1,1,0.0451538682772505
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",0,0,0,0.04514073287307488
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8,0.7,0.6).csv",0,0,0,0.0448242050707382
"zeppelin-0.6.2(0.6.1,0.6.0).csv",0,0,0,0.044673539518900345
"mahout-0.9(0.8,0.7,0.6).csv",0,0,0,0.04451119606772255
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8,0.7,0.6,0.5).csv",0,0,0,0.044347082709980765
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8,0.7,0.6,0.5,0.4).csv",0,0,0,0.04410207029369283
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8,0.7,0.6).csv",0,0,-1,0.043457208570390995
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9).csv",0,0,0,0.0426179604261796
mahout-0.5(0.4).csv,-1,1,0,0.04186952288218111
zeppelin-0.6.1(0.6.0).csv,0,0,0,0.04152249134948097
"maven-3.0.2(3.0.1,3.0.0,2.2.1,2.2.0).csv",0,-1,1,0.04107505070993915
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",0,0,0,0.04054054054054054
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0).csv",0,0,0,0.03968871595330739
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1).csv",-1,1,0,0.0391566265060241
mahout-0.8(0.7).csv,0,0,0,0.03893805309734513
"mahout-0.8(0.7,0.6,0.5,0.4).csv",-1,1,0,0.038487060384870604
"mahout-0.7(0.6,0.5,0.4).csv",0,0,0,0.038336773813034505
"mahout-0.8(0.7,0.6,0.5).csv",0,0,0,0.037492844876931886
"maven-3.0.1(3.0.0,2.2.1).csv",-1,-1,2,0.037487335359675786
"mahout-0.7(0.6,0.5).csv",0,0,0,0.03680203045685279
"zeppelin-0.7.1(0.7.0,0.6.2).csv",-1,1,0,0.03556187766714083
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0).csv",-1,1,0,0.035398230088495575
mahout-0.13.0(0.12.0).csv,0,-2,0,0.034759358288770054
"mahout-0.13.0(0.12.0,0.11.0).csv",0,-2,-2,0.03466432645897324
mahout-0.12.0(0.11.0).csv,0,0,-3,0.03457216940363008
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1).csv",-1,1,0,0.034139402560455195
"mahout-0.13.0(0.12.0,0.11.0,0.10.0).csv",0,-2,-2,0.03322646458758379
"mahout-0.12.0(0.11.0,0.10.0).csv",0,0,-2,0.032481593763533996
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0).csv",-1,1,0,0.032288698955365625
"mahout-0.8(0.7,0.6).csv",0,0,0,0.03128911138923655
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1).csv",-1,1,0,0.030820033021463952
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2).csv",-1,1,0,0.030548068283917342
mahout-0.11.0(0.10.0).csv,0,0,-2,0.030381944444444444
"maven-3.0.1(3.0.0,2.2.1,2.2.0).csv",0,-1,1,0.028352490421455937
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2).csv",-2,0,2,0.027559055118110236
maven-3.1.1(3.1.0).csv,0,-1,1,0.027065527065527065
zeppelin-0.7.1(0.7.0).csv,0,-1,1,0.02689486552567237
mahout-0.7(0.6).csv,-1,1,0,0.0244672454617206
"zeppelin-0.7.2(0.7.1,0.7.0).csv",-1,1,0,0.02442002442002442
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0).csv",-1,1,0,0.022764227642276424
zeppelin-0.7.2(0.7.1).csv,-1,1,0,0.02195121951219512
"zeppelin-0.7.3(0.7.2,0.7.1).csv",0,0,0,0.020706455542021926
zeppelin-0.7.3(0.7.2).csv,0,0,0,0.019464720194647202
