Dataset,Ranked,shiftA,shiftB,shiftC,other,OOM
ECLIPSE-2007,Ranked1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
Metrics-Repo-2010,Ranked1,0.017543859649122806,0.10526315789473684,0.7192982456140351,0.15789473684210525,0.0
JIRA-HA-2019,Ranked1,0.0,0.1282051282051282,0.7948717948717948,0.07692307692307693,0.0
JIRA-RA-2019,Ranked1,0.07142857142857142,0.11904761904761904,0.6190476190476191,0.19047619047619047,0.0
MA-SZZ-2020,Ranked1,0.00975609756097561,0.17560975609756097,0.8,0.014634146341463415,0.0
ECLIPSE-2007,Ranked2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
Metrics-Repo-2010,Ranked2,0.19298245614035087,0.5614035087719298,0.03508771929824561,0.21052631578947367,0.0
JIRA-HA-2019,Ranked2,0.15384615384615385,0.6666666666666666,0.05128205128205128,0.1282051282051282,0.0
JIRA-RA-2019,Ranked2,0.023809523809523808,0.5714285714285714,0.14285714285714285,0.2619047619047619,0.0
MA-SZZ-2020,Ranked2,0.13658536585365855,0.6439024390243903,0.14634146341463414,0.07317073170731707,0.0
ECLIPSE-2007,Ranked3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
Metrics-Repo-2010,Ranked3,0.3684210526315789,0.10526315789473684,0.08771929824561403,0.43859649122807015,0.0
JIRA-HA-2019,Ranked3,0.48717948717948717,0.1282051282051282,0.07692307692307693,0.3076923076923077,0.0
JIRA-RA-2019,Ranked3,0.5,0.09523809523809523,0.023809523809523808,0.38095238095238093,0.0
MA-SZZ-2020,Ranked3,0.624390243902439,0.11707317073170732,0.03902439024390244,0.21951219512195122,0.0
