@relation zeppelin-0.6.1.arff

@attribute AvgWMC numeric
@attribute CCMax numeric
@attribute CDE numeric
@attribute CIE numeric
@attribute NTM numeric
@attribute SDMC numeric
@attribute WMC numeric
@attribute AvgSLOC numeric
@attribute NA. numeric
@attribute NAIMP numeric
@attribute NCM numeric
@attribute NIM numeric
@attribute NLM numeric
@attribute NM numeric
@attribute NMIMP numeric
@attribute NMNpub numeric
@attribute Nmpub numeric
@attribute NumPara numeric
@attribute loc numeric
@attribute stms numeric
@attribute AID numeric
@attribute CLD numeric
@attribute DIT numeric
@attribute DP numeric
@attribute DPA numeric
@attribute DPD numeric
@attribute NMA numeric
@attribute NMI numeric
@attribute NMO numeric
@attribute NOA numeric
@attribute NOC numeric
@attribute NOD numeric
@attribute NOP numeric
@attribute PII numeric
@attribute SIX numeric
@attribute SP numeric
@attribute SPA numeric
@attribute SPD numeric
@attribute CBO numeric
@attribute DAC numeric
@attribute DACquote numeric
@attribute ICP numeric
@attribute IHICP numeric
@attribute NIHICP numeric
@attribute bug {TRUE,FALSE}

@data
1.33333333333333,5,3.1816016785769703,3.69123932177753,11,1.10554159678513,16,4.41666666666667,4,4,0,12,12,12,12,0,12,10,60,40,0,0,0,0,0,0,12,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,1,0,0,0,FALSE
1.0,1,3.10869496956284,3.3005590923909502,2,0.0,2,3.5,1,1,0,2,2,2,2,0,2,3,10,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,3,0,3,FALSE
1.5833333333333302,3,4.23592356067796,4.60155538037037,8,0.8620067027323829,19,6.5,3,3,0,12,12,12,12,4,8,12,98,64,0,0,0,0,0,0,12,0,0,0,0,0,0,0.0,0.0,0,0,0,2,3,3,3,0,3,FALSE
3.0,3,2.3219280948873595,2.95281953111478,0,0.0,3,9.0,0,0,1,0,1,1,1,0,1,1,11,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
1.1578947368421102,3,4.7147738550881515,4.75211997585717,17,0.488085183973458,22,4.10526315789474,7,2,0,19,19,27,19,0,19,11,101,56,1,0,1,16,16,0,3,8,16,1,0,0,1,0.347222222222222,0.592592592592593,0,0,0,5,1,1,28,28,0,FALSE
1.5,2,3.86230087635729,4.46070893005574,2,0.5,6,7.25,3,3,0,4,4,4,4,0,4,5,37,24,1,0,1,0,0,0,4,0,0,1,0,0,1,0.133333333333333,0.0,0,0,0,3,2,2,0,0,0,FALSE
2.0,4,3.82453340688191,4.22341166002859,2,1.09544511501033,10,8.0,2,2,0,5,5,5,5,0,5,7,44,29,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,2,2,2,7,0,7,FALSE
1.33333333333333,2,3.72944619490526,4.05042151147581,2,0.471404520791032,4,5.66666666666667,7,1,0,3,3,23,3,0,3,11,21,11,1,0,1,0,0,0,3,20,0,1,0,0,1,0.125,0.0,1,1,0,3,1,1,22,12,10,FALSE
2.5,5,3.9522039293264704,4.94644709896959,3,1.80277563773199,15,11.5,7,2,0,6,6,20,6,2,4,20,74,48,1,0,1,1,1,0,5,14,1,1,0,0,1,0.494444444444444,0.05,0,0,0,6,2,2,52,27,25,TRUE
2.73684210526316,6,5.42343174928916,6.59414329684136,6,1.5506231434375,52,17.3684210526316,19,14,1,18,19,41,19,4,15,45,355,227,1,0,1,2,2,0,17,22,2,1,0,0,1,0.5185185185185179,0.0487804878048781,7,7,0,17,10,5,163,10,153,TRUE
1.0,1,2.72548055699787,2.50325833477565,2,0.0,2,3.0,2,0,0,2,2,6,2,0,2,2,9,5,1,0,1,1,1,0,1,4,1,1,0,0,1,0.15,0.166666666666667,0,0,0,1,0,0,5,3,2,FALSE
2.0,5,5.1019123836886,5.71698576161502,7,1.3540064007726598,24,10.916666666666698,5,5,0,12,12,12,12,1,11,23,140,91,0,0,0,0,0,0,12,0,0,0,0,0,0,0.0,0.0,0,0,0,8,5,4,35,0,35,TRUE
4.5,15,4.704993772858,6.249254783401869,4,4.38748219369606,45,21.7,5,5,0,10,10,10,10,5,5,15,225,161,1,0,1,0,0,0,10,0,0,1,0,0,1,0.15151515151515196,0.0,0,0,0,16,3,3,119,0,119,TRUE
2.63157894736842,12,5.55741122105993,6.340799465379879,9,2.8508636976738595,50,13.315789473684196,16,16,0,19,19,19,19,0,19,35,273,174,0,0,0,0,0,0,19,0,0,0,0,0,0,0.0,0.0,0,0,0,9,12,9,23,0,23,FALSE
2.36363636363636,8,6.006760637078661,6.921619779448191,18,1.9820127788809496,78,11.8181818181818,10,10,1,32,33,33,33,5,28,74,518,302,1,1,1,0,0,0,33,0,0,1,1,1,1,0.161764705882353,0.0,1,0,1,31,9,9,186,0,186,TRUE
1.5,2,3.4182958340544904,4.01158543183743,1,0.5,3,10.0,1,1,2,0,2,2,2,0,2,3,23,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,TRUE
2.24137931034483,8,6.05568481393146,5.77825186305442,16,1.92363112841122,65,7.3448275862068995,8,8,0,29,29,29,29,2,27,21,375,252,0,0,0,0,0,0,29,0,0,0,0,0,0,0.0,0.0,0,0,0,3,8,4,2,0,2,FALSE
3.13559322033898,26,6.031118948642808,6.2934210491355085,40,5.44450469994752,185,10.2203389830508,20,20,0,59,59,59,59,2,57,39,945,654,0,0,0,0,0,0,59,0,0,0,0,0,0,0.0,0.0,0,0,0,3,20,4,2,0,2,FALSE
2.24137931034483,8,6.139424623660902,5.89734201444236,16,1.92363112841122,65,7.3448275862068995,8,8,0,29,29,29,29,2,27,21,375,252,0,0,0,0,0,0,29,0,0,0,0,0,0,0.0,0.0,0,0,0,4,8,5,3,0,3,FALSE
3.0,11,4.110093477608022,3.44643934467102,4,4.0,15,6.4,11,11,1,4,5,5,5,1,4,3,45,19,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,0,10,1,0,0,0,FALSE
2.84090909090909,17,6.03104525224793,6.1123506711944495,28,3.89021605977554,125,9.27272727272727,14,14,0,44,44,44,44,2,42,30,660,453,0,0,0,0,0,0,44,0,0,0,0,0,0,0.0,0.0,0,0,0,3,14,4,2,0,2,FALSE
0.0,0,7.28253737595631,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,15291,10343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,TRUE
1.75,2,3.1971597234241496,3.56769644400213,1,0.43301270189221897,7,6.0,1,1,1,3,4,4,4,0,4,5,27,18,1,0,1,0,0,0,4,0,0,1,0,0,1,0.133333333333333,0.0,0,0,0,0,1,1,0,0,0,FALSE
2.0,4,3.6579135915088905,4.13979815190989,4,1.30930734141595,14,7.857142857142861,3,1,0,7,7,13,7,0,7,13,61,36,1,0,1,3,3,0,4,6,3,1,0,0,1,0.577777777777778,0.23076923076923106,2,2,0,3,0,0,17,9,8,FALSE
1.0,1,3.93632315046287,3.9999383638237296,9,0.0,9,3.6666666666666696,2,2,0,9,9,9,9,0,9,15,46,27,0,1,0,3,0,3,9,0,0,0,1,1,0,0.0,0.0,0,0,0,3,2,2,32,0,32,FALSE
1.16666666666667,2,3.8634651896016496,3.95909437135033,5,0.37267799624996506,7,3.8333333333333295,5,1,0,6,6,14,6,0,6,6,28,17,1,0,1,2,2,0,4,8,2,1,0,0,1,0.5333333333333329,0.14285714285714302,0,0,0,2,0,0,9,9,0,TRUE
1.4,3,4.0777154472255095,5.10726542674538,7,0.6633249580710799,14,6.4,4,4,2,8,10,10,10,0,10,8,70,52,0,1,0,2,0,2,10,0,0,0,1,1,0,0.0,0.0,0,0,0,2,2,2,2,0,2,FALSE
1.33333333333333,3,3.33839688690994,3.68728322879462,7,0.666666666666667,12,5.0,4,4,0,9,9,9,9,1,8,9,53,36,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,1,0,0,0,FALSE
6.25,14,3.82306798227366,5.32418481953771,2,5.53962995154008,25,23.75,1,1,4,0,4,4,4,0,4,6,98,69,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,7,1,1,49,0,49,FALSE
2.55555555555556,3,3.68163377068352,4.11039979324017,2,0.831479419283098,23,7.66666666666667,0,0,0,9,9,9,9,1,8,9,71,53,1,0,1,0,0,0,9,0,0,1,0,0,1,0.15,0.0,0,0,0,2,0,0,10,0,10,FALSE
1.0,1,2.44643934467102,1.75,4,0.0,4,1.5,2,2,0,4,4,4,4,0,4,2,10,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,2,0,0,0,FALSE
1.7142857142857095,3,3.66470700551471,3.86928478081117,3,0.699854212223765,12,6.0,3,3,1,6,7,7,7,0,7,4,47,31,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,3,0,0,0,FALSE
1.875,4,4.46855786408398,5.1002254620394405,4,1.05326872164704,15,13.0,7,7,0,8,8,8,8,0,8,6,120,79,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,3,5,5,3,0,3,FALSE
1.06666666666667,4,5.4388414337705315,5.61475838147828,27,0.7717224601860151,32,4.466666666666669,13,13,1,29,30,30,30,3,27,21,168,121,0,1,0,43,0,43,30,0,0,0,11,11,0,0.0,0.0,1,0,1,3,9,5,10,0,10,TRUE
3.3333333333333304,8,3.57661764490867,3.8743143482002,2,3.2998316455372203,10,10.3333333333333,5,5,0,3,3,3,3,0,3,4,39,26,1,0,1,0,0,0,3,0,0,1,0,0,1,0.125,0.0,0,0,0,2,2,2,3,0,3,FALSE
1.77777777777778,4,4.96063916017334,4.936890087112982,5,1.03040205505508,16,8.77777777777778,8,8,0,9,9,9,9,0,9,8,138,94,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,4,5,4,6,0,6,FALSE
2.1111111111111103,6,5.906750201294678,5.17613272894045,4,1.52347880008912,19,10.6666666666667,10,10,0,9,9,9,9,0,9,11,318,216,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,5,7,5,7,0,7,FALSE
1.8,4,4.5536923659595585,4.891996353891201,4,0.871779788708135,18,8.4,5,5,1,9,10,10,10,0,10,14,93,56,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,7,5,5,25,0,25,FALSE
1.0,1,3.1464834066027496,3.04752690194318,9,0.0,9,2.88888888888889,3,3,0,9,9,9,9,0,9,6,31,22,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,1,3,2,0,0,0,FALSE
2.8,4,4.33717534112308,5.4820772180721615,0,0.748331477354788,14,14.0,5,5,0,5,5,5,5,2,3,7,77,59,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,2,5,5,1,0,1,FALSE
0.0,0,2.3219280948873595,0.0,0,0.0,0,0.0,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,FALSE
1.0,1,3.2390979179887904,3.33420945944805,4,0.0,4,3.5,1,1,0,4,4,4,4,0,4,3,18,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,0,0,0,FALSE
1.0,1,2.78273152052189,2.52517118635505,6,0.0,6,3.6666666666666696,2,2,0,6,6,6,6,0,6,4,27,16,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,1,0,0,0,FALSE
1.0,1,4.25452546496618,4.54420165745028,5,0.0,5,7.0,5,5,2,3,5,5,5,0,5,0,47,35,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,2,5,4,33,0,33,TRUE
1.0,1,2.12808527889139,4.15571361782294,3,0.0,3,21.0,0,0,0,3,3,3,3,0,3,0,68,53,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,155,0,155,FALSE
1.0,1,2.40563906222957,3.96168711284127,3,0.0,3,25.3333333333333,0,0,0,3,3,3,3,0,3,0,81,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,133,0,133,FALSE
1.0,1,3.0957952550009304,4.2877549217244,4,0.0,4,17.25,0,0,0,4,4,4,4,0,4,0,75,55,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,57,0,57,FALSE
1.0,1,1.58496250072116,2.4225797618424902,1,0.0,1,7.0,0,0,0,1,1,1,1,0,1,0,10,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,18,0,18,FALSE
1.8,5,4.16197817967955,5.01700400449596,4,1.6,9,10.6,4,4,0,5,5,5,5,1,4,2,62,50,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,1,3,2,5,0,5,FALSE
1.0,1,4.10138152909289,3.8171832378172703,8,0.0,8,8.5,3,3,0,8,8,8,8,0,8,4,80,64,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,3,1,1,43,0,43,FALSE
1.0,1,2.61749246118476,3.14942261858107,6,0.0,6,10.833333333333302,0,0,0,6,6,6,6,0,6,0,72,48,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,76,0,76,FALSE
1.0,1,2.12808527889139,3.15827310552028,3,0.0,3,8.33333333333333,0,0,0,3,3,3,3,0,3,0,30,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,21,0,21,FALSE
1.0,1,2.52164063634332,4.01531953111478,1,0.0,1,10.0,1,1,0,1,1,1,1,0,1,0,13,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,5,1,1,25,0,25,FALSE
1.0,1,4.91703885032562,5.20743864470878,8,0.0,8,12.875,9,9,0,8,8,8,8,0,8,8,125,85,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,13,9,7,123,0,123,FALSE
1.0,1,4.56460321310358,4.92903802666055,10,0.0,10,8.1,3,3,0,10,10,10,10,2,8,6,97,56,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,12,3,3,86,0,86,FALSE
2.2,3,4.18486296855238,5.0075576865945095,2,0.9797958971132712,11,21.8,2,2,0,5,5,5,5,0,5,0,129,95,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,7,1,1,92,0,92,TRUE
2.3333333333333304,5,3.4182958340544904,4.22122668212554,2,1.8856180831641296,7,10.6666666666667,0,0,0,3,3,3,3,0,3,0,37,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,13,0,13,FALSE
1.35,4,4.738369395197268,6.3926699198105,16,0.7921489758877429,27,26.3,3,3,0,20,20,20,20,4,16,6,550,303,0,0,0,0,0,0,20,0,0,0,0,0,0,0.0,0.0,0,0,0,19,3,3,344,0,344,TRUE
1.0,1,2.0,2.3219280948873595,1,0.0,1,3.0,0,0,0,1,1,1,1,0,1,0,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,1,FALSE
1.2,2,4.5794486985026115,5.235812887167008,8,0.4,12,3.7,6,1,0,10,10,27,10,0,10,8,56,26,1,0,1,7,7,0,3,17,7,1,0,0,1,0.317460317460317,0.25925925925925897,1,1,0,8,1,1,18,6,12,FALSE
1.75,7,4.6148575400297895,5.43144599317476,7,1.98431348329844,14,6.75,6,1,0,8,8,26,8,0,8,8,72,38,1,0,1,6,6,0,2,18,6,1,0,0,1,0.25,0.23076923076923106,1,1,0,8,1,1,35,2,33,FALSE
2.0,8,4.6211755429194685,5.447323352263791,7,2.0976176963403,20,6.8,5,0,0,10,10,27,10,0,10,8,86,50,1,0,1,7,7,0,3,17,7,1,0,0,1,0.317460317460317,0.25925925925925897,1,1,0,10,0,0,9,4,5,FALSE
1.22222222222222,3,4.50743277785729,4.84580603481889,8,0.628539361054709,11,3.44444444444444,5,0,0,9,9,25,9,0,9,7,48,22,1,0,1,8,8,0,1,16,8,1,0,0,1,0.277777777777778,0.32,0,0,0,8,0,0,15,2,13,FALSE
1.3,4,4.586295766479191,5.0128163398059495,9,0.9,13,3.6,6,1,0,10,10,27,10,0,10,8,54,25,1,0,1,7,7,0,3,17,7,1,0,0,1,0.317460317460317,0.25925925925925897,1,1,0,10,1,1,13,2,11,FALSE
2.125,10,4.6148575400297895,5.25882098604496,7,2.97647022494766,17,7.625,6,1,0,8,8,26,8,0,8,8,78,47,1,0,1,6,6,0,2,18,6,1,0,0,1,0.25,0.23076923076923106,1,1,0,8,1,1,7,2,5,FALSE
1.0,1,4.68354236243323,5.881138053828829,5,0.0,5,28.8,9,9,0,5,5,5,5,0,5,0,163,105,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,15,9,6,160,0,160,TRUE
1.0,1,1.58496250072116,3.82640457983067,1,0.0,1,15.0,0,0,0,1,1,1,1,0,1,0,18,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,21,0,21,FALSE
1.0,1,1.92192809488736,3.4076284081964903,2,0.0,2,9.5,0,0,0,2,2,2,2,0,2,0,23,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,44,0,44,FALSE
1.0,1,2.3219280948873595,3.0957952550009304,1,0.0,1,4.0,0,0,0,1,1,1,1,0,1,0,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,5,0,5,FALSE
1.0,1,3.45656476213095,4.51604042352511,5,0.0,5,11.8,1,1,0,5,5,5,5,0,5,0,63,56,1,0,1,0,0,0,5,0,0,1,0,0,1,0.138888888888889,0.0,0,0,0,5,1,1,48,0,48,FALSE
1.0,1,3.27761343681912,4.33607589833736,3,0.0,3,9.33333333333333,1,1,0,3,3,3,3,0,3,0,33,27,1,0,1,0,0,0,3,0,0,1,0,0,1,0.125,0.0,0,0,0,5,1,1,22,0,22,FALSE
1.6666666666666698,3,4.3424966724813086,5.968084903186151,4,0.942809041582063,10,32.1666666666667,4,4,0,6,6,6,6,0,6,6,208,107,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,8,2,2,49,0,49,FALSE
2.0,4,4.21126073643228,4.55695130259509,3,1.26491106406735,10,6.6,18,5,0,5,5,32,5,0,5,4,44,34,1,0,1,3,3,0,2,27,3,1,0,0,1,0.144444444444444,0.09375,1,1,0,1,1,1,3,3,0,FALSE
1.0,1,2.0,3.93572765949304,1,0.0,1,11.0,0,0,0,1,1,1,1,0,1,0,14,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,21,0,21,FALSE
1.0,1,3.48418371977919,4.59092541618178,4,0.0,4,9.25,1,1,0,4,4,4,4,0,4,2,46,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,4,1,1,18,0,18,FALSE
1.33333333333333,2,4.00162916738782,4.7294155365452495,2,0.471404520791032,4,7.0,4,4,0,3,3,3,3,0,3,2,29,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,5,4,4,22,0,22,FALSE
4.0,7,3.5647351787255097,5.99773951858353,0,1.8708286933869696,16,24.5,1,1,0,4,4,4,4,0,4,10,101,78,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,4,0,4,TRUE
1.81818181818182,4,4.43982278200875,5.44898159721982,6,1.02851895445316,20,10.6363636363636,3,3,0,11,11,11,11,0,11,16,148,72,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,9,3,3,126,0,126,TRUE
3.6666666666666696,9,3.6818808028034,5.360308622703348,2,3.7712361663282494,11,16.6666666666667,1,1,0,3,3,3,3,0,3,6,58,39,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,4,1,1,20,0,20,TRUE
1.0,1,1.55665670746282,1.45914791702724,2,0.0,2,2.0,1,1,0,2,2,2,2,0,2,1,7,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,FALSE
2.48275862068966,7,4.662389086757201,6.45930850607753,11,1.58920256852454,72,14.2068965517241,6,6,0,29,29,29,29,0,29,42,498,299,0,0,0,0,0,0,29,0,0,0,0,0,0,0.0,0.0,0,0,0,19,5,5,382,0,382,TRUE
4.66666666666667,11,3.6818808028034,5.807110689409409,1,4.49691252107735,14,24.0,1,1,0,3,3,3,3,0,3,2,80,60,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,7,1,1,32,0,32,TRUE
1.0,1,2.72192809488736,3.10689059560852,3,0.0,3,2.6666666666666696,0,0,0,3,3,3,3,0,3,0,14,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,6,0,6,FALSE
1.0,1,1.91829583405449,2.0,2,0.0,2,2.5,1,1,0,2,2,2,2,0,2,0,8,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,FALSE
1.0,1,3.87242740691394,3.79607172200801,11,0.0,11,3.7272727272727297,5,5,0,11,11,11,11,0,11,10,48,33,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,2,0,0,0,FALSE
1.0,1,3.59306920777189,3.82687488186464,6,0.0,6,2.8333333333333304,5,5,0,6,6,6,6,0,6,0,24,17,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,1,5,4,0,0,0,FALSE
1.0,1,2.9182958340544904,3.0,3,0.0,3,2.6666666666666696,2,2,0,3,3,3,3,0,3,0,12,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,2,0,0,0,FALSE
1.0,1,2.95021206491475,3.12192809488736,4,0.0,4,2.75,3,3,0,4,4,4,4,0,4,0,16,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,2,0,0,0,FALSE
1.0,1,2.52192809488736,2.58496250072116,2,0.0,2,2.5,1,1,0,2,2,2,2,0,2,0,8,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,FALSE
1.0,1,3.3502090290999003,3.25162916738782,4,0.0,4,3.75,3,3,0,4,4,4,4,0,4,3,20,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,1,3,3,0,0,0,FALSE
3.3333333333333304,8,4.5554671303462815,6.186692308400088,4,2.53859103528797,30,15.2222222222222,4,4,0,9,9,9,9,6,3,13,143,101,1,0,1,0,0,0,9,0,0,1,0,0,1,0.15,0.0,0,0,0,0,4,4,0,0,0,TRUE
2.0,5,4.43063240949075,4.892360338554281,3,1.73205080756888,8,8.25,1,1,0,4,4,4,4,1,3,7,39,26,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,2,1,1,5,0,5,TRUE
1.0,1,3.0,2.58496250072116,2,0.0,2,3.0,0,0,0,2,2,2,2,0,2,2,8,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
1.26666666666667,3,4.37734253514122,4.95981621474672,12,0.573488351136175,19,4.8,5,5,0,15,15,15,15,0,15,15,80,58,0,0,0,0,0,0,15,0,0,0,0,0,0,0.0,0.0,0,0,0,4,4,4,0,0,0,FALSE
3.5,6,3.52164063634332,5.40662009055429,1,2.5,7,20.5,1,1,0,2,2,2,2,0,2,6,44,27,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,0,1,1,0,0,0,FALSE
1.55555555555556,4,5.518070591661379,6.94673185361809,6,0.955813918560292,14,18.0,11,11,6,3,9,9,9,5,4,11,177,138,1,0,1,0,0,0,9,0,0,1,0,0,1,0.15,0.0,0,0,0,22,9,9,75,0,75,TRUE
3.18965517241379,31,6.01823059907644,6.769124061262961,22,4.23636513254776,185,16.465517241379303,4,4,0,58,58,58,58,40,18,176,1024,632,1,0,1,0,0,0,58,0,0,1,0,0,1,0.163841807909605,0.0,0,0,0,28,4,4,756,0,756,TRUE
1.0,1,4.19715972342415,4.31164134491358,7,0.0,7,3.5714285714285694,4,4,0,7,7,7,7,0,7,8,34,22,1,0,1,0,0,0,7,0,0,1,0,0,1,0.145833333333333,0.0,0,0,0,1,3,3,0,0,0,TRUE
1.0,1,3.23890125660263,3.24022392894185,2,0.0,2,3.0,1,1,0,2,2,2,2,0,2,3,9,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,2,1,1,4,0,4,FALSE
2.5,3,3.50997373189762,3.31216601272384,0,0.5,5,10.5,2,2,0,2,2,2,2,0,2,3,33,25,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,2,2,2,0,2,FALSE
4.0,4,2.0,3.5724694587701404,0,0.0,4,13.0,0,0,1,0,1,1,1,0,1,1,15,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,1,FALSE
2.8,7,3.61687460595622,5.8746061874053215,2,2.2271057451320098,14,12.4,0,0,5,0,5,5,5,0,5,3,64,46,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,2,0,2,TRUE
2.3333333333333304,8,5.1718800346409415,6.524439397536559,5,2.0138409955991,28,11.25,4,4,1,11,12,12,12,1,11,24,142,104,1,0,1,0,0,0,12,0,0,1,0,0,1,0.153846153846154,0.0,0,0,0,0,4,3,0,0,0,TRUE
1.6666666666666698,4,4.9053779796428,6.14523899719494,7,0.942809041582063,20,8.08333333333333,5,5,1,11,12,12,12,12,0,19,104,71,0,1,0,0,0,0,12,0,0,0,4,4,0,0.0,0.0,0,0,0,0,2,2,0,0,0,TRUE
2.5,4,4.19590927087361,5.07052866347795,1,1.5,5,13.0,3,3,2,0,2,2,2,0,2,8,35,25,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,3,2,2,7,0,7,FALSE
3.2727272727272703,14,4.86307075422367,6.15740711174601,5,3.69498207870938,36,15.909090909090901,10,10,1,10,11,11,11,1,10,17,194,134,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,2,4,3,4,0,4,TRUE
7.33333333333333,12,3.64022392894185,5.77546271191154,0,3.68178700572909,22,39.6666666666667,2,2,3,0,3,3,3,1,2,8,123,91,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,4,2,2,4,0,4,TRUE
2.5,4,3.12192809488736,3.87290559532006,1,1.5,5,9.5,1,1,2,0,2,2,2,0,2,3,22,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,3,1,1,4,0,4,TRUE
1.0,1,2.8453509366224403,2.9398290174663995,1,0.0,1,4.0,0,0,1,0,1,1,1,0,1,4,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,6,0,6,FALSE
2.3333333333333304,3,4.38719873517385,5.44276949812219,2,0.942809041582063,14,18.8333333333333,9,4,2,4,6,18,6,2,4,7,140,76,1,0,1,0,0,0,6,12,0,1,0,0,1,0.14285714285714302,0.0,0,0,0,3,4,3,83,70,13,TRUE
