issueKey,type,createdDateEpoch,resolvedDateEpoch
ZOOKEEPER-1023,Bug,2011-03-19 18:20:00,
ZOOKEEPER-1024,New Feature,2011-03-19 18:20:16,
ZOOKEEPER-1025,Improvement,2011-03-22 08:40:50,2011-08-19 04:20:15
ZOOKEEPER-1026,Bug,2011-03-23 01:16:03,
ZOOKEEPER-1027,Bug,2011-03-24 13:06:47,2011-07-26 01:45:31
ZOOKEEPER-1028,Bug,2011-03-25 04:26:04,2011-04-07 04:22:12
ZOOKEEPER-1029,Bug,2011-03-26 04:47:43,2015-12-12 04:15:56
ZOOKEEPER-1030,Improvement,2011-03-26 06:37:23,2011-04-09 07:41:50
ZOOKEEPER-1031,Wish,2011-03-26 10:29:23,
ZOOKEEPER-1032,Improvement,2011-03-27 18:03:32,
ZOOKEEPER-1033,Bug,2011-03-28 04:40:09,2011-05-04 14:03:00
ZOOKEEPER-1034,Bug,2011-03-28 04:45:50,2011-08-15 09:41:13
ZOOKEEPER-1035,Bug,2011-03-28 16:36:50,
ZOOKEEPER-1036,Bug,2011-03-29 08:46:05,2011-04-01 04:26:30
ZOOKEEPER-1037,Task,2011-03-30 13:27:45,2013-10-09 06:45:01
ZOOKEEPER-1038,Sub-task,2011-03-30 13:28:52,2011-04-06 04:05:23
ZOOKEEPER-1039,Sub-task,2011-03-30 13:30:20,2011-04-29 07:09:22
ZOOKEEPER-1040,Sub-task,2011-03-30 13:31:16,2011-04-29 07:09:39
ZOOKEEPER-1041,Sub-task,2011-03-30 13:32:01,2013-10-09 06:45:14
ZOOKEEPER-1042,Sub-task,2011-03-31 23:37:40,2011-04-02 01:22:01
ZOOKEEPER-1043,Bug,2011-04-04 23:34:27,
ZOOKEEPER-1044,Sub-task,2011-04-05 02:27:34,2014-05-24 02:14:31
ZOOKEEPER-1045,New Feature,2011-04-07 06:01:58,2016-12-06 08:20:13
ZOOKEEPER-1046,Bug,2011-04-13 06:24:19,2011-07-14 22:24:41
ZOOKEEPER-1047,Bug,2011-04-13 17:04:09,
ZOOKEEPER-1048,Bug,2011-04-13 17:40:32,2012-05-06 11:47:44
ZOOKEEPER-1049,Bug,2011-04-16 11:42:55,2011-05-04 05:30:42
ZOOKEEPER-1050,Bug,2011-04-21 08:46:22,2012-01-06 09:23:56
ZOOKEEPER-1051,Bug,2011-04-21 21:56:15,2011-08-30 15:02:07
ZOOKEEPER-1052,Bug,2011-04-24 21:45:34,2011-05-04 01:58:31
ZOOKEEPER-1053,Improvement,2011-04-26 08:53:51,2014-05-23 19:30:00
ZOOKEEPER-1054,Improvement,2011-04-26 16:29:02,
ZOOKEEPER-1055,Bug,2011-04-27 05:08:47,2011-08-15 08:35:32
ZOOKEEPER-1056,Bug,2011-04-27 11:20:06,
ZOOKEEPER-1057,Bug,2011-05-03 09:16:21,2014-01-10 05:04:23
ZOOKEEPER-1058,Bug,2011-05-04 08:34:45,2011-05-21 05:42:53
ZOOKEEPER-1059,Bug,2011-05-04 18:50:42,2011-05-17 01:39:15
ZOOKEEPER-1060,Bug,2011-05-11 03:32:58,2011-06-14 20:14:48
ZOOKEEPER-1061,Bug,2011-05-11 04:38:36,2011-05-17 01:12:48
ZOOKEEPER-1062,Bug,2011-05-13 13:50:15,2014-05-17 06:33:23
