fileName,Ranked1,Ranked2,Ranked3
eclipse-2.1(2.0).csv,-4.0,-2.0,0.0
eclipse-3.0(2.1).csv,-200.0,-17.0,-200.0
"eclipse-3.0(2.1,2.0).csv",-14.0,-200.0,-200.0
