issueKey,type,createdDateEpoch,resolvedDateEpoch
OPENJPA-1001,Bug,2009-03-30 04:03:01,2010-02-12 07:14:42
OPENJPA-1002,Bug,2009-03-30 16:25:00,2009-09-16 22:31:48
OPENJPA-1003,Bug,2009-03-30 21:13:59,2009-06-11 02:15:47
OPENJPA-1004,Bug,2009-03-31 00:06:33,2009-04-03 04:07:53
OPENJPA-1005,New Feature,2009-03-31 01:00:37,2009-11-20 05:47:05
OPENJPA-1006,Bug,2009-03-31 01:25:25,2009-04-17 08:30:40
OPENJPA-1007,New Feature,2009-03-31 02:55:33,2009-05-12 00:40:20
OPENJPA-1008,New Feature,2009-04-01 00:05:39,2009-08-28 00:58:05
OPENJPA-1009,New Feature,2009-04-01 00:11:49,2009-08-28 00:58:05
OPENJPA-1010,New Feature,2009-04-01 00:19:21,2009-08-28 00:58:05
OPENJPA-1011,Improvement,2009-04-01 00:26:03,
OPENJPA-1012,Bug,2009-04-01 00:34:23,
OPENJPA-1013,Sub-task,2009-04-01 00:42:02,2009-08-28 00:58:06
OPENJPA-1014,New Feature,2009-04-01 01:05:29,2009-08-28 00:58:06
OPENJPA-1015,Test,2009-04-01 03:26:15,2009-05-28 08:25:03
OPENJPA-1016,Sub-task,2009-04-02 03:49:46,2009-04-02 04:44:17
OPENJPA-1017,Bug,2009-04-02 14:18:49,
OPENJPA-1018,Bug,2009-04-02 22:35:39,
OPENJPA-1019,Bug,2009-04-04 01:17:12,
OPENJPA-1020,Bug,2009-04-04 01:18:23,2010-03-09 22:36:29
OPENJPA-1021,Improvement,2009-04-06 20:06:25,
OPENJPA-1022,Improvement,2009-04-07 00:26:40,2009-06-02 03:36:22
OPENJPA-1023,Sub-task,2009-04-07 06:00:32,2009-04-30 02:40:49
OPENJPA-1024,Sub-task,2009-04-07 13:48:42,2009-05-01 00:24:44
OPENJPA-1025,Bug,2009-04-07 15:13:37,2009-04-30 23:45:38
OPENJPA-1026,Sub-task,2009-04-07 21:45:08,2009-05-28 10:52:24
OPENJPA-1027,Sub-task,2009-04-08 01:44:03,2009-05-07 03:42:14
OPENJPA-1028,Bug,2009-04-08 05:49:01,2009-04-11 07:20:23
OPENJPA-1029,Bug,2009-04-09 02:47:28,2009-05-01 00:32:42
OPENJPA-1030,Bug,2009-04-09 19:10:41,
OPENJPA-1031,Bug,2009-04-10 03:18:53,2009-05-07 21:43:38
OPENJPA-1032,Sub-task,2009-04-10 23:01:24,2009-04-10 23:05:58
OPENJPA-1033,Sub-task,2009-04-11 01:22:50,2009-10-06 02:33:19
OPENJPA-1034,Sub-task,2009-04-11 03:51:09,2009-04-11 04:40:49
OPENJPA-1035,Sub-task,2009-04-14 12:07:12,2009-05-01 00:25:57
OPENJPA-1036,Bug,2009-04-14 21:50:04,
OPENJPA-1037,Wish,2009-04-15 00:38:45,
OPENJPA-1038,Improvement,2009-04-15 05:17:07,2009-05-04 23:58:47
OPENJPA-1039,Bug,2009-04-15 16:33:30,2009-05-08 08:09:27
OPENJPA-1040,Task,2009-04-15 22:59:12,2009-04-29 21:55:51
OPENJPA-1041,Bug,2009-04-16 07:22:05,2009-05-02 04:20:46
OPENJPA-1042,Bug,2009-04-20 02:07:41,
OPENJPA-1043,Bug,2009-04-21 23:39:05,2009-08-28 09:45:28
OPENJPA-1044,Bug,2009-04-22 23:35:08,
OPENJPA-1045,Improvement,2009-04-23 04:14:40,2009-05-15 23:58:33
OPENJPA-1046,Bug,2009-04-23 07:39:31,2009-11-12 16:16:53
OPENJPA-1047,Bug,2009-04-23 07:43:58,
OPENJPA-1048,Bug,2009-04-23 07:52:36,
OPENJPA-1049,Bug,2009-04-23 07:57:50,2009-08-28 09:44:09
OPENJPA-1050,Improvement,2009-04-24 22:16:37,2009-08-28 00:58:06
OPENJPA-1051,Bug,2009-04-29 00:13:17,2009-05-14 06:57:54
OPENJPA-1052,New Feature,2009-04-29 11:34:23,2009-06-12 03:04:54
OPENJPA-1053,Bug,2009-04-29 12:56:00,2009-05-02 04:22:00
OPENJPA-1054,Bug,2009-04-30 00:41:12,2009-05-29 04:46:04
OPENJPA-1055,Sub-task,2009-04-30 06:19:52,2009-05-06 00:27:50
OPENJPA-1056,Improvement,2009-05-01 00:40:22,2011-03-15 02:22:58
OPENJPA-1057,Bug,2009-05-01 07:35:00,
OPENJPA-1058,Bug,2009-05-01 22:34:41,
OPENJPA-1059,Bug,2009-05-05 01:59:41,
OPENJPA-1060,Bug,2009-05-05 03:18:41,2009-05-05 21:50:57
